X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,phylum,order,recordNumber,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,individualCount,geoFlag,continentOcean,preparationType,previousCatalogNumber,imagecode,infraspecificEpithet,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"201",2020-01-20 14:40:34-03,UPM,MACK,"3376",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A. St. -Hil,NA,NA,NA,NA,M. Ramos,"2011","09","21",Brasil,SP,São Paulo,Subprefeitura da Vila Mariana,-46.6300010681152,-23.5400009155273,NA,NA,NA,"HMACK00003376-M.Ramoss/n-21/9/2011,SubprefeituradaVilaMariana,SãoPaulo,SP,Brasil",NA,NA,s/n,"53584",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"202",2020-01-20 14:40:34-03,UPM,MACK,"431",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A. St.-Hil.,F. S. Siqueira,"2009","10","14",C.P. Santos,"2009","08","05",Brasil,SP,São Paulo,Parque Jardim Felicidade,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,PJF 78,"53584",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9,-21.183333,"223",2019-10-09 11:18:37-03,UFBA,ALCB,"06732",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Gehrt, A","1942","08",NA,"Mendes, OT","1938","11","07",Brasil,São Paulo,Pindorama,NA,-48.9,-21.183333,"-48.9","-21.183333",NA,ALCB056530,Dicotyledon,NA,s/n,NA,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"277",2020-11-04 11:12:26-03,ESALQ,ESA,"93436",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,St.Hil.,"Kirizawa, M.",NA,NA,NA,"Kirizawa, M. et al.","1977","11","17",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA093436,Magnoliophyta,NA,"310.0","53584",NA,NA,NA,auto,NA,NA,NA,ESA093436,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"280",2020-11-04 11:12:26-03,ESALQ,ESA,"6472",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Rodrigues, R.R.",NA,NA,NA,"Rodrigues, R.R. ; Zandoval, J.A.","1990","12","12",Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,ESA006472,Magnoliophyta,NA,NA,"12906",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"281",2020-11-04 11:12:26-03,ESALQ,ESA,"8876",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","1989","05","12",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA008876,Magnoliophyta,NA,"218.0","27729",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"282",2020-11-04 11:12:26-03,ESALQ,ESA,"18387",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1994","04","26",Brasil,São Paulo,São Carlos,NA,-47.8899993896484,-22.0100002288818,NA,NA,NA,ESA018387,Magnoliophyta,NA,"2344.0","45913",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"283",2020-11-04 11:12:26-03,ESALQ,ESA,"7192",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Souza, V.C. & Souza, J.P.",NA,NA,NA,"Cardoso, M.H.G.","1991","01","01",Brasil,São Paulo,Teodoro Sampaio,NA,-52.1599998474121,-22.5300006866455,NA,NA,NA,ESA007192,Magnoliophyta,NA,NA,"54606",NA,NA,NA,auto,NA,NA,NA,ESA007192,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.7800006866455,"285",2020-11-04 11:12:26-03,ESALQ,ESA,"22834",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Ivanauskas, N.M.","1995",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","14",Brasil,São Paulo,Anhembi,Sítio Barreirinho. Mata secundária.,-48.1199989318848,-22.7800006866455,NA,NA,"Arvoreta, 3 m alt.; flores alvas com estames amarelos.",ESA022834,Magnoliophyta,NA,"3420.0","25656",NA,NA,NA,auto,NA,NA,NA,ESA022834,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"286",2020-11-04 11:12:26-03,ESALQ,ESA,"18307",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Souza, V.C. & Rodrigues, R.R.","1994",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","01","06",Brasil,São Paulo,Piracicaba,Tamandupa. Mata mesófila semidecídua.,-47.6399993896484,-22.7199993133545,NA,NA,"Árvore, 4 m alt.; frutos imaturos verdes. Borda.",ESA018307,Magnoliophyta,NA,"1730.0","44778",NA,NA,NA,auto,NA,NA,NA,ESA018307,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-21.7199993133545,"302",2020-11-04 11:12:26-03,ESALQ,ESA,"10852",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Rocha, Y.T.","1993","06","24",Brasil,São Paulo,Américo Brasiliense,NA,-48.0999984741211,-21.7199993133545,NA,NA,NA,ESA010852,Magnoliophyta,NA,"116.0","19311",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"303",2020-11-04 11:12:26-03,ESALQ,ESA,"92961",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Santos, J.",NA,NA,NA,"Santos, J. et al.","2004","04","21",Brasil,São Paulo,Araras,NA,-47.3800010681152,-22.3500003814697,NA,NA,NA,ESA092961,Magnoliophyta,NA,NA,"22739",NA,NA,NA,auto,NA,NA,NA,ESA092961,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"304",2020-11-04 11:12:26-03,ESALQ,ESA,"91759",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Savassi-Coutinho, A.P.","1905","06","24",Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,NA,ESA091759,Magnoliophyta,NA,"708.0","23972",NA,NA,NA,auto,NA,NA,NA,ESA091759,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"305",2020-11-04 11:12:26-03,ESALQ,ESA,"103184",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Savassi-Coutinho, A.P.",NA,NA,NA,"Medeiros, D.A.","2004","02","12",Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,NA,ESA103184,Magnoliophyta,NA,"13232.0","23972",NA,NA,NA,auto,NA,NA,NA,ESA103184,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"306",2020-11-04 11:12:26-03,ESALQ,ESA,"3054",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Biondo, C.J.","1984","04","15",Brasil,São Paulo,Bauru,NA,-49.060001373291,-22.3099994659424,NA,NA,NA,ESA003054,Magnoliophyta,NA,NA,"29186",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"307",2020-11-04 11:12:26-03,ESALQ,ESA,"6473",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Rodrigues, R.R.",NA,NA,NA,"Rodrigues, R.R. et al.","1988","10","07",Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,ESA006473,Magnoliophyta,NA,NA,"12906",NA,NA,NA,auto,NA,NA,NA,ESA006473,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"308",2020-11-04 11:12:26-03,ESALQ,ESA,"14605",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Souza, V.C. & Souza, J.P.",NA,NA,NA,"Souza, V.C. ; Ferraro L.","1993","03","24",Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,ESA014605,Magnoliophyta,NA,"2567.0","22843",NA,NA,NA,auto,NA,NA,NA,ESA014605,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1599998474121,-22.4200000762939,"312",2020-11-04 10:56:02-03,ESALQ,ESA,"132868",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Colletta, G.D","2014","11","01","Colletta, G.D.; Golinelli, L; Golineli, R","2014","11","01",Brasil,São Paulo,Torrinha,"Trilha dentro da mata, proximo à cachoeira do Cidão Menegão",-48.1599998474121,-22.4200000762939,NA,NA,"Árvore, 7m, botões verdes com ápice avermelhado, e flores passadas, ramos jovens avermelhados (foto e sílica).",ESA132868,NA,NA,"2011.0","16860",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-22.0499992370605,"317",2020-11-04 11:12:26-03,ESALQ,ESA,"4155",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Capellari Jr., L.",NA,NA,NA,"Duarte, O.","1989","05","25",Brasil,São Paulo,Aguaí,NA,-46.9700012207031,-22.0499992370605,NA,NA,NA,ESA004155,Magnoliophyta,NA,NA,"25812",NA,NA,NA,auto,NA,NA,NA,ESA004155,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"318",2020-11-04 11:12:26-03,ESALQ,ESA,"18010",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Souza, V.C. & Souza, J.P.",NA,NA,NA,"Tamashiro, J.Y. et al.","1994","09","26",Brasil,São Paulo,Itatinga,NA,-48.6100006103516,-23.1000003814697,NA,NA,NA,ESA018010,Magnoliophyta,NA,"631.0","28219",NA,NA,NA,auto,NA,NA,NA,ESA018010,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"319",2020-11-04 11:12:26-03,ESALQ,ESA,"107496",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Prata, E.M.B.",NA,NA,NA,"Lombardi, J.A.","2007","12","04",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,ESA107496,Magnoliophyta,NA,"7023.0","17840",NA,NA,NA,auto,NA,NA,NA,ESA107496,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"320",2020-11-04 11:12:26-03,ESALQ,ESA,"36262",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Rozza, A.F.",NA,NA,NA,"Rozza, A.F. ; Nave, A.G.","1995","08","25",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,ESA036262,Magnoliophyta,NA,"106.0","26922",NA,NA,NA,auto,NA,NA,NA,ESA036262,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.439998626709,-22.7900009155273,"321",2020-11-04 11:12:26-03,ESALQ,ESA,"114853",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Ferreira, M.F.P.",NA,NA,NA,"Moreira, C.","2002","07","05",Brasil,São Paulo,Pedra Bela,NA,-46.439998626709,-22.7900009155273,NA,NA,NA,ESA114853,Magnoliophyta,NA,NA,"10848",NA,NA,NA,auto,NA,NA,NA,ESA114853,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"322",2020-11-04 11:12:26-03,ESALQ,ESA,"5479",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Rodrigues, R.R.","1987","07","18",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA005479,Magnoliophyta,NA,"154.0","44778",NA,NA,NA,auto,NA,NA,NA,ESA005479,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"323",2020-11-04 11:12:26-03,ESALQ,ESA,"14997",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1992","04","10",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA014997,Magnoliophyta,NA,NA,"44778",NA,NA,NA,auto,NA,NA,NA,ESA014997,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"324",2020-11-04 11:12:26-03,ESALQ,ESA,"129860",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,"Souza, V.C.",NA,NA,NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA129860,Magnoliophyta,NA,NA,"44778",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"325",2020-11-04 11:12:26-03,ESALQ,ESA,"10810",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Rodrigues, R.R. & Souza, V.C.","1994",NA,NA,"Barreto, K.D. ; Fernandes, G.D.","1993","02","12",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA010810,Magnoliophyta,NA,"51.0","44778",NA,NA,NA,auto,NA,NA,NA,ESA010810,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5200004577637,-23.2099990844727,"326",2020-11-04 11:12:26-03,ESALQ,ESA,"63930",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A.St.-Hil.,"Rodrigues, R.R. & Bufo, L.V.B.",NA,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,ESA063930,Magnoliophyta,NA,"68.0","19715",NA,NA,NA,auto,NA,NA,NA,ESA063930,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-22.4099998474121,"328",2020-11-04 11:12:26-03,ESALQ,ESA,"118805",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Colletta, G.D.","2011","11","16","Colletta, G.D.","2011","11","01",Brasil,São Paulo,Piratininga,"Estrada Municipal Piratininga- Cabrália Paulista, próximo a Faz.São José",-49.1300010681152,-22.4099998474121,NA,NA,"Árvore, 6m. (sílica).",ESA118805,Magnoliophyta,NA,"590.0","19389",NA,NA,NA,auto,NA,NA,NA,ESA118805,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"329",2020-11-04 10:56:02-03,ESALQ,ESA,"142960",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,"Souza, V.C.","2019","03","15","Souza, V.C.; Prado, T.C.; Brito, T.R.O.; Oliveira, M.G.M.; Silva. R.","2019","03","15",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",-47.6399993896484,-22.7199993133545,"-47,681,203","-22,685,249","Árvore, ca. 3 m alt.; hipanto verde.",ESA142960,NA,NA,"42505.0","44778",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"339",2021-03-12 01:35:25-03,UFPI,TEPB,"8407",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,NA,NA,NA,NA,NA,Alunos de pós-graduação da UNICAMP,"1983","01","19",Brasil,São Paulo,Itirapina,Estação Experimental de Itirapina,-47.8199996948242,-22.25,NA,NA,Ambiente: Cerrado,NA,NA,NA,NA,"22843",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"356",2021-04-02 11:40:30-03,UFPI,TEPB,"8285",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,replicata,Lafoensia replicata,Pohl,NA,NA,NA,NA,A. J. CASTRO,"1985","07","01",Brasil,São Paulo,Santa Rita do Passa Quatro,Parque Estadual de Vassununga,-47.4700012207031,-21.7099990844727,NA,NA,"Árvore, flor amarela (estames). Ambiente: Cerrado",NA,NA,NA,NA,"24893",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"378",2019-02-15 11:44:40-02,IPA,IPA,"9875",S,Plantae,Lythraceae,Lafoensia,densiflora,Lafoensia densiflora,Pohl,"Pickel, B.",NA,NA,NA,Aloísio,"1941","12","23",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,"Cálice em forma d copo coriáceo, por fora verde com manchas roxas ou púrpura, por dentro verde, depois púrpura, pétalas 10 bancas (amarelas quando sêcas), estames longos, enrolados, brancos.",IPA0009875,Plantae,NA,"5621","53584",NA,NA,NA,auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"401",2019-08-27 13:31:06-03,IAP,PACA-AGP,"84626",PreservedSpecimen,Plantae,Lythraceae,Lafoensia,pacari,Lafoensia pacari,A. St.-Hil.,M.S. Marchioretto,"1997","05","20",C.J. Campos,"1972","05","09",Brasil,SP,Botucatú,Rubião Junior,-48.439998626709,-22.8799991607666,NA,NA,"Árvore de 3m. De altura e 20 cm. De diâmetro, flores com pétalas brancas e estames longos e brancos. Habitat: cerrado ao lado da Estrada de Ferro Sorocabana",PACA084626,Magnoliophyta,Myrtales,11-9572,"40412",NA,NA,NA,auto,NA,NA,NA,NA,NA,Magnoliatae,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
