X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,stateProvince,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"4",2021-03-15 16:37:00-03,NY,NYBG,"469402",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,NA,NA,NA,NA,K. Kubitzki,"79274","1979","10","02",Brazil,Sao Paulo,"Pinheirinho, Serra da Cantareira ao Norte da Cidade",-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41915' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469402,NY00469402_01,São Paulo,Magnoliophyta,Laurales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"37",2021-03-15 16:37:00-03,NY,NYBG,"538099",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,J. B. Baitello,NA,NA,NA,M. das G. L. Wanderley,"95","1976","10","22",Brazil,Sao Paulo,"Sao Paulo, Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742088' target='other'> <mi>dwc_moreinfo</mi></a>,NY00538099,NY00538099_01,São Paulo,Magnoliophyta,Laurales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.808,-22.542,"42",2021-03-15 16:37:00-03,NY,NYBG,"538097",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,H. H. van der Werff,NA,NA,NA,G. Eiten,"5903","1965","02","08",Brazil,Paraguaçú Paulista,"Fazenda Sao José, 1 km W of Rio Sao Mateus and a few km N of main highway (Raposo Tavares) at km 484",-50.808,-22.542,NA,NA,"425","450",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742095' target='other'> <mi>dwc_moreinfo</mi></a>,NY00538097,NY00538097_01,São Paulo,Magnoliophyta,Laurales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"103",2020-11-04 11:12:04-03,ESALQ,ESA,"488",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees) Barroso,"Ivanauskas, N.M.",NA,NA,NA,"Vasconcelos, P.W.C.",NA,"1933","04","12",Brasil,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA000488,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"104",2020-11-04 11:12:04-03,ESALQ,ESA,"105462",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,NA,"Baitello, J.B.","2002","03","17","Aguiar, O.T.",NA,"2002","03","13",Brasil,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,ESA105462,ESA105462,São Paulo,Magnoliophyta,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"106",2020-11-04 11:12:04-03,ESALQ,ESA,"129094",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,NA,"Colletta, G.D. et al.","2014",NA,NA,"Colletta, G.D.","1510.0","2014","05","15",Brasil,Nova Odessa,Plantarum,-47.2900009155273,-22.7700004577637,NA,NA,NA,NA,"Árvore, 5m",ESA129094,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"8440",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"113",2020-11-04 11:12:04-03,ESALQ,ESA,"489",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees) Barroso,"Ivanauskas, N.M",NA,NA,NA,"Cabral, P.",NA,"1936","05","15",Brasil,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA000489,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"119",2020-11-04 11:12:04-03,ESALQ,ESA,"20203",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees) Barroso,"Baitello, J.B.",NA,NA,NA,"Barreto, K.D. et al.","2969.0","1994","08","17",Brasil,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA020203,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"120",2020-11-04 11:12:04-03,ESALQ,ESA,"39909",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees) Barroso,"Baitello, J.B.",NA,NA,NA,"Hoehne, W.","1447.0","1944","08","22",Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA039909,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9422,-22.3722,"123",2015-07-02 14:02:31-03,JBP,HPL,"3851",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Mez) L. Barroso,H. Lorenzi,"1994","01","12",H. Lorenzi,"1235","1994","01","12",Brasil,Mogi Guaçu,Coletada no arboreto da Campininha.,-46.9422,-22.3722,NA,NA,NA,NA,NA,NA,NA,SP,NA,NA,NA,NA,NA,"39309",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
