X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,typeStatus,coordinatePrecision,geoFlag,continentOcean,monthIdentified,dayIdentified,class,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.42,-23.37,"2",2020-11-04 11:03:01-03,ESALQ,ESA,"83715",PreservedSpecimen,Plantae,Magnoliophyta,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,NA,"Lorenzi, H.","Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","28993.0","2003","02","13",Brasil,São Paulo,Salesópolis,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Local alagável. 1100 m.s.m.",-45.42,-23.37,"-45.42","-23.37",NA,NA,"Erva, ca. 50 cm alt.; estípulas passando de verdes para alvas; folhas vinho-escuro na face inferior; brácteas e flores alvas.",ESA083715,ESA083715,"2003",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.618333,-23.692278,"3",2021-03-01 16:26:18-03,UNICAMP,UEC,"116317",S,Plantae,Magnoliopsida,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,Gomes da Silva & Mamede,"Souza, VC","Souza, JP; Zidko, A; Mendonça, CG; Baptista, VR; Ferreira, L; Cielo-Filho, R","3217","2000","04","18",Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar. Estrada intermediária, Km 30.",-45.618333,-23.692278,"-45.618333","-23.692278","600","600","Erva, pedúnculos rosas, flores alvas. Borda da mata.; Floresta Ombrófila Densa de Encosta com perturbação.",UEC041899,UEC041899,"2000",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"4",2021-03-01 16:26:18-03,UNICAMP,UEC,"115794",S,Plantae,Magnoliopsida,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,Gomes da Silva & Mamede,"Mamede, MCH; Gomes da Silva, S","Gomes da Silva, SJ; Piacentin, EP","307","1992","06","03",Brazil,São Paulo,Salesópolis,"Estação Biologica de Boracéia, Estação de Guaratuba",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Subarbusto ereto ca. 1,5 m alt., caules verdes, pecíolos avermelhados, folhas verdes discolores. Pedúnculos avermelhados, pedicelos e tépalas alvas, brácteas róseas: ovário verde com alas e manchas alvas. Frutos verde passando a castan",UEC055690,UEC055690,NA,isotypus,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"5",2020-12-21 16:18:03-03,MBM,MBM,"353118",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J. Gomes da Silva & Mamede,NA,"Travassos, O.P.","343","1962","03","04",Brazil,São Paulo,Sallesópolis,"Estação Experimental de Boracéia, Represa do Guaratuba",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Belo exemplar de cerca de 1m de altura, flores grandes alvas, pecíolo e brácteas vermelhas; Belo exemplar de cerca de 1m de altura, flores grandes alvas, pecíolo e brácteas vermelhas.",MBM353118,MBM353118,NA,PARATYPE,"18032",auto,Southern America,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"7",2020-06-15 15:29:00-03,UNESP-RC,HRCB,"18471",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Feliciano, D.C.","Shirasuna, R.T.","31","1994","09","05",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Erva na beira da estrada, folhas discolores, face adaxial verde escuro, abaxial vinho. Pedúnculo vinho, flores branco rosadas, anteras amarelas. Frutos maduros castanhos.",NA,NA,"2006",NA,"18032",auto,NA,"05","08",NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"8",2019-11-13 11:16:42-03,USP,SPF,"67627",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Gregório, BS","Jouy, A",B999,"1990","01","17",Brasil,São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00067627,NA,"2012",NA,"18032",auto,NA,"09",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"9",2019-11-13 11:16:42-03,USP,SPF,"73014",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Silva, SJG","Kuhlmann, M","4216","1957","07","19",Brasil,São Paulo,Salesópolis,Boracéia.,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00073014,NA,"1998",NA,"18032",auto,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"10",2019-11-13 11:16:42-03,USP,SPF,"73013",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Silva, SJG","Kuhlmann, M","2330","1950","02","15",Brasil,São Paulo,Salesópolis,Boracéia.,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00073013,NA,"1999",NA,"18032",auto,NA,"03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"11",2019-11-13 11:16:42-03,USP,SPF,"83854",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Gregório, BS","Handro, O","920","1960","02","10",Brasil,São Paulo,Salesópolis,Boracéia.,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00083854,NA,"2012",NA,"18032",auto,NA,"09",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"12",2019-11-13 11:16:42-03,USP,SPF,"99210",PreservedSpecimen,Plantae,NA,Begoniaceae,Begonia,salesopolensis,Begonia salesopolensis,S.J.Gomes da Silva & Mamede,"Silva, SJG","Shirasuna, RT","31","1994","09","05",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00099210,NA,"1999",NA,"18032",auto,NA,"03",NA,NA,NA,"35",São Paulo,SP,Sudeste
