X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,geoFlag,phylum,order,infraspecificEpithet,typeStatus,continentOcean,preparationType,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.1699981689453,-22.1000003814697,"207",2019-11-21 09:59:33-03,IBt,SP,175558g,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002478,SP002478,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"208",2019-11-21 09:59:33-03,IBt,SP,175558f,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002476,SP002476,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"209",2019-11-21 09:59:33-03,IBt,SP,175558e,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002477,SP002477,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"210",2019-11-21 09:59:33-03,IBt,SP,175558d,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002474,SP002474,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"211",2019-11-21 09:59:33-03,IBt,SP,175558c,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002471,SP002471,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"212",2019-11-21 09:59:33-03,IBt,SP,175558b,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002472,SP002472,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"213",2019-11-21 09:59:33-03,IBt,SP,175558a,Extra,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002475,SP002475,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"214",2019-11-21 09:59:33-03,IBt,SP,"175558",S,Plantae,Arecaceae,Syagrus,gomesii,Syagrus gomesii,Glassman,"Glassman, SF","1968",NA,NA,"Glassman, SF","8005","1965","07","04",Brasil,São Paulo,Pompéia,"Hacienda Gueivira, Prop. Dr. Mario A. Bastos",-50.1699981689453,-22.1000003814697,"31563",NA,NA,"Tree about 120 ft tall, 15 cm diam. In formation of ca. 3000 palm trees",SP002473,SP002473,auto,NA,NA,NA,Isotype,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"222",2019-11-21 09:59:33-03,IBt,SP,"46817",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,"Glassman, SF","1968","06",NA,"Kuhlmann, M; Kühn, E","1157","1942","05","05",Brasil,São Paulo,Amparo,Fazenda N. S. da Encarnação. Monte Alegre,-46.7599983215332,-22.7000007629395,"18036",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.560001373291,-20.5499992370605,"223",2019-11-21 09:59:33-03,IBt,SP,315941a,Carpo,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Bocaiuva, R","3207","1997","05","22",Brasil,São Paulo,Barretos,"Fazenda Nelore. Indo para Olímpia, a 8 km da entrada para Barretos. Pastagem",-48.560001373291,-20.5499992370605,"34752","600","600","Arborescente, solitária, 12 m de altura. Estipe 10 m x 20 cm; entrenós 10-15 cm. Folhas: 7 contemporâneas. Bainha 74 cm. Pecíolo 8 cm x 2,7-3,6 cm de largura distal. Raque 1,91-1,99 m. Folíolos com 126-128 pares, o mediano com 51-61 x 2,5-3 cm, 2-4 a",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.560001373291,-20.5499992370605,"224",2019-11-21 09:59:33-03,IBt,SP,"315941",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Bocaiuva, R","3207","1997","05","22",Brasil,São Paulo,Barretos,"Fazenda Nelore. Indo para Olímpia, a 8 km da entrada para Barretos. Pastagem",-48.560001373291,-20.5499992370605,"34752","600","600","Arborescente, solitária, 12 m de altura. Estipe 10 m x 20 cm; entrenós 10-15 cm. Folhas: 7 contemporâneas. Bainha 74 cm. Pecíolo 8 cm x 2,7-3,6 cm de largura distal. Raque 1,91-1,99 m. Folíolos com 126-128 pares, o mediano com 51-61 x 2,5-3 cm, 2-4 a",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6199989318848,-22.2199993133545,"225",2021-02-18 08:30:12-03,IBt,SP,"494",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Heubel, C",s.n.,"1910","11",NA,Brasil,São Paulo,Corumbataí,NA,-47.6199989318848,-22.2199993133545,"14989",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"226",2019-11-21 09:59:33-03,IBt,SP,107868a,Carpo,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8003","1965","07","04",Brasil,São Paulo,Marília,"18 km. E. of Marília. Fazenda with café, corn, cattle, in burned over pasture, Prop. Pedro Felipe. In formation of mor than 200 palm trees",-49.939998626709,-22.2099990844727,"38865",NA,NA,Tree 30 ft,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"227",2019-11-21 09:59:33-03,IBt,SP,"107868",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8003","1965","07","04",Brasil,São Paulo,Marília,"18 km. E. of Marília. Fazenda with café, corn, cattle, in burned over pasture, Prop. Pedro Felipe. In formation of mor than 200 palm trees",-49.939998626709,-22.2099990844727,"38865",NA,NA,Tree 30 ft,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-22.9500007629395,"228",2019-11-21 09:59:33-03,IBt,SP,"296738",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,"Bernacci, LC","1995","09","07","Bernacci, LC; Moreira; Camargo, FCC; Belinello","2161","1995","09","07",Brasil,São Paulo,Monteiro Lobato,"Ouro Verde, estrada de Panorama ao Rio do Peixe",-45.8400001525879,-22.9500007629395,"18755",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1699981689453,-22.1000003814697,"229",2019-11-21 09:59:33-03,IBt,SP,"175559",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8006","1965","07","04",Brasil,São Paulo,Pompéia,Hacienda Gueivira. 3 Km. N of Pompeia. Prop. of Dr. Mario A. Bastos. In formation of ca. 3000 palm trees,-50.1699981689453,-22.1000003814697,"31563",NA,NA,"tree 20 ft. tall, 20 cm. dia",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"230",2019-11-21 09:59:33-03,IBt,SP,"50071",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,"Glassman, SF","1968","06",NA,"Kuhlmann, M","838","1943","05","19",Brasil,São Paulo,Rio Claro,Entre Morro Grande e Leme. Beira da estrada,-47.560001373291,-22.4099998474121,"21773",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"231",2019-11-21 09:59:33-03,IBt,SP,175557a,Carpo,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8001","1965","07","02",Brasil,São Paulo,Rio Claro,"Fazenda dos Caeures. 12 km E of Rio Claro, Prop. son of J. Ferguson",-47.560001373291,-22.4099998474121,"21773",NA,NA,"Tree about 35 ft. tall, about 7 or 8 trees in cluster",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"232",2019-11-21 09:59:33-03,IBt,SP,"175557",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8001","1965","07","02",Brasil,São Paulo,Rio Claro,"Fazenda dos Caeures. 12 km E of Rio Claro, Prop. son of J. Ferguson",-47.560001373291,-22.4099998474121,"21773",NA,NA,"Tree about 35 ft. tall, about 7 or 8 trees in cluster",SP056123,SP056123 SP056123_01 SP056123_02 SP056123_03 SP056123_04 SP056123_05 SP056123_06 SP056123_07 SP056123_08 SP056123_09 SP056123_10,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"233",2019-11-21 09:59:33-03,IBt,SP,"32082",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,"Glassman, SF","1966","02",NA,"Handro, O","304","1952","08","25",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,"53584",NA,NA,Inflorescencia feminina,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"234",2019-11-21 09:59:33-03,IBt,SP,"119134",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Glassman, SF; Correa Gomes Jr, J","8009","1965","07","05",Brasil,São Paulo,Tupã,"Fazenda Vanuir. Trees with charred trunks, land used for pasture, part of stand of 1000 trees",-50.5099983215332,-21.9300003051758,"21791",NA,NA,Tree 20 ft. tall,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9700012207031,-20.4200000762939,"235",2019-11-21 09:59:33-03,IBt,SP,288624a,Carpo,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","788","1994","11","29",Brasil,São Paulo,Votuporanga,Vizinho da Estação Experimental do IAC,-49.9700012207031,-20.4200000762939,"20562",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9700012207031,-20.4200000762939,"236",2019-11-21 09:59:33-03,IBt,SP,"288624",S,Plantae,Arecaceae,Syagrus,oleracea,Syagrus oleracea,(Mart.) Becc.,NA,NA,NA,NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","788","1994","11","29",Brasil,São Paulo,Votuporanga,Vizinho da Estação Experimental do IAC,-49.9700012207031,-20.4200000762939,"20562",NA,NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
