X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,eventTime,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-24.3799991607666,"47",2020-11-04 11:14:21-03,ESALQ,ESA,"82482",PreservedSpecimen,Plantae,Myrtaceae,Calycorectes,australis,Calycorectes australis,NA,"Duarte, A.R.",NA,NA,NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","2002","10","30",Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota),-47.9199981689453,-24.3799991607666,NA,NA,ESA082482,NA,NA,NA,Magnoliophyta,NA,"460.0",NA,NA,Vegetativo. Amostras coletadas para análise macromolecular.,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.315,-24.024,"49",2020-11-04 11:14:28-03,ESALQ,ESA,"128117",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,NA,NA,NA,NA,"Polisel, R.T.","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.315,-24.024,"-47.315","-24.024",ESA128117,NA,"516","516",Magnoliophyta,NA,"1099.0",NA,NA,"Planta jovem de 1,5 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"53",2020-11-04 11:14:28-03,ESALQ,ESA,"18800",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Barreto, K.D. et al.","1994","01","22",Brasil,São Paulo,Itapira,NA,-46.8199996948242,-22.4300003051758,NA,NA,ESA018800,ESA018800,NA,NA,Magnoliophyta,NA,"1840.0",NA,NA,NA,NA,NA,"19933",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"54",2020-11-04 11:14:28-03,ESALQ,ESA,"29337",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Ivanauskas, N.M.","1996","09","21",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029337,ESA029337,NA,NA,Magnoliophyta,NA,"892.0",NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"55",2020-11-04 11:14:28-03,ESALQ,ESA,"20821",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Bastos, E.B. et al.","1994","09","05",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA020821,ESA020821,NA,NA,Magnoliophyta,NA,"14.0",NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"56",2020-11-04 11:14:28-03,ESALQ,ESA,"104525",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,"Gissi, D.S.","2011",NA,NA,"Aguiar, O.T.","2002","03","14",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA104525,NA,NA,NA,Magnoliophyta,NA,"1027.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"57",2020-11-04 11:14:28-03,ESALQ,ESA,"87193",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Caliari, C.P.","2012","03","22","Moraes, P.L.R.","1996","10","04",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA087193,ESA087193,NA,NA,Magnoliophyta,NA,"1288.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"58",2020-11-04 11:14:28-03,ESALQ,ESA,"7855",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1992","11","17",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA007855,ESA007855,NA,NA,Magnoliophyta,NA,"738.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"59",2020-11-04 11:14:28-03,ESALQ,ESA,"8510",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1993","01","20",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA008510,ESA008510,NA,NA,Magnoliophyta,NA,"782.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"60",2020-11-04 11:14:28-03,ESALQ,ESA,"7852",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1992","11","17",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA007852,ESA007852,NA,NA,Magnoliophyta,NA,"737.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"61",2020-11-04 11:14:28-03,ESALQ,ESA,"114789",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.",NA,NA,NA,"Campos, M.C.R.","2006","07","19",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA114789,NA,NA,NA,Magnoliophyta,NA,"950.0",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"62",2020-11-04 11:14:28-03,ESALQ,ESA,"52002",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,ESA052002,ESA052002,"400","400",Magnoliophyta,NA,"433.0",NA,NA,em clareira,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.8500003814697,"63",2020-11-04 11:14:28-03,ESALQ,ESA,"118281",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Bertoni, J.E.A. ; Valdevite, L.","1997","08","01",Brasil,São Paulo,Porto Ferreira,parque estadual,-47.4700012207031,-21.8500003814697,NA,NA,ESA118281,NA,NA,NA,Magnoliophyta,NA,"504.0",NA,NA,NA,NA,NA,"13859",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"72",2020-11-04 11:14:28-03,ESALQ,ESA,"17338",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1994","09","06",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA017338,ESA017338,NA,NA,Magnoliophyta,NA,"1060.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"73",2020-11-04 11:14:28-03,ESALQ,ESA,"25895",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1994","09","06",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA025895,ESA025895,NA,NA,Magnoliophyta,NA,"1060.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"74",2020-11-04 11:14:28-03,ESALQ,ESA,"7848",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1992","11","17",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA007848,ESA007848,NA,NA,Magnoliophyta,NA,"752.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"75",2020-11-04 11:14:28-03,ESALQ,ESA,"17348",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1992","11","17",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA017348,ESA017348,NA,NA,Magnoliophyta,NA,"752.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"76",2020-11-04 11:14:28-03,ESALQ,ESA,"17347",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","1992","11","17",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA017347,ESA017347,NA,NA,Magnoliophyta,NA,"737.0",NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"77",2020-11-04 10:56:23-03,ESALQ,ESA,"127320",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.",NA,NA,NA,"Mazine, F.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA127320,NA,NA,NA,NA,NA,"460.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"78",2020-11-04 11:14:28-03,ESALQ,ESA,"109420",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109420,ESA109420,NA,NA,Magnoliophyta,NA,"501.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"79",2020-11-04 11:14:28-03,ESALQ,ESA,"114823",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D. Legrand,"Giaretta, A.","2015","05","01","Campos, M.C.R.","2006","05","08",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA114823,ESA114823,NA,NA,Magnoliophyta,NA,"402.0",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"80",2020-11-04 11:14:28-03,ESALQ,ESA,"123907",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","2013","05","01",Brasil,São Paulo,Tapiraí,Área da Cia. Votorantim. Trilha da Casa de Pedra.,-47.5,-23.9599990844727,NA,NA,ESA123907,NA,NA,NA,Magnoliophyta,NA,"35008.0",NA,NA,"Árvore, ca. 6 m alt. Vegetativo.",NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"82",2020-11-04 11:14:28-03,ESALQ,ESA,"51999",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,D.Legrand,"Gissi, D.S.","2011",NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,ESA051999,ESA051999,"400","400",Magnoliophyta,NA,"430.0",NA,NA,em clareira,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"83",2020-11-04 11:14:28-03,ESALQ,ESA,"109836",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109836,ESA109836,NA,NA,Magnoliophyta,NA,"30073.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"84",2020-11-04 11:14:28-03,ESALQ,ESA,"109451",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,brevistyla,Eugenia brevistyla,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109451,ESA109451,NA,NA,Magnoliophyta,NA,"30126.0",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
