X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.065751,-22.9056,"33",2019-01-25 15:41:54-02,IAC,IAC,"50845",S,Plantae,NA,NA,Lecythidaceae,Couratari,asterotricha,Couratari asterotricha,Prance,M.B. Carvalho & J.F. Benedito,"49","2009","02","19",NA,Brasil,São Paulo,Campinas,"IAC, Av. Barão de Itapura, Parque",-47.065751,-22.9056,NA,NA,NA,NA,NA,M.B. Carvalho & J.F. Benedito,NA,NA,"2009","02","-47.065751","-22.9056","19",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"34",2019-06-24 08:12:59-03,IAC,IAC,"55346",S,Plantae,NA,NA,Lecythidaceae,Couratari,asterotricha,Couratari asterotricha,Prance,"L.B. Évora; L.C. Bernacci & F.D.M. Carvalho","59","2014","05","15",NA,Brasil,São Paulo,Campinas,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L10, P15",-47.086761,-22.863721,NA,NA,NA,NA,NA,L.B. Évora et al.,NA,NA,"2014","05","-47.086761","-22.863721","15",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
