X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,typeStatus,fieldNumber,verbatimLongitude,verbatimLatitude,individualCount,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.390278,-22.185556,"21",2016-01-25 13:36:34-02,CPQBA,CPMA,"1201",S,Plantae,Magnoliophyta,Myrtales,Lythraceae¹,Diplusodon,ovatus,Diplusodon ovatus,Pohl,NA,Narciso,NA,"1981","02","03",NA,Brasil,São Paulo,Leme,NA,-47.390278,-22.185556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,CPQBA 807,47º 23' 25 W,22º 11' 08 S,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"32",2019-11-13 11:24:03-03,USP,SPF,"172672",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,ovatus,Diplusodon ovatus,Pohl,"Sasaki, D","Sasaki, D","879","2003","12","13",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,"1000","1000",NA,NA,SPF00172672,NA,NA,NA,"2004",NA,NA,NA,NA,"-47.460278","-20.247778",NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"34",2019-11-13 11:24:03-03,USP,SPF,"172671",PreservedSpecimen,Plantae,NA,NA,Lythraceae,Diplusodon,ovatus,Diplusodon ovatus,Pohl,"Sasaki, D","Farinaccio, MA","546","2003","11","29",NA,Brasil,São Paulo,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,NA,SPF00172671,NA,"27552",auto,"2004",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"44",2021-03-04 15:44:54-03,IF,SPSF,"36699",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Lythraceae,Diplusodon,ovatus,Diplusodon ovatus,NA,NA,M.A.Farinaccio & D.Sassaki,"546","2003","11","29",América do Sul,Brasil,SP,Pedregulho,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: cerrado próximo à Sede&nf;;",NA,NA,"27552",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-20.5300006866455,"48",2019-11-21 10:07:43-03,IBt,SP,"14222",S,Plantae,NA,NA,Lythraceae,Diplusodon,ovatus,Diplusodon ovatus,Pohl,NA,"Loefgren, A; Edwall, G",CGG2178,"1893","01","16",NA,Brasil,São Paulo,Franca,Campo.,-47.4000015258789,-20.5300006866455,NA,NA,NA,Frut. lign. fl. claro-rosea.,SP006684,SP006684,"27521",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
