X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.492222,-22.881111,"46",2021-02-08 11:09:02-03,UNESP-IBB,BOTU,"27711",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Magalhães, J.H.R.","Magalhães, J.H.R.","2010","01","20",Brasil,São Paulo,Botucatu,Distrito de Rubião Júnior,-48.492222,-22.881111,48°29'32w,22°52'52s,NA,NA,"Erva saprófita, 0,1m, flor solitária, amarela, ausência de caule e folhas, raiz reduzida, localizada em local sombreado e úmido",BOTU027711,NA,"2010",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.50827,-24.10299,"180",2020-11-04 11:11:08-03,ESALQ,ESA,"128792",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,NA,"Rigon, J.","Delfini, C.","2013","04","01",Brasil,São Paulo,Tapiraí,"UHE Alecrim. Trilha da Chaminé. Floresta Ombrófila Densa, na beira do ribeirão do Veado.",-47.50827,-24.10299,"-47.50827","-24.10299","176","176","Erva, ca. de 10 cm de alt., flores amarelas.",ESA128792,NA,"2013","04","01","942.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"182",2020-11-04 11:11:08-03,ESALQ,ESA,"12531",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,NA,NA,"Souza, V.C. et al.","1990","07","08",Brasil,São Paulo,Ilhabela,NA,-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,NA,ESA012531,NA,NA,NA,NA,"1956.0",Magnoliophyta,NA,NA,NA,"23719",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"183",2020-11-04 11:11:09-03,ESALQ,ESA,"8899",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Cordeiro, I.","Scaramuzza, C.A.M. ; Souza, V.C.","1989","04","10",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA008899,NA,NA,NA,NA,"761.0",Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"184",2020-11-04 11:11:09-03,ESALQ,ESA,"72360",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Souza, J.P.","Sztutman, M. ; Valmir","1999","07","30",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA072360,NA,NA,NA,NA,"321.0",Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"185",2020-11-04 11:11:09-03,ESALQ,ESA,"32266",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Cordeiro, I.","Ivanauskas, N.M.","1996","06","22",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA032266,NA,NA,NA,NA,"1577.0",Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"186",2020-11-04 11:11:09-03,ESALQ,ESA,"41584",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Cordeiro, I.","Souza, J.P. ; Souza, V.C.","1997","12","17",Brasil,São Paulo,Itapeva,"Estação Ecológica de Itapeva. Interior de cerradão. 24?04'30S; 49?04'36W",-48.8699989318848,-23.9799995422363,NA,NA,NA,NA,"Erva saprófita, flores e hastes amarelas",ESA041584,ESA041584,"2005","01","01","2042.0",Magnoliophyta,NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"188",2020-11-04 11:11:09-03,ESALQ,ESA,"75965",PreservedSpecimen,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","16",Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Erva saprófita, ramos e flores amarelos.",ESA075965,NA,NA,NA,NA,"2295.0",Magnoliophyta,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"218",2019-08-20 10:15:39-03,UNICAMP,UEC,"59312",S,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Meira Neto, JAA","Meira Neto, JAA","1991","05","31",Brazil,São Paulo,Águas de Santa Bárbara,Estado Ecológico de Santa Bárbara.,-49.238899230957,-22.8805999755859,NA,NA,NA,NA,"flor, Cerrado. Saprófita sobre folhado. Flor amarela no cerrado-mata ciliar (transição).",UEC134706,UEC134706,"1991","08",NA,"385",Magnoliopsida,NA,NA,NA,"18363",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"219",2019-08-20 10:15:39-03,UNICAMP,UEC,"137263",S,Plantae,Gentianaceae,Voyria,aphylla,Voyria aphylla,(Jacq.) Pers.,"Souza, VC","Breier, TB; Nakakura, HCC","2002","07","29",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcelas permanentes.",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,UEC134714,UEC134714,"2003","10",NA,"0390",Magnoliopsida,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
