X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,locality,phylum,order,scientificNameAuthorship,stateProvince,minimumElevationInMeters,decimalLongitude,decimalLatitude,identifiedBy,county,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-25.0100002288818,"256",2020-11-04 11:12:12-03,ESALQ,ESA,"22416",PreservedSpecimen,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Basso, M.E.; Moncaio, E.; Pomari, M.L.; Nakagomi, M.Y.",NA,"1994","09","08",NA,Brasil,NA,NA,Flores amarelas. Planta em restinga alterada. Beira de estrada. Área com alto teor de matéria orgânica.,ESA022416,NA,"Ilha Comprida. estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas. 25°01'04,0S, 47°54'45,0W.",Magnoliophyta,NA,L.,São Paulo,NA,-47.9199981689453,-25.0100002288818,"Gonella, P.M.",Cananéia,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4099998474121,-23.4899997711182,"261",2020-11-04 11:12:12-03,ESALQ,ESA,"32902",PreservedSpecimen,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Souza, J.P.; Souza, V.C.; Duarte, A.R.; Elias, S.I.","537.0","1996","04","27",NA,Brasil,NA,NA,"Erva; flores amarelas.",ESA032902,NA,"Estrada para Itatinga, ca. 30 Km de Angatuba. Bairro Santo Inácio. Brejo",Magnoliophyta,NA,L.,São Paulo,NA,-48.4099998474121,-23.4899997711182,"Gonella, P.M.",Angatuba,NA,NA,NA,NA,NA,"29114",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.44,-23.59,"265",2020-11-04 11:12:12-03,ESALQ,ESA,"76039",PreservedSpecimen,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Souza, J.P.","3568.0","2001","04","14",NA,Brasil,NA,NA,"Erva, flores amarelas. Foto.",ESA076039,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Arredores da sede. Local alagado.",Magnoliophyta,NA,L.,São Paulo,"800",-46.44,-23.59,"Gonella, P.M.",São Paulo,"800",ESA076039,"2011","03","31",NA,NA,"-46.44","-23.59",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"270",2020-11-04 11:12:12-03,ESALQ,ESA,"26689",PreservedSpecimen,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Souza, V.C. et al.","7214.0","1994","11","13",NA,Brasil,NA,NA,NA,ESA026689,NA,NA,Magnoliophyta,NA,L.,São Paulo,NA,-49.3400001525879,-24.1100006103516,"Gonella, P.M.",Itararé,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4099998474121,-23.4899997711182,"271",2020-11-04 11:12:12-03,ESALQ,ESA,"32901",PreservedSpecimen,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Souza, J.P.; Souza, V.C.; Duarte, A.R.; Elias, S.I.",NA,"1996","04","27",NA,Brasil,NA,NA,"Erva; flores amarelas.",ESA032901,NA,"Estrada para Itatinga, ca. 30 Km de Angatuba. Bairro Santo Inácio. Brejo",Magnoliophyta,NA,L.,São Paulo,NA,-48.4099998474121,-23.4899997711182,"Gonella, P.M.",Angatuba,NA,NA,NA,NA,NA,"29114",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.922222,-24.230861,"401",2021-03-01 16:32:54-03,UNICAMP,UEC,"121778",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; Rodrigues, RR; Souza","238","2001","04","17",NA,Brazil,NA,NA,"Erva, flores amarelas. Borda&nf;; Floresta de restinga paludosa com predomínio de guanandi em alguns trechos.",UEC030891,NA,"Loteamento Maramba II, 6 km de Itanhaém",Magnoliopsida,NA,L.,São Paulo,NA,-46.922222,-24.230861,"Gonella, PM",Itanhaém,NA,NA,"2009","07","31",NA,NA,"-46.922222","-24.230861",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"419",2019-08-20 10:16:54-03,UNICAMP,UEC,"113181",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R",104/02,"2000","03",NA,NA,Brazil,NA,NA,NA,UEC062119,NA,"Fazenda Ripasa, Ao lado do Rio Verde.",Magnoliopsida,NA,L.,São Paulo,NA,-49.3400001525879,-24.1100006103516,"Anderson, LO",Itararé,NA,UEC062119,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"420",2019-08-20 10:16:54-03,UNICAMP,UEC,"110485",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Faria, AD; Bittrich, V; Galvão, JC","301","1999","11",NA,NA,Brazil,NA,NA,NA,UEC062118,NA,"Represa do Broa, Solo Encharcado.",Magnoliopsida,NA,L.,São Paulo,NA,-47.8199996948242,-22.25,"Anderson, LO",Itirapina,NA,UEC062118,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"421",2019-08-20 10:16:54-03,UNICAMP,UEC,"157048",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Matsumoto, K; Faria, AD; Aona, LYS; Galvão, C; Belinello, R","41","1997","01","14",NA,Brazil,NA,NA,NA,UEC087997,NA,"Estrada de terra em Estreito, Campo rupestre, solo úmido.",Magnoliopsida,NA,L.,São Paulo,NA,-47.4700012207031,-20.25,"Anderson, LO",Pedregulho,NA,UEC087997,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.916667,-24.933333,"422",2020-02-18 09:34:45-03,UNICAMP,UEC,"100460",S,Plantae,Lentibulariaceae,Utricularia,triloba,Utricularia triloba,"Feres, FR; Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R",78/96,"1996","12","17",NA,Brazil,NA,NA,NA,UEC062113,NA,"Itapitangui SP 226, Terreno alagado à margem da estrada.",Magnoliopsida,NA,Benj.,São Paulo,NA,-47.916667,-24.933333,"Anderson, LO",Cananéia,NA,UEC062113,NA,NA,NA,NA,NA,"-47.916667","-24.933333",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
