X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,typeStatus,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.1399993896484,-24.3099994659424,"27",2020-11-04 12:15:57-03,ESALQ,ESA,"143579",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Souza, V.C.","Souza, V.C. & Colletta, G.D.","42555.0","2019","09","04",NA,Brasil,São Paulo,Bom Sucesso de Itararé,Serra do Macaco. Campo de altitude com floresta ombrófila mista nos pontos mais baixos 1100-1300 m.s.m.,-49.1399993896484,-24.3099994659424,NA,NA,NA,"Arvoreta, ca. 4 m alt. Vegetativo.",ESA143579,NA,NA,NA,NA,NA,"2019","09","06","14955",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"32",2021-03-01 16:38:38-03,UNICAMP,UEC,"113817",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sanchez, M","Pedroni, F; Sanches, M","603","1996","05","25",NA,Brazil,São Paulo,Ubatuba,Picinguaba,-44.8,-23.366667,NA,NA,NA,"Árvore s/num com 10m de altura, com botões, flores e frutos imaturos. Retirando-se a casca da árvore é possível observar um tecido reticulado.",UEC157277,UEC157277,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"33",2021-03-01 16:38:38-03,UNICAMP,UEC,"170072",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Rochelle, ALC","Rochelle, ALC",J1229,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",-45.084167,-23.366667,"450","450",NA,Indivíduo J1229 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041793,UEC041793,NA,"-45.084167","-23.366667",NA,"2007","07",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"34",2021-03-01 16:38:38-03,UNICAMP,UEC,"170076",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Rochelle, ALC","Rochelle, ALC",J1229,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",-45.084167,-23.366667,"450","450",NA,Indivíduo J1229 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041792,UEC041792,NA,"-45.084167","-23.366667",NA,"2007","07",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"36",2021-03-01 16:38:38-03,UNICAMP,UEC,"130104",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Arzolla, FARDP","Arzolla, FARDP; et al.","195","2000","12","07",NA,Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, Região das Águas Claras.",-46.5800018310547,-23.3099994659424,NA,NA,NA,"Árvore 21m de altura, flores.",UEC157278,UEC157278,NA,NA,NA,NA,"2000","12","07","15840",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"37",2021-03-01 16:38:38-03,UNICAMP,UEC,"113816",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sanchez, M","Sanchez, M; Pedroni, F","598","1996","01","07",NA,Brazil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"Árvore 1225 com 8m de altura, vegetativo, retirando-se a casca da árvore é possível observar tecido reticulado.; Mata de planice, restinga",UEC157276,UEC157276,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"54",2020-12-21 16:42:07-03,MBM,MBM,"161758",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Pickel, D.B.","Cunha, M.A.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM161758,MBM161758,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"55",2020-12-21 16:42:07-03,MBM,MBM,"199269",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, H.","Koscinski, M.","60",NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM199269,MBM199269,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"64",2020-07-15 14:43:36-03,UNESP-RC,HRCB,"31063",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer ,NA,"Bencke, C. S. C.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Núcleo Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"82",2019-11-13 11:29:33-03,USP,SPF,"112343",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Cunha, MA",s.n.,"1952","01","28",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00112343,NA,NA,NA,NA,NA,"1959","06",NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"83",2019-11-13 11:29:33-03,USP,SPF,"82288",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Pickel, BJ","Cunha, MA","3","1959","12","21",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00082288,NA,NA,NA,NA,NA,"1959",NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"84",2019-11-13 11:29:33-03,USP,SPF,"71780",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Koscinski, M",s.n.,"1938","12",NA,NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00071780,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"85",2019-11-13 11:29:33-03,USP,SPF,"112344",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Koscinski, M",s.n.,"1938","12",NA,NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00112344,NA,NA,NA,NA,NA,"1959","06",NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"90",2019-06-11 12:44:49-03,F,FMNH-SEEDPLANTS,V0354789F,PreservedSpecimen,Plantae,Spermatophyta,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,NA,RRC ID Flag,M. Koscinski,"7096","1929","12",NA,South America,Brazil,São Paulo,NA,NA,-49,-22,NA,NA,NA,NA,V0354789F,V0354789F_01 V0354789F_02,Dicotyledoneae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPSF 7096,"35",São Paulo,SP,Sudeste
-45.4131,-23.6203,"91",2019-01-25 15:45:28-02,IAC,IAC,"20054",S,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,H.F. Leitão Filho,H.F. Leitão Filho,"462","1968","05","04",NA,Brasil,São Paulo,Caraguatatuba,Estrada de Caraguatatuba-SP.,-45.4131,-23.6203,NA,NA,NA,Material não localizado no acervo.,NA,NA,NA,"-45.4131","-23.6203",NA,"1968","05","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
