X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,phylum,order,continentOcean,preparationType,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,eventTime,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"17",2021-03-15 16:37:00-03,NY,NYBG,"565469",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii paulensis,N.F.Mattos,N. F. de Mattos,NA,NA,NA,O. Handro,s.n.,"1936","01","20",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565469,NY00565469_01,Nativa no Jardim Botânico,NA,NA,Magnoliophyta,Myrtales,South America,sheet,paulensis,isotype,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"18",2021-03-15 16:37:00-03,NY,NYBG,"565469",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii paulensis,N.F.Mattos,N. F. de Mattos,NA,NA,NA,O. Handro,s.n.,"1936","01","20",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565469,NY00565469_01,Nativa no Jardim Botânico,NA,NA,Magnoliophyta,Myrtales,South America,sheet,paulensis,isotype,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"53",2020-11-04 11:04:58-03,ESALQ,ESA,"28779",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","700.0","1996","02","24",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,ESA028779,ESA028779,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"54",2020-11-04 11:04:58-03,ESALQ,ESA,"102146",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,NA,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","5021.0","2004","01","16",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA102146,ESA102146,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"57",2020-11-04 11:04:58-03,ESALQ,ESA,"104239",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,NA,"Aguiar, O.T.","2002","03","18","Aguiar, O.T.","869.0","2002","03","13",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA104239,ESA104239,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"58",2020-11-04 11:04:58-03,ESALQ,ESA,"109547",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30030.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109547,ESA109547,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.502778,-23.621944,"73",2021-03-01 16:28:25-03,UNICAMP,UEC,"161047",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Stefani, EJF",NA,NA,NA,"Stefani, EJF; Belinello, R; Galvão, J","178","2010","05","25",Brazil,São Paulo,Caraguatatuba,-45.502778,-23.621944,"-45.502778","-23.621944",Árvore com 13 m,UEC035866,UEC035866,"Parque Est. da Serra do Mar, Mata Atlântica, 50-90 msm",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.502778,-23.621944,"74",2021-03-01 16:28:25-03,UNICAMP,UEC,"166873",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Stefani, EJF",NA,NA,NA,"Stefani, EJF; Belinello, R; Galvão, J","178","2010","05","25",Brazil,São Paulo,Caraguatatuba,-45.502778,-23.621944,"-45.502778","-23.621944",Árvore com 13 m,UEC098591,UEC098591,"Parque Est. da Serra do Mar, Mata Atlântica, 50-90 msm",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"75",2021-03-01 16:28:25-03,UNICAMP,UEC,"169973",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Rochelle, ALC","2007","07",NA,"Rochelle, ALC",J1638,NA,NA,NA,Brazil,São Paulo,Ubatuba,-45.084167,-23.366667,"-45.084167","-23.366667",Indivíduo J1638 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041746,UEC041746,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","450","450",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"76",2021-03-01 16:28:25-03,UNICAMP,UEC,"182536",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Rochelle, ALC","2007","07",NA,"Rochelle, ALC",J1638,NA,NA,NA,Brazil,São Paulo,Ubatuba,-45.084167,-23.366667,"-45.084167","-23.366667",Indivíduo J1638 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC033166,UEC033166,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","450","450",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
