X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,infraspecificEpithet,scientificNameAuthorship,identifiedBy,recordNumber,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-51.3699989318848,-20.8899993896484,"151",2020-11-04 11:19:05-03,ESALQ,ESA,"36290",PreservedSpecimen,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Pereira-Noronha, M.R. et al.","1995","08","06",NA,Brasil,NA,NA,NA,ESA036290,Magnoliophyta,NA,NA,Kunth,"Pirani, J.R.","1391.0",São Paulo,Andradina,NA,-51.3699989318848,-20.8899993896484,ESA036290,NA,NA,"2002",NA,NA,"01","01","31224",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"153",2020-11-04 12:16:08-03,ESALQ,ESA,"132927",PreservedSpecimen,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Colletta, G. D","2015","03","17",NA,Brasil,NA,NA,"Árvoreta, 3m, alt. Frutos imaturos verdes.",ESA132927,NA,NA,NA,NA,"Colletta, G. D","2070.0",São Paulo,Piracicaba,"Campus da esalq, mata ao lado do rio atrás da horticulura",-47.6399993896484,-22.7199993133545,NA,NA,NA,"2015",NA,NA,"03","17","44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"156",2020-11-04 12:16:08-03,ESALQ,ESA,"132913",PreservedSpecimen,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Colletta, G.D.","2014","12","04",NA,Brasil,NA,NA,"Árvore, 4m, flores creme.",ESA132913,NA,NA,NA,NA,NA,"2056.0",São Paulo,Piracicaba,"Campus da Esalq, proxima ao rio",-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.616667,-20.783333,"160",2019-08-20 10:25:27-03,UNICAMP,UEC,"87655",S,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Pereira-Noronha, MR","1995","08","06",NA,Brazil,NA,NA,"Fruto, Arvoreta ca de 2,5 m alt, fruto marrom, imaturo verde",NA,Magnoliopsida,NA,NA,Kunth,"Pirani, JR","1391",São Paulo,Andradina,Fazenda Santa Helena,-51.616667,-20.783333,NA,NA,NA,"1997","-51.616667","-20.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.566667,-20.783333,"161",2021-03-01 16:40:26-03,UNICAMP,UEC,"87655",S,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Noronha, MRP","1995","08","06",NA,Brazil,NA,NA,"Arvoreta ca. de 2,5m. alt, fruto marrom, imaturo verde.; Mata virgem, 120 alqueires, com maior diversidade, com pau d'alho.",UEC031612,Magnoliopsida,NA,NA,Kunth,"Pirani, JR","1391",São Paulo,Andradina,Fazenda Santa Helena.,-51.566667,-20.783333,UEC031612,NA,NA,"1997","-51.566667","-20.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-21.5900001525879,"334",2017-11-24 14:12:23-02,UFLA,ESAL,"14789",S,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,Luciano Donizete Gonçalves,NA,NA,NA,NA,Brasil,NA,NA,"árvore; 2,5; inflorescência;; palustre",NA,NA,NA,NA,Kunth,Ary T. Oliveira Filho,s.n.,São Paulo,São José do Rio Pardo,Fazenda Graminha,-46.8800010681152,-21.5900001525879,NA,"6","6",NA,NA,NA,NA,NA,"15885",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3699989318848,-20.8899993896484,"443",2019-11-13 11:30:52-03,USP,SPF,"118340",PreservedSpecimen,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides maurioides,"Pereira-Noronha, MR","1995","08","06",NA,Brasil,NA,NA,NA,SPF00118340,NA,NA,maurioides,(Mart.) Kaastra,"Pirani, JR","1391",São Paulo,Andradina,NA,-51.3699989318848,-20.8899993896484,NA,NA,NA,"1997",NA,NA,NA,NA,"31224",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3699989318848,-20.8899993896484,"448",2019-11-13 11:30:52-03,USP,SPF,"118340",PreservedSpecimen,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides maurioides,"Pereira-Noronha, MR","1995","08","06",NA,Brasil,NA,NA,NA,SPF00118340,NA,NA,maurioides,(Mart.) Kaastra,"Pirani, JR","1391",São Paulo,Andradina,NA,-51.3699989318848,-20.8899993896484,NA,NA,NA,"1997",NA,NA,NA,NA,"31224",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.9667,-21.75,"481",2020-01-27 18:26:09-03,IAC,IAC,"30896",S,Plantae,Rutaceae-2.Amyridoideae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"L.C. Bernacci; J.L.A. Moreira; E.M. Paulo; J. Bongarten; P.R.P. Andrade; O. Camargo; R. Belinelo & Caetano","1995","09","05",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Kunth,L.A. Skorupa,"2007",São Paulo,Inúbia Paulista,Fazenda Oroitê (Suiços),-50.9667,-21.75,NA,NA,NA,"1999","-50.9667","-21.7500","02","05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3699989318848,-20.8899993896484,"497",2019-11-21 10:18:45-03,IBt,SP,"305991",S,Plantae,Rutaceae,Esenbeckia,pilocarpoides,Esenbeckia pilocarpoides,"Pereira Noronha, MR; et al.","1995","08","06",NA,Brasil,NA,NA,NA,SP048508,NA,NA,NA,Kunth,"Pirani, JR","1391",São Paulo,Andradina,Fazenda Santa Helena.,-51.3699989318848,-20.8899993896484,SP048508,NA,NA,"2002",NA,NA,NA,NA,"31224",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
