X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.0497,-23.5903,"3",2021-03-15 16:37:00-03,NY,NYBG,"885582",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Isostigma,peucedanifolium,speciosum,Isostigma peucedanifolium speciosum,(Less.) Guad.Peter,G. Peter,A. Löfgren,"16773","1887","11","05",South America,Brazil,São Paulo,Itapetininga,NA,-48.0497,-23.5903,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002223' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885582,NY00885582_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.88,-23.35,"6",2016-09-29 21:54:00-03,NY,NYBG,"885593",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Isostigma,peucedanifolium,peucedanifolium,Isostigma peucedanifolium peucedanifolium,(Spreng.) Less.,G. Peter,I. M. Válio,"202","1960","12","27",South America,Brazil,São Paulo,NA,"Estrada S. Paulo - Itapetininga, km 163 bacia do rio Tatuí.",-47.88,-23.35,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002255' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885593,NY00885593_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"7",2021-03-15 16:37:00-03,NY,NYBG,"885588",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Isostigma,peucedanifolium,peucedanifolium,Isostigma peucedanifolium peucedanifolium,(Spreng.) Less.,G. Peter,S. M. de Campos,"131","1959","11","25",South America,Brazil,São Paulo,Itapetininga,"Fazenda Bom Retiro, SW da cidade de Itapetininga, próximo ao Rio Paranapanema.",-48.0497,-23.5903,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002247' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885588,NY00885588_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"20",2021-03-15 16:37:00-03,NY,NYBG,"885589",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Isostigma,peucedanifolium,peucedanifolium,Isostigma peucedanifolium peucedanifolium,(Spreng.) Less.,G. Peter,M. Kuhlmann,"4248","1957","10","30",South America,Brazil,São Paulo,Moji-Guaçu,Reserva Florestal (Fazenda Campininha),-47.164784,-22.242395,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002249' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885589,NY00885589_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"31",2020-06-29 11:29:17-03,UFRJ,RFA,"39430",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Isostigma,megapotamicum,NA,Isostigma megapotamicum,(Spreng.) Sherff,J. Tannus,"J.L.S. Tannus; M.C. Daher","265","1998","11","11",NA,Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,"Erva; brácteas roxas, capítulos roxos",RFA38837,NA,NA,NA,NA,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"37",2021-03-30 12:34:53-03,EAO,IAN,"43728",PreservedSpecimen,Plantae,Dicotiledônea,NA,Asteraceae,Isostigma,megapotamicum,NA,Isostigma megapotamicum,(Spreng.) Sherff,NA,"Santoro, J; Pompeu, J","3189","1938","12","18",Southern America,Brasil,São Paulo,Campinas,Fazenda Campo Grande.,-47.060001373291,-22.8999996185303,NA,Herbáceo.,IAN043728,NA,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"41",2021-03-30 12:34:53-03,EAO,IAN,"69028",PreservedSpecimen,Plantae,Dicotiledônea,NA,Asteraceae,Isostigma,peucedanifolium,NA,Isostigma peucedanifolium,(Spreng.) Less.,"Barroso, GM","Black, GA","11191","1951","01","21",Southern America,Brasil,São Paulo,Itirapina,Campo Alegre,-47.8199996948242,-22.25,NA,"Flor roxo-escura, pétala violácea-morena.",IAN069028,NA,NA,NA,NA,"1958",NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.383333,-22.75,"55",2020-02-08 08:50:12-03,NBC,NL-BOTANY,U.1135013,PreservedSpecimen,Plantae,NA,Asterales,Compositae,Isostigma,peucedanifolium,NA,Isostigma peucedanifolium,Less.,Barroso GM,"Gottsberger GK; Gottsberger IS",NA,"1969","11","09",Southern America,Brazil,São Paulo,NA,NA,-48.383333,-22.75,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U1135013,NL-U1135013,NA,NA,NA,NA,NA,"-48.383333","-22.75",NA,NA,NA,Magnoliopsidae,U 0100499,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"68",2020-11-04 11:01:42-03,ESALQ,ESA,"83398",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Isostigma,megapotamicum,NA,Isostigma megapotamicum,(Spreng.) Sherff,"Souza, V.C.","Glória, B.A. ; Hayashi, A.H.","1.0","2001","12","02",NA,Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,ESA083398,ESA083398,NA,NA,NA,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"69",2020-11-04 11:01:42-03,ESALQ,ESA,"22993",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Isostigma,megapotamicum,NA,Isostigma megapotamicum,(Spreng.) Sherff.,"Souza, V.C.","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3389.0","1994","12","09",NA,Brasil,São Paulo,Itirapina,"Rodovia Washington Luiz (lado direito, sentido São Carlos). 22*09'48,8S, 47*47'22,3W. Cerrado.",-47.8199996948242,-22.25,NA,"Erva, 60 cm alt.; flores bordô.",ESA022993,ESA022993,NA,NA,NA,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
