X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,recordNumber,stateProvince,county,phylum,identifiedBy,yearIdentified,monthIdentified,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,fieldNumber,preparationType,minimumElevationInMeters,maximumElevationInMeters,typeStatus,individualCount,verbatimLongitude,verbatimLatitude,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"7",2021-03-01 16:23:34-03,UNICAMP,UEC,"196529",S,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,A.DC.,"Hoehne, W","1942","01","14",NA,Brazil,Pr. São Miguel,Campo seco,UEC139036,UEC139036,s.n.,São Paulo,São Paulo,Magnoliopsida,"Magenta, M","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.33333,-24.13333,"18",2019-09-09 14:23:33-03,MNHN,RECOLNAT_MNHN_P,P02419079,PreservedSpecimen,NA,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Smith, L.B.|Klein, R.M.|Hatschbach, G.","1965","1","17",NA,Brésil,Mun. Jaquariaiva,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02419079' target='other'> <mi>dwc_moreinfo</mi></a>,P02419079,P02419079_01,NA,Paraná,NA,NA,Bueno,NA,NA,-49.33333,-24.13333,NA,NA,"14669",hb,"850","1000",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.33,-24.13,"23",2020-09-12 05:00:02-03,US,US,"2573874",PreservedSpecimen,Plantae,Dicotyledonae,Asterales,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"L. Smith, R. M. Klein & G. Hatschbach","1965","1","17",South America,Brazil,"Mun. Jaquariaiva: Campo, road to Arapoti near boundary.",NA,US03340189,US03340189_01,"14669",Paraná,NA,NA,NA,NA,NA,-49.33,-24.13,NA,NA,NA,NA,"850","1000",NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.35,-24.12,"27",2020-09-12 05:00:02-03,US,US,"2573842",PreservedSpecimen,Plantae,Dicotyledonae,Asterales,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"L. Smith, R. M. Klein & G. Hatschbach","1965","1","17",South America,Brazil,"Mun. Arapoti: Campo cerrado (widely scattered scrub), by Jaguariaiva boundary.",NA,US03340188,US03340188_01,"14727",Paraná,NA,NA,NA,NA,NA,-49.35,-24.12,NA,NA,NA,NA,"950",NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2019-11-13 11:16:12-03,USP,SPF,"16820",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Joly, AB","1948","12","30",NA,Brasil,NA,NA,SPF00016820,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"31",2019-11-13 11:16:12-03,USP,SPF,"16819",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Joly, AB","1947","04","13",NA,Brasil,NA,NA,SPF00016819,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"32",2019-11-13 11:16:12-03,USP,SPF,"16818",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Calea,gentianoides,Calea gentianoides,DC.,"Semir, J","1968","01","25",NA,Brasil,NA,NA,SPF00016818,NA,s.n.,São Paulo,São Paulo,NA,"Magenta, MAG","1998","06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"38",2017-09-11 16:26:42-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,(DC.) Baker,Herb. Imp. Bras.,NA,NA,NA,Southern America,Brazil,Habitat in campis Brasiliae orientalis in prov. S. Paulo,NA,NA,P06P3N0079,"4063",São Paulo,NA,NA,NA,NA,NA,-46.316667,-23.783333,NA,NA,NA,NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"40",2019-11-21 10:00:38-03,IBt,SP,"118999",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Semir, J","1968","01","25",NA,Brasil,Bosque da Saúde,NA,NA,NA,"2315",São Paulo,São Paulo,NA,"Magenta, MAG","1997","03",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"03","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"41",2019-11-21 10:00:38-03,IBt,SP,"201",S,Plantae,NA,NA,Asteraceae,Geissopappus,gentianoides,Geissopappus gentianoides,Baker,"Hoehne, FC","1917","06","08",NA,Brasil,Butantan,NA,NA,NA,s.n.,São Paulo,São Paulo,NA,"Hoehne, FC",NA,NA,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
