X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,month,stateProvince,county,day,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,fieldNumber,individualCount,relatedCatalogItem,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"10",2020-11-04 11:04:12-03,ESALQ,ESA,"83137",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(How.) Britton & Rose,"Chaddad Jr., J.","Chaddad Jr., J.","183.0","2003",NA,Brasil,NA,NA,NA,ESA083137,ESA083137,NA,NA,NA,"01",São Paulo,Piracicaba,"20",-47.6399993896484,-22.7199993133545,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"14",2015-07-02 14:01:18-03,JBP,HPL,"13720",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & J. N. Rose,NA,N.P. Martinez,"20","2014",NA,Brasil,"Jardim Botânico Plantarum - Coletado no jardim de de suculentas, cultivada, origem America Tropical.",NA,NA,NA,NA,NA,NA,NA,"09",SP,Nova Odessa,"16",-47.29,-22.77,"8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.630278,-23.540556,"37",2020-01-15 14:50:50-03,UFMA,MAR,"6426",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,ZAPPI,A. Custodio Filho,"188","1980",NA,Brasil,NA,NA,"cultivada na casa do coletor, caule escandente, flor amarelada",NA,NA,"2019",NA,NA,"03",São Paulo,São Paulo,"12",-46.630278,-23.540556,NA,NA,46º37'49W,23º32'26S,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"54",2019-11-13 11:17:20-03,USP,SPF,"226062",PreservedSpecimen,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Hoehne, W","Hoehne, W",s.n.,"1949",NA,Brasil,Parque do Estado,NA,NA,SPF00226062,NA,NA,NA,NA,"01",São Paulo,São Paulo,"28",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"58",2019-01-25 15:39:08-02,IAC,IAC,"11156",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,L.Y.S. Aona,C. Pacheco,s/nº,"1949",NA,Brasil,Campo Experimental Instituto Agronômico,NA,NA,NA,NA,"2004","08","06","12",São Paulo,Campinas,"06",-47.0608,-22.9056,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9099998474121,-20.3199996948242,"60",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12400",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus x h. guatemalensis,(Eichlam) Britton & Rose,P.S.P. Sampaio,R.C.Kamikawashi,"07","2019",NA,Brasil,Fazenda BR Pitaya.,NA,Planta de cultivo com frutos de casca vermelha e polpa roxa com sementes negras. Conhecida por Purple Haze.,NA,NA,"2019","05",NA,"04",São Paulo,Álvares Florence,"13",-49.9099998474121,-20.3199996948242,"19227",auto,NA,NA,NA,NA,NA,NA,NA,NA,x h. guatemalensis,NA,"35",São Paulo,SP,Sudeste
-49.9099998474121,-20.3199996948242,"61",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12404",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,P.S.P. Sampaio,R.C.Kamikawashi,"01","2019",NA,Brasil,Fazenda BR Pitaya.,NA,"Planta cultivada; frutos com casca vermelha e escamas verdes, polpa branca e sementes negras.",NA,NA,"2019","05",NA,"04",São Paulo,Álvares Florence,"13",-49.9099998474121,-20.3199996948242,"19227",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9099998474121,-20.3199996948242,"62",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12397",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus x h. megalanthus,(K. Schum. ex Vaupel) Ralf Bauer,P.S.P. Sampaio,R.C.Kamikawashi,"06","2019",NA,Brasil,Fazenda BR Pitaya.,NA,"Planta híbrida com caule verde brilhante; frutos de casca amarela e polpa branca com sementes negras. Conhecida por Golden.",NA,NA,"2019","05",NA,"04",São Paulo,Álvares Florence,"13",-49.9099998474121,-20.3199996948242,"19227",auto,NA,NA,NA,NA,NA,NA,NA,NA,x h. megalanthus,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.9599990844727,"63",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12331",PreservedSpecimen,Plantae,Magnoliophyta,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,O.J.G.Almeida,"O.J.G.Almeida; R.C.Kamikawashi; V.Carrara","46","2017",NA,Brasil,"CLP-Unesp; Bitaru",NA,"Trepadeira com flores brancas; Urbano",NA,NA,"2017","02",NA,"02",São Paulo,São vicente,"03",-46.3899993896484,-23.9599990844727,"25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"74",2019-11-21 10:03:01-03,IBt,SP,"8849",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Scheinvar, L","Loefgren, A",CGG2294,"1894",NA,Brasil,Cultivado em casa do Sr. Melchior e da Commissão,NA,NA,SP023327,SP023327,"1981","12","11","03",São Paulo,São Paulo,"06",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"75",2019-11-21 10:03:01-03,IBt,SP,"162601",S,Plantae,NA,NA,Cactaceae,Hylocereus,undatus,Hylocereus undatus,(Haw.) Britton & Rose,"Scheinvar, L","Custodio Filho, A","188","1980",NA,Brasil,Edu Chaves. Cultivada na casa do coletor,NA,NA,NA,NA,"1981","12","11","03",São Paulo,São Paulo,"12",-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
