X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,typeStatus,fieldNumber,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"10",2021-03-15 16:37:00-03,NY,NYBG,"442810",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,W. Hoehne,s.n.,"1944","11","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215029' target='other'> <mi>dwc_moreinfo</mi></a>,NY00442810,Magnoliophyta,Fabales,Benth.,R. C. Barneby,São Paulo,Sao Paulo,Parque Estadual,-46.621883,-23.654505,NY00442810_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"23",2020-11-04 11:10:00-03,ESALQ,ESA,"11925",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Souza, V.C. et al.","4233.0","1993","09","06",NA,Brasil,NA,NA,NA,ESA011925,Magnoliophyta,NA,Benth.,NA,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA011925,NA,NA,"1995",NA,NA,"02","13","27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"24",2020-11-04 11:10:00-03,ESALQ,ESA,"85442",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3654.0","2003","11","13",NA,Brasil,NA,NA,"Arbusto, 2,5m alt. Flores róseas",ESA085442,Magnoliophyta,NA,Benth.,"Souza, V.C.",São Paulo,Itararé,17km de Itararé para Bom Sucesso de Itararé. Floresta ombrófila mista,-49.3400001525879,-24.1100006103516,ESA085442,"1060","1060","2017","-49,266,667","-24,233,333","07","01","27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"25",2020-11-04 11:10:00-03,ESALQ,ESA,"22538",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Souza, V.C. et al.","7134.0","1994","11","13",NA,Brasil,NA,NA,NA,ESA022538,Magnoliophyta,NA,Benth.,NA,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA022538,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"27",2020-11-04 11:10:00-03,ESALQ,ESA,"12408",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Souza, V.C. et al.","4672.0","1994","11","26",NA,Brasil,NA,NA,NA,ESA012408,Magnoliophyta,NA,Benth.,"Scaramuzza, C.A.M.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA012408,NA,NA,"1994",NA,NA,"02","13","27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"29",2020-12-20 21:17:36-03,UFV,VIC,"18695",PreservedSpecimen,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Iwazaki, M.C. de; Clemente","01","2006","04","18",NA,Brasil,NA,NA,"Planta arbustiva, folíolos pequenos. Fruto de tipo craspédio.",VIC018695,NA,NA,Benth.,"Dutra, V.F.",São Paulo,Botucatu,"Rodovia Gastão das Darra, Km 6, Cerrado.",-48.439998626709,-22.8799991607666,VIC018695,NA,NA,"2006",NA,NA,"11","20","40412",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.271722,-24.241333,"36",2021-03-01 16:30:58-03,UNICAMP,UEC,"184014",S,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Souza, VC; Sakuragui, CM; Miyagi, PH","4233","1993","09","06",NA,Brazil,NA,NA,"Arbusto, ca. 1,6 m alt., botões verdes. Beira de mata.; Mata com Araucária",UEC108679,Magnoliopsida,NA,Benth.,"Scaramuzza, CAMR",São Paulo,Itararé,Fazenda Ibiti,-49.271722,-24.241333,UEC108679,"1200","1200","1995","-49.271722","-24.241333","02","13",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"40",2021-03-01 16:30:58-03,UNICAMP,UEC,"183996",S,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4672","1993","11","26",NA,Brazil,NA,NA,"Arbusto, 2-3 m alt. Filetes róseos.; Beira de estrada.",UEC104774,Magnoliopsida,NA,Benth.,"Scaramuzza, CAMR",São Paulo,Itararé,"Estrada Itararé-Bonsucesso, ca. 15 km de Itaraé. Fazenda Ibiti (Ripasa).",-49.3400001525879,-24.1100006103516,UEC104774,NA,NA,"1994",NA,NA,"02","13","27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"41",2019-08-20 10:14:25-03,UNICAMP,UEC,"31020",S,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Leitão Filho, HF; Semir, J; Gibbs, PE","1747","1976","02","10",NA,Brazil,NA,NA,"Subarbusto até 1,2m. Flores rosa-avermelhadas. Espinhos muito abundantes.",UEC071871,Magnoliopsida,NA,Benth.,"Tamashiro, JY",São Paulo,Itararé,"Rodovia do Horto Florestal. Campo Rupestre, com aflorações rochosas.",-49.3400001525879,-24.1100006103516,UEC071871,NA,NA,"1997",NA,NA,"11",NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"42",2019-08-20 10:14:25-03,UNICAMP,UEC,"6965",S,Plantae,Fabaceae,Mimosa,orthacantha,Mimosa orthacantha,"Leitão Filho, HF; Semir, J; Gibbs, PE","1747","1976","02","10",NA,Brazil,NA,NA,"Subarbusto até 1,2m. Flores rosa-avermelhadas. Espinhos muito abundantes.",NA,Magnoliopsida,NA,Benth.,"Tamashiro, JY",São Paulo,Itararé,"Rodovia do Horto Florestal. Campo Rupestre, com aflorações rochosas.",-49.3400001525879,-24.1100006103516,NA,NA,NA,"1997",NA,NA,"11",NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
