X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,recordNumber,occurrenceRemarks,coordinatePrecision,geoFlag,phylum,order,infraspecificEpithet,continentOcean,preparationType,typeStatus,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.052474,-23.263965,"23",2021-03-15 16:37:00-03,NY,NYBG,"615792",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides myrcioides,(Cambess.) O.Berg,L. R. Landrum,F. R. Martins,"1980","07","11",Brazil,São Paulo,Cunha,-45.052474,-23.263965,NA,NA,NA,NA,NY00615792,NY00615792_01,NA,NA,NA,Cunha - Res. Est. Cunha,"12367",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325545' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,myrcioides,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.297311,-23.769289,"34",2021-03-15 16:37:00-03,NY,NYBG,"719888",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,NA,A. C. Santos-Neta,"2008","04","24",Brazil,São Paulo,Santo André,-46.297311,-23.769289,NA,NA,NA,NA,NY00719888,NY00719888_01,NA,NA,NA,"Paranapiacaba, Trilha da Pontinha","54",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523997' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.886229,-23.65179,"42",2021-03-15 16:37:00-03,NY,NYBG,"615788",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides myrcioides,(Cambess.) O.Berg,L. R. Landrum,J. Mattos,"1965","08","20",Brazil,São Paulo,Salesópolis,-45.886229,-23.65179,NA,NA,NA,NA,NY00615788,NY00615788_01,NA,NA,NA,"Salesopolis, Estacao Biologica de Boraceia","12449",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325540' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,myrcioides,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.84,-23.5303,"49",2021-03-15 16:37:00-03,NY,NYBG,"615840",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides acrophylla,(O.Berg) D.Legrand,L. R. Landrum,J. Mattos,"1966","08","26",Brazil,São Paulo,Salesópolis,-45.84,-23.5303,NA,NA,NA,NA,NY00615840,NY00615840_01,NA,NA,NA,"Estaçao Biologica de Boracea, perto do Rio Coruja","13876",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530402' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,acrophylla,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"53",2021-03-15 16:37:00-03,NY,NYBG,"615785",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides myrcioides,(Cambess.) O.Berg,L. R. Landrum,A. C. Filho,"1980","07","09",Brazil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NY00615785,NY00615785_01,NA,NA,NA,Reserva Florestal,"275",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325544' target='other'> <mi>dwc_moreinfo</mi></a>,"38855",auto,Magnoliophyta,Myrtales,myrcioides,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4097,-23.6203,"58",2021-03-15 16:37:00-03,NY,NYBG,"777093",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,M. L. Kawasaki,F. O. Souza,"2000","08","10",Brazil,São Paulo,Caraguatatuba,-45.4097,-23.6203,NA,NA,NA,NA,NY00777093,NY00777093_01,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Mococa","174",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674923' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9197,-24.38,"59",2021-03-15 16:37:00-03,NY,NYBG,"615783",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,M. L. Kawasaki,S. Aragaki,"1993","05","11",Brazil,São Paulo,Sete Barras,-47.9197,-24.38,NA,NA,"150","150",NY00615783,NY00615783_01,NA,NA,NA,"Fazenda Intervales, Base Saibadela, cachoeira Saibadela","57",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674921' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8144,-24.5397,"60",2021-03-15 16:37:00-03,NY,NYBG,"1801334",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O.Berg,NA,F. França,"1998","05","17",Brazil,São Paulo,Apiaí,-48.8144,-24.5397,NA,NA,"775",NA,NY01801334,NY01801334_01,NA,NA,NA,Estrada para Iporanga.,"2545",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020302' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.84,-23.5303,"94",2021-03-15 16:37:00-03,NY,NYBG,"615840",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides acrophylla,(O.Berg) D.Legrand,L. R. Landrum,J. Mattos,"1966","08","26",Brazil,São Paulo,Salesópolis,-45.84,-23.5303,NA,NA,NA,NA,NY00615840,NY00615840_01,NA,NA,NA,"Estaçao Biologica de Boracea, perto do Rio Coruja","13876",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530402' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,Magnoliophyta,Myrtales,acrophylla,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"122",2020-01-20 14:40:43-03,UPM,MACK,"916",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,myrcioides,Myrceugenia myrcioides,(Cambess.) O. Berg,NA,"J. E. Meireles; et al.","2005","03","28",Brasil,SP,Eldorado,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual de Jacupiranga, núcleo Caverna do Diabo. Trilha das Ostras, Rio das Ostras. Floresta ombrófila densa baixo montana ribeirinha muito degradada.","296",NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
