X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,minimumElevationInMeters,maximumElevationInMeters,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.992538,-25.197304,"1",2021-03-15 16:37:00-03,NY,NYBG,"374938",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,T. D. Pennington,H. de F. Leitão Filho,"10787","1979","12","11",South America,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.992538,-25.197304,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98809' target='other'> <mi>dwc_moreinfo</mi></a>,NY00374938,NY00374938_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"4",2021-03-15 16:37:00-03,NY,NYBG,"374936",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,T. D. Pennington,H. de F. Leitão Filho,"10751","1979","12","11",South America,Brazil,São Paulo,Cananéia,Em beira de mata. Ilha do Cardoso,-47.992538,-25.197304,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98807' target='other'> <mi>dwc_moreinfo</mi></a>,NY00374936,NY00374936_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"6",2021-03-15 16:37:00-03,NY,NYBG,"374935",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,T. D. Pennington,H. de F. Leitão Filho,"10770","1979","12","11",South America,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.992538,-25.197304,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98806' target='other'> <mi>dwc_moreinfo</mi></a>,NY00374935,NY00374935_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.84,-24.48,"7",2021-03-15 16:37:00-03,NY,NYBG,"374939",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,T. D. Pennington,G. G. Hatschbach,"46287","1983","05","10",South America,Brazil,São Paulo,Registro,"Registro, rod. p/ Sete Barras",-47.84,-24.48,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98810' target='other'> <mi>dwc_moreinfo</mi></a>,NY00374939,NY00374939_01,NA,"70","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"9",2021-03-15 16:37:00-03,NY,NYBG,"374937",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,T. D. Pennington,H. de F. Leitão Filho,"10794","1979","12","11",South America,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.992538,-25.197304,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98808' target='other'> <mi>dwc_moreinfo</mi></a>,NY00374937,NY00374937_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.95,-23.65,"12",2021-03-01 16:41:09-03,UNICAMP,UEC,"116080",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Franco, G; Scalon, VR; Souza, VC; Siqueira, LP; Atanasio, C; et al.","3000","2000","04","24",NA,Brazil,São Paulo,Mogi das Cruzes,"Entorno da Represa Casa Grande (Sabesp), ao longo da estrada Usacá.",-45.95,-23.65,NA,"Árvore, botões florais com corola amarela-esverdeados, látez branco presente.; Floresta Ombrófila Densa no reserso da serra do Mar (com pertubação)",UEC081966,UEC081966,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.95","-23.65",NA,NA,"35",São Paulo,SP,Sudeste
-45.766944,-23.731667,"13",2021-03-01 16:41:09-03,UNICAMP,UEC,"116057",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; et al.","2973","2000","04","22",NA,Brazil,São Paulo,São Sebastião,Praia da Barra Una/ Boracéia. Estrada de acesso da Fazenda Águas do Bento.,-45.766944,-23.731667,NA,"Árvore ca. 5m de altura, flor fechada marrom.; Planície Fluvio Marinha,Formação Cananéia.",UEC081965,UEC081965,NA,"30","30",NA,"2018","04","26",NA,NA,"-45.766944","-23.731667",NA,NA,"35",São Paulo,SP,Sudeste
-45.7,-23.7,"14",2021-03-01 16:41:09-03,UNICAMP,UEC,"116062",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Franco, G; Mazine, FF; Oliveira, RC; Paranaguá, P; Silveira, ER; Moura, C; et al.","2950","2000","04","21",NA,Brazil,São Paulo,São Sebastião,"Parque estadual da Serra do Mar, Cachoeira do sítio Urucurana, trilha do escorrega, margem do rio Una.",-45.7,-23.7,NA,"Arvore ca. 10m, látex branco, frutos imaturos ocre, estigma remanescente esverdeados.; Floresta Ombrófila Densa de encosta,com pertubação.",UEC081987,UEC081987,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.7","-23.7",NA,NA,"35",São Paulo,SP,Sudeste
-45.767,-23.731722,"15",2021-03-01 16:41:09-03,UNICAMP,UEC,"116488",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Oliveira, AA; Gandolfi, S; Mazine, FF; Moura, C; et al.","3648","2000","04","22",NA,Brazil,São Paulo,São Sebastião,"Praia do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento.",-45.767,-23.731722,NA,"Árvore com 7m, flores branca-esverdeadas, cálice ocre, presença de látex, beira de rio.; Floresta de restinga.",UEC081986,UEC081986,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.767","-23.731722",NA,NA,"35",São Paulo,SP,Sudeste
-45.708111,-23.712,"16",2021-03-01 16:41:09-03,UNICAMP,UEC,"116492",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Oliveira, AA; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R; Rocha","3642","2000","04","21",NA,Brazil,São Paulo,São Sebastião,"Parque estadual da Serra do Mar, cachoeira do sítio Urucurana. Trilha do escorrega, às margens do rio Una. Interior da mata.",-45.708111,-23.712,NA,"Árvore com 8 metros, presença de látex branco.; Floresta Ombrófiladensa de encosta.",UEC081985,UEC081985,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.708111","-23.712",NA,NA,"35",São Paulo,SP,Sudeste
-46.760944,-24.143333,"17",2021-03-01 16:41:09-03,UNICAMP,UEC,"121646",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; et al.","271","2001","04","20",NA,Brazil,São Paulo,Itanhaém,Fazenda São Camilo.,-46.760944,-24.143333,NA,"Árvoere, 7m altura. Ramos e face abaxial das folhas ferrugíneos, botões esverdeados. Subosque de eucapiptal.; Floresta Ombrófila Densa Baixomontana.",UEC081961,UEC081961,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-46.760944","-24.143333",NA,NA,"35",São Paulo,SP,Sudeste
-46.824167,-24.041111,"18",2021-03-01 16:41:09-03,UNICAMP,UEC,"121786",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC","199","2001","04","17",NA,Brazil,São Paulo,Itanhaém,"Parque estadual sa Serra do mar, Núcleo Curucutu. No entorno do Vale dos Rios Mambu e dos Macacos",-46.824167,-24.041111,NA,"Árvore, ca. 6m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa Baixaomontana e Montana.",UEC042714,UEC042714,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-46.824167","-24.041111",NA,NA,"35",São Paulo,SP,Sudeste
-47.993056,-24.056389,"19",2021-03-01 16:41:09-03,UNICAMP,UEC,"134664",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Farias, R; Rolim, SG; Uliana, VLCR; Righi, CA; Sacamuzza, CA; Rodrigues, RR","708","2002","04","23",NA,Brazil,São Paulo,Sete Barras,"Parque Estadual deCarlos Botelho, núcleo Sete Barras.. Trilha da figueira",-47.993056,-24.056389,NA,"Árvore de 10m. Latéx branco, fruto jovem avermelhado.; Borda de Floresta Ombrófila Densa Baixo montana.",UEC042705,UEC042705,NA,NA,NA,NA,"2018","04","26",NA,NA,"-47.993056","-24.056389",NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"21",2021-03-01 16:41:09-03,UNICAMP,UEC,"91632",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Ivanauskas, NM","Ivanauskas, NM",422A,"1995","09","28",NA,Brazil,São Paulo,Pariquera-Açu,Propiedade de Antonio Povinski.,-47.876944,-24.675833,NA,"Árvore de 6m. casva externa creme, fissurada longitudinalmente. Latéx branca, leitoso. Flores em botão.; Floresta Atlântica.",UEC042715,UEC042715,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.608333,"22",2021-03-01 16:41:09-03,UNICAMP,UEC,"91633",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Ivanauskas, NM","238","1995","06","21",NA,Brazil,São Paulo,Pariquera-Açu,Estação experimental do Instituto Agronômico.,-47.876944,-24.608333,NA,"Árvore de 8m. Troncosuberoso, fissurado longitudinalmente. Látex leitoso, branco. Frutos verdes e roxos.; Floresta Atlântica.",UEC081983,UEC081983,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.608333,"23",2021-03-01 16:41:09-03,UNICAMP,UEC,"91634",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Ivanauskas, NM","477","1995","10","18",NA,Brazil,São Paulo,Pariquera-Açu,Estação experimental do Instituto Agronômico.,-47.876944,-24.608333,NA,"Árvore de 5m, CAsca externa descamate, fissurada longitudunalmente. Flores em botões.; Floresta Atlântica.",UEC081984,UEC081984,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"24",2021-03-01 16:41:09-03,UNICAMP,UEC,"50537",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18722","1986","11","04",NA,Brazil,São Paulo,Bertioga,Est. Bertiga- Mongi das Cruzes.,-46.138599395752,-23.8544006347656,NA,"Árvore até 8m, flores em botão.; Árvore até 8m, flores em botão.",UEC042713,UEC042713,NA,NA,NA,NA,"2018","04","26","37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"25",2021-03-01 16:41:09-03,UNICAMP,UEC,"14954",S,Plantae,Magnoliopsida,NA,Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,T.D.Penn.,"Lima, RGVN","Leitão Filho, HF; et al.","10751","1979","12","11",NA,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,"Árvore cerca de 10m, com flores esverdeadas. Em beira de mata.",UEC146534,UEC146534,NA,NA,NA,NA,"2018","04","26","37574",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
