X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,typeStatus,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,relatedCatalogItem,dayIdentified,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"39",2020-11-04 11:12:42-03,ESALQ,ESA,"76126",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Chaddad Jr., J. ; Tsuji, R.","2.0","2001","02","15",NA,Brasil,São Paulo,NA,NA,NA,ESA076126,ESA076126,"Chaddad Jr., J.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"40",2020-11-04 11:12:42-03,ESALQ,ESA,"10768",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","201.0","1993","04","02",NA,Brasil,São Paulo,NA,NA,NA,ESA010768,ESA010768,"Rodrigues, R.R.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"41",2020-11-04 11:12:42-03,ESALQ,ESA,"70865",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Bessa, M.M.A. ; Cortez, R.B.","2.0","1998","01","29",NA,Brasil,São Paulo,NA,NA,NA,ESA070865,ESA070865,"Bessa, M.M.A.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"42",2020-11-04 11:12:42-03,ESALQ,ESA,"662",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Luz, H.F.",NA,"1982","06","25",NA,Brasil,São Paulo,NA,NA,NA,ESA000662,ESA000662,NA,Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"43",2020-11-04 11:12:42-03,ESALQ,ESA,"6170",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Ivanauskas, N.M.","13.0","1990","04","06",NA,Brasil,São Paulo,NA,NA,NA,ESA006170,ESA006170,"Ivanauskas, N.M.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"44",2020-11-04 11:12:42-03,ESALQ,ESA,"660",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Santiago, T.M.D.",NA,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,ESA000660,ESA000660,"Santiago, M.T.D.",Campinas,-47.060001373291,-22.8999996185303,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"45",2020-11-04 11:12:42-03,ESALQ,ESA,"663",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Silveira, I.",NA,"1980","05","30",NA,Brasil,São Paulo,NA,NA,NA,ESA000663,ESA000663,NA,Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"46",2020-11-04 11:12:42-03,ESALQ,ESA,"5559",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Kampf, E.","168.0","1989","11","06",NA,Brasil,São Paulo,NA,NA,NA,ESA005559,ESA005559_1 ESA005559_2,"Rozza, A.F.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"47",2020-11-04 11:12:42-03,ESALQ,ESA,"661",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Rodrigues, J.S.",NA,"1974","06","06",NA,Brasil,São Paulo,NA,NA,NA,ESA000661,ESA000661,"Ivanauskas, N.M.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"48",2020-11-04 11:12:42-03,ESALQ,ESA,"8037",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,Ducke,"Sampaio, A.V.",NA,"1984","05","31",NA,Brasil,São Paulo,NA,NA,NA,ESA008037,ESA008037,NA,Piracicaba,-47.6399993896484,-22.7199993133545,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
