X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,day,county,decimalLongitude,decimalLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.54,-20.2603,"2",2016-11-01 13:03:00-02,NY,NYBG,"605717",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,NA,NA,W. Hoehne,s.n.,"1949","05",South America,Brazil,São Paulo,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368993' target='other'> <mi>dwc_moreinfo</mi></a>,NY00605717,NY00605717_01,"27",Jales,-50.54,-20.2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.83,-23.5203,"3",2016-11-01 14:25:00-02,NY,NYBG,"605719",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Harms ex Kuntze) Grear,NA,A. Gehrt,"31736","1934","04",South America,Brazil,São Paulo,Aldeia de Carapicuiba.,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210230' target='other'> <mi>dwc_moreinfo</mi></a>,NY00605719,NY00605719_01,"29",Carapicuiba,-46.83,-23.5203,J. W. Grear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.83,-23.5203,"16",2016-11-01 14:25:00-02,NY,NYBG,"605719",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Harms ex Kuntze) Grear,NA,A. Gehrt,"31736","1934","04",South America,Brazil,São Paulo,Aldeia de Carapicuiba.,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210230' target='other'> <mi>dwc_moreinfo</mi></a>,NY00605719,NY00605719_01,"29",Carapicuiba,-46.83,-23.5203,J. W. Grear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"47",2020-11-04 11:10:20-03,ESALQ,ESA,"46842",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,Benth.,NA,"Hoehne, W.",NA,"1947","03",NA,Brasil,São Paulo,NA,NA,NA,ESA046842,ESA046842,"23",Jales,-50.5400009155273,-20.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,"16486",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"48",2020-11-04 11:10:20-03,ESALQ,ESA,"46841",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,NA,NA,"Hoehne, W.",NA,"1947","03",NA,Brasil,São Paulo,NA,NA,NA,ESA046841,NA,"23",Jales,-50.5400009155273,-20.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,"16486",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"63",2019-07-26 11:40:30-03,IPA,IPA,"60564",S,Plantae,Plantae,NA,Leguminosae-Pap.,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) DC.,NA,"Hoehne, W.","60564","1947","03",Southern America,Brasil,São Paulo,NA,NA,"Volúvel, flores amarelas",IPA0060564,NA,"23",Jales,-50.5400009155273,-20.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,"16486",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.898611,-23.267222,"72",2021-03-01 16:31:15-03,UNICAMP,UEC,"202263",S,Plantae,Magnoliopsida,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) A.DC.,NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","107","2012","03",NA,Brazil,São Paulo,Bairro paiol Velho - Estrada Sta Clara Pirapora,NA,"Subarbusto escandente. Flores amarelas, já senescendo.",UEC189680,UEC189680,"25",Jundiaí,-46.898611,-23.267222,"Reis, TR","864","864","2012","08","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.898611,-23.267222,"73",2021-03-01 16:31:15-03,UNICAMP,UEC,"202264",S,Plantae,Magnoliopsida,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) A.DC.,NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","108","2012","03",NA,Brazil,São Paulo,Bairro Paiol Velho - Estrada Sta Clara Pirapora.,NA,Subarbusto escandente. Flores amarelas e frutos verdes (imaturos) e marrons (maduros).,UEC189681,UEC189681,"25",Jundiaí,-46.898611,-23.267222,"Reis, TR","864","864","2012","10","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"202",2019-11-13 11:23:07-03,USP,SPF,"11719",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) DC.,NA,"Hoehne, W",s.n.,"1947","03",NA,Brasil,São Paulo,NA,NA,NA,SPF00011719,NA,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Handro, O",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"203",2019-11-13 11:23:07-03,USP,SPF,"12426",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) DC.,NA,"Hoehne, W",s.n.,"1949","05",NA,Brasil,São Paulo,Vila Ema.,NA,NA,SPF00012426,NA,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
