X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,identifiedBy,stateProvince,locality,imagecode,scientificNameAuthorship,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,fieldNumber,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.916667,-22.916667,"38",2021-02-18 09:29:01-03,UNESP-IBB,BOTU,"30993",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Bicudo, L.R.H.","1832","1996","05","23",NA,Brasil,NA,NA,NA,BOTU030993,NA,NA,NA,São Paulo,"Mata do Moro da Igreja de Santo Antonio Rubião, distrito de Rubião Júnior",NA,(Vell.) Bureau ex Verl.,Botucatu,-48.916667,-22.916667,NA,NA,48°55'w,22°55's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.66002,-22.92376,"83",2020-11-04 10:55:09-03,ESALQ,ESA,"133283",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","146.0","2015","06","07",NA,Brasil,NA,NA,"Árvore, 20 m, tronco estriado, suberoso, interior da mata.",ESA133283,NA,NA,"Rodrigues, R. R.",São Paulo,Mata do Pinheirinho. Fragmento de Floresta Estacional Semidecidual conservado.,NA,(Vell.) Bureau ex Verl.,Mombuca,-47.66002,-22.92376,"563","563","-47.66002","-22.92376","2015","06",NA,NA,"07",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"85",2020-11-04 11:03:28-03,ESALQ,ESA,"3511",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Rodrigues, R.R.",NA,"1985","08","29",NA,Brasil,NA,NA,NA,ESA003511,Magnoliophyta,NA,"Bierwagen, R.",São Paulo,NA,ESA003511,(Vell.) Bur.,Ipeúna,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,NA,"12906",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"86",2020-11-04 11:03:28-03,ESALQ,ESA,"3998",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Ferreira, A.P.B.A.",NA,"1989","09","09",NA,Brasil,NA,NA,NA,ESA003998,Magnoliophyta,NA,"Bierwagen, R.",São Paulo,NA,ESA003998,(Vell.) Bur.,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,NA,NA,"29186",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6100006103516,-21.7999992370605,"87",2020-11-04 11:03:28-03,ESALQ,ESA,"16009",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Rodrigues, R.R. et al.","12.0","1994","07","19",NA,Brasil,NA,NA,NA,ESA016009,Magnoliophyta,NA,"Rodrigues, R.R.",São Paulo,NA,ESA016009,(Vell.) Bur.,Cafelândia,-49.6100006103516,-21.7999992370605,NA,NA,NA,NA,"1994",NA,"38759",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"88",2020-11-04 11:03:28-03,ESALQ,ESA,"109997",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Franco, G.A.D.C. ; Furlan, E.","4562.0",NA,NA,NA,NA,Brasil,NA,NA,NA,ESA109997,Magnoliophyta,NA,NA,São Paulo,NA,ESA109997,NA,Gália,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"89",2020-11-04 11:03:28-03,ESALQ,ESA,"105388",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Gorenstein, M.R.",NA,"2005","06","15",NA,Brasil,NA,NA,NA,ESA105388,Magnoliophyta,NA,"Durigan, G. & Franco, G.A.D.C.",São Paulo,NA,ESA105388,NA,Gália,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"90",2020-11-04 11:03:28-03,ESALQ,ESA,"10466",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Barreto, K.D. et al.","601.0","1993","06","01",NA,Brasil,NA,NA,NA,ESA010466,Magnoliophyta,NA,"Souza, V.C.; Rodrigues, R.R.; Capellari Jr., L.",São Paulo,NA,ESA010466,(Vell.) Bur.,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"91",2020-11-04 11:03:28-03,ESALQ,ESA,"13287",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Bierwagen, R.",NA,"1993","02","10",NA,Brasil,NA,NA,NA,ESA013287,Magnoliophyta,NA,"Lohmann, L.G.",São Paulo,NA,ESA013287,(Vell.) Bur.,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,"1998",NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"92",2020-11-04 11:03:28-03,ESALQ,ESA,"16823",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Chaves, A.D.M.","2.0","1994","11","10",NA,Brasil,NA,NA,NA,ESA016823,Magnoliophyta,NA,"Chaves, A.D.M.",São Paulo,NA,ESA016823,(Vell.) Bur.,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"93",2020-11-04 11:03:28-03,ESALQ,ESA,"129836",PreservedSpecimen,Plantae,Bignoniaceae,Zeyheria,tuberculosa,Zeyheria tuberculosa,"Souza, V.C.","38387.0","2014","05","25",NA,Brasil,NA,NA,"Arvoreta, ca. 3 m alt. Vegetativo.",ESA129836,Magnoliophyta,NA,"Souza, V.C.",São Paulo,7 km de Itaberá em direção a Taquarituba. Floresta Estacional Semidecidual.,NA,NA,Itaberá,-49.1300010681152,-23.8600006103516,"770","770",NA,NA,"2014","05","29370",auto,"26",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
