X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"27",2020-11-04 11:18:47-03,ESALQ,ESA,"34213",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,malaneoides,Psychotria malaneoides,Müll. Arg.,"Jung-Mendaçolli, S.L.","Albuquerque, L.B. et al.","12.0","1996","11","12",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,ESA034213,ESA034213,NA,NA,NA,"1997","02","21",NA,NA,"38855",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"28",2020-11-04 11:18:47-03,ESALQ,ESA,"13148",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,malaneoides,Psychotria malaneoides,Müll. Arg.,NA,"Bernacci, L.C. et al.","21426.0","1988","01","25",NA,Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,ESA013148,ESA013148,NA,NA,NA,NA,NA,NA,NA,NA,"21675",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7,-23.583333,"29",2019-02-15 11:49:48-02,IPA,IPA,"63681",S,Plantae,Plantae,NA,Rubiaceae,Psychotria,malaneoides,Psychotria malaneoides,Müll. Arg.,"Aragaki, S.","Aragaki, S.","400","1999",NA,NA,Southern America,Brasil,São Paulo,São Paulo,Parque Municipal Alfredo Volpi,-46.7,-23.583333,NA,NA,IPA0063681,NA,NA,NA,NA,"1999",NA,NA,"-46.7","-23.583333",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"37",2020-12-20 21:19:20-03,UFV,VIC,"009919",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,malaneoides,Psychotria malaneoides,Mull Arg,NA,"Vieira, M.F.; Reis, H.S.",s.n.,"1987","01","10",NA,Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.6300010681152,-23.5400009155273,NA,"Árvore de cerca de 3 a 4 m, corola branca, coletada na beira de estrada de terra",VIC009919,VIC009919,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"65",2019-11-01 15:28:39-03,PUC-RIO,FCAB,"2368",PreservedSpecimen,Plantae,NA,Angiospermae,Rubiaceae,Psychotria,malaneoides,Psychotria malaneoides,Müll.Arg.,P. Capell S.J.,P.E. Leite S.J.,s.n.,NA,NA,NA,NA,Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,Heterotípico de Psychotria forsteronioides Müll.Arg.,"002368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7302778,-23.8186111,"86",2020-03-26 13:16:00-03,MO,MOBOT,"3204378",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Palicourea,malaneoides,Palicourea malaneoides,(Müll. Arg.) C.M. Taylor,C.M. Taylor,S.A.P. Godoy|C. Palaria|V. Agostinho,Godoy 505,"1995","4","20",South America,Brazil,São Paulo,São Paulo,"Parelheiros, SP-SP. Centro Paulus, Trilha á esquerda da casa.",-46.7302778,-23.8186111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-46.4666667,-23.5833333,"88",2020-03-26 12:39:00-03,MO,MOBOT,"3204852",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Palicourea,malaneoides,Palicourea malaneoides,(Müll. Arg.) C.M. Taylor,C.M. Taylor,R.J.F. Garcia,Garcia 451,"1994","5","24",South America,Brazil,São Paulo,NA,Parque Ecológico da APA DO CARMO: Trilha 1.,-46.4666667,-23.5833333,NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.21666,-24.05,"100",2016-08-03 16:22:00-03,MO,MOBOT,"3206990",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Palicourea,malaneoides,Palicourea malaneoides,(Müll. Arg.) C.M. Taylor,C.M. Taylor,PIRANI,PIRANI 3093,"1994","4","19",South America,Brazil,São Paulo,NA,"Mun. Miracatu, Fazenda Itereí, Serra de Paranapiacaba, BR 116 Km 350. Floresta pluvial Atlântica de encosta Trilha Riacho Posse Nova",-47.21666,-24.05,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7302778,-23.8186111,"102",2020-03-26 12:37:00-03,MO,MOBOT,"3207389",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Palicourea,malaneoides,Palicourea malaneoides,(Müll. Arg.) C.M. Taylor,C.M. Taylor,R.J.F. Garcia|G.M.P. Ferreira|M. Heineberg,Garcia 654,"1995","4","20",South America,Brazil,São Paulo,São Paulo,"Parelheiros. Centro Paulus, secundária Próxima á sede",-46.7302778,-23.8186111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-46.941667,-23.824167,"108",2018-09-12 14:48:32-03,UNIOESTE,UNOP,"8320",S,Plantae,NA,NA,Rubiaceae,Palicourea,malaneoides,Palicourea malaneoides,(Müll.Arg.) C.M.Taylor,"Delprete, P.G.","Lombardi, J.A.; Saka, M.N.; Fonseca, R.; Saka, M.N.; Fonseca, R.","8506","2011","04","25",NA,Brasil,São Paulo,São Lourenço da Serra,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha Ibirá #?# Mirim.",-46.941667,-23.824167,NA,"Amostra em sílica. Trilhas no interior de mata atlântica secundária. Arbusto ca. 0,8 m, folhas papiráceas, frutos imaturos verdes.",NA,NA,NA,"762","762","2012","04",NA,"-46.941667","-23.824167",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
