X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,typeStatus,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,order,continentOcean,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.8,-23.366667,"1",2021-03-01 16:36:35-03,UNICAMP,UEC,"146463",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1345","1997","04","16",Brazil,São Paulo,Ubatuba,"Picinguaba, Morro do Corisco",-44.8,-23.366667,"-44.8","-23.366667","árvore sem número, 6m altura, com flores; Mata Atlântica de Encosta",UEC029047,UEC029047,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8325,-23.365556,"4",2021-03-01 16:36:35-03,UNICAMP,UEC,"160960",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Cavalin, PO","72","2009","03","15",Brazil,São Paulo,Ubatuba,Sertão da Fazenda,-44.8325,-23.365556,"-44.8325","-23.365556","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.",UEC039320,UEC039320,NA,"64","89",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"5",2021-03-01 16:36:35-03,UNICAMP,UEC,"173709",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Pedroni, F; Sanchez, M","965","1997","02","05",Brazil,São Paulo,Ubatuba,"Picinguaba, margens do Rio da Fazenda.",-44.8,-23.366667,"-44.8","-23.366667","Árvore s/ num com flores de cor creme.; Mata Atlântica de Encosta.",UEC089540,UEC089540,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.067778,-23.341111,"6",2021-03-01 16:36:35-03,UNICAMP,UEC,"160897",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Cavalin, PO","9","2009","06","23",Brazil,São Paulo,São Luiz do Paraitinga,Núcleo Santa Virgínia,-45.067778,-23.341111,"-45.067778","-23.341111","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.",UEC039383,UEC039383,NA,"1046","1094",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.835,-23.336667,"7",2021-03-01 16:36:35-03,UNICAMP,UEC,"174496",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Sanchez, M; Pedroni, F","2424","1996","04","30",Brazil,São Paulo,Ubatuba,Picinguaba.,-44.835,-23.336667,"-44.835","-23.336667","Mata Atlântica de Encosta, próximo à trilha do corisco, altitude 120m, àrvore número s. número com . m de altura, com frutos imaturos amarelos.",UEC026044,UEC026044,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.844444,-23.355556,"10",2021-03-01 16:36:35-03,UNICAMP,UEC,"187135",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Kamimura, VA; Assis, MA","33","2009","02","13",Brazil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba, localizada ao longo da trilha do Corisco, no Sertãoda Casa da Farinha.",-44.844444,-23.355556,"-44.844444","-23.355556","Indiíduo nº C 1029.; Floresta Ombrófila Densa de Terras Baixas.",UEC117721,UEC117721,NA,"53","75",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.844444,-23.355556,"11",2021-03-01 16:36:35-03,UNICAMP,UEC,"187136",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Kamimura, VA; Assis, MA","34","2009","01","14",Brazil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba,localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.",-44.844444,-23.355556,"-44.844444","-23.355556","Indivíduo nº C 647.; Floresta Ombrófila Densa de Terras Baixas",UEC117720,UEC117720,NA,"53","75",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"12",2021-03-01 16:36:35-03,UNICAMP,UEC,"92038",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,"Meireles, LD","2017","09","Sanchez, M; Pedroni, F","31342","1993","02","12",Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margen do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,NA,"indivíduo E0635, altura 7m; Árvore de 4m de alt, flores de cor creme com pilosidades dourada na face externa das pétalas e no cálice.",UEC058065,UEC058065,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"13",2021-03-01 16:36:35-03,UNICAMP,UEC,"92037",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,NA,NA,NA,"Sanchez, M; Pedroni, F","31341","1992","07","11",Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margens do Rio da Fazenda",-45.0699996948242,-23.4300003051758,NA,NA,"Árvore, 5m de altura, frutos imaturos amarelos.",UEC105647,UEC105647,paratypus,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"14",2021-03-01 16:36:35-03,UNICAMP,UEC,"92039",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,congestiflora,Myrcia congestiflora,Caliari & V.C.Souza,NA,NA,NA,"Sanchez, M; Pedroni, F","31343","1992","08","16",Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, margens do Rio da Fazenda",-45.0699996948242,-23.4300003051758,NA,NA,"Árvore, 5m de altura, frutos imaturos amarelos e maduros vermelhos.",UEC105646,UEC105646,paratypus,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
