X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,phylum,order,continentOcean,preparationType,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,infraspecificEpithet,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.5499992370605,-22.2900009155273,"53",2020-11-04 11:15:03-03,ESALQ,ESA,"110000",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,Brasil,São Paulo,Gália,-49.5499992370605,-22.2900009155273,NA,NA,ESA110000,ESA110000,"4565.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"54",2020-11-04 10:56:25-03,ESALQ,ESA,"132726",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,NA,"Souza, V.C.","2013","07","02",Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA132726,NA,NA,"Canteiro Central da Avenida Brasil, próximo ao Instituto Plantarum.",NA,NA,"Árvore, ca. 5 m alt. Vegetativo.",NA,NA,NA,NA,NA,NA,NA,"8440",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"58",2020-11-04 11:15:03-03,ESALQ,ESA,"103604",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.","2005","06","15",Brasil,São Paulo,Gália,-49.5499992370605,-22.2900009155273,NA,NA,ESA103604,ESA103604,"15894.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"61",2020-11-04 11:15:03-03,ESALQ,ESA,"71695",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(Berg) Legrand,NA,"Fonseca, R.C.B.","1996","01","24",Brasil,São Paulo,Botucatu,-48.439998626709,-22.8799991607666,NA,NA,ESA071695,ESA071695,"36.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"62",2020-11-04 11:15:03-03,ESALQ,ESA,"110034",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,Brasil,São Paulo,Gália,-49.5499992370605,-22.2900009155273,NA,NA,ESA110034,ESA110034,"4599.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"63",2020-11-04 11:15:03-03,ESALQ,ESA,"1958",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA001958,ESA001958,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"66",2020-11-04 11:15:03-03,ESALQ,ESA,"72855",PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(Berg) Legrand,"Barroso, G.M.","Hoehne, W.","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA072855,ESA072855,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"69",2019-02-15 11:46:29-02,IPA,IPA,"9926",S,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O. Berg) D. Legrand,"Sobral, M.","Pickel, B.","1938","10","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0009926,NA,"4312",Chácara dos Morrinhos,NA,NA,Árvore cultivada.,Plantae,NA,Southern America,NA,"2006",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"70",2019-02-15 11:46:29-02,IPA,IPA,"62284",S,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O. Berg) D. Legrand,"Sobral, M.","Hoehne, W.","1946","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,IPA0062284,NA,"2280",alto da lapa.,NA,NA,Árvore frutífera cultivada no Rio Grande do Sul.,Plantae,NA,Southern America,NA,"2006","12",NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9167,-23.0833,"126",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0056287,PreservedSpecimen,Plantae,Myrtaceae,Myrcianthes,pungens,Myrcianthes pungens,(O.Berg) D.Legrand,"M. Sobral, 1992.","G. Hatschbach; M. Hatschbach, J.M. Silva","1991","11","5",Brazil,Sao Paulo,Avare,-48.9167,-23.0833,NA,NA,NA,NA,"55787",Rod. SP-255.,NA,NA,"5 anthers with 1 gland.; Arvore 4m; flor alva.",Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
