X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3697,-20.82,"10",2021-03-15 16:37:00-03,NY,NYBG,"469229",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees,J. G. Rohwer,NA,NA,NA,A. Gehrt,"1941","08","24",Brazil,São Paulo,Sao José do Rio Preto,Engenheiro Schmidt,-49.3697,-20.82,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460521' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469229,NY00469229_01,s.n.,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0699996948242,-21.6800003051758,"25",2020-11-04 11:11:58-03,ESALQ,ESA,"67777",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees,"Caliari, C.P.",NA,NA,NA,"Farah, F.T.","2000","05","31",Brasil,São Paulo,Adamantina,NA,-51.0699996948242,-21.6800003051758,NA,NA,NA,ESA067777,ESA067777,"1260.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"31214",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"26",2020-11-04 11:11:58-03,ESALQ,ESA,"29393",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,NA,NA,NA,NA,NA,"Ivanauskas, N.M. et al.","1996","05","21",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,ESA029393,NA,"948.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"27",2020-11-04 11:11:58-03,ESALQ,ESA,"29386",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees,"Baitello, J.B.",NA,NA,NA,"Ivanauskas, N.M. et al.","1996","04","24",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,ESA029386,NA,"941.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"29",2020-11-04 11:11:58-03,ESALQ,ESA,"128506",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,NA,"Baitello, J.B.","2013",NA,NA,"Virillo, C.B.","2013","04","03",Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados,-47.5,-23.9599990844727,NA,NA,NA,ESA128506,NA,"227.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.88,-24.71,"31",2015-07-02 14:02:30-03,JBP,HPL,"3870",S,Plantae,Lauraceae,Nectandra,psammophilla,Nectandra psammophilla,Nees,J. Baitello,"2008","11","18",H. Lorenzi,"1994","02","18",Brasil,SP,Pariquera-açú,"Coletado na Estação do IAC, próximo ao carreador interno.",-47.88,-24.71,NA,NA,NA,NA,NA,"1357",NA,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"46",2021-03-01 16:32:32-03,UNICAMP,UEC,"95694",S,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & Mart.,"Brotto, ML","2018","09",NA,"Ivanauskas, NM","1995","04","19",Brazil,São Paulo,Pariquera-Açu,Estação Experimental do IAC.,-47.885,-24.608333,"-47.885","-24.608333","Árvore de 10 m. Frutos pretos com cúpula vermelha.; Floresta Atlântica.",UEC095052,UEC095052,"141",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"52",2021-03-01 16:32:32-03,UNICAMP,UEC,"173773",S,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & Mart.,"Brotto, ML","2018","09",NA,"Sanchez, M","1993","01","10",Brazil,São Paulo,Ubatuba,Centro. Caminho para praia do Cedro.,-45.0699996948242,-23.4300003051758,NA,NA,"Árvore, com flores cremes.; Mata Atlântica de Encosta.",UEC089616,UEC089616,"2372",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"53",2021-03-01 16:32:32-03,UNICAMP,UEC,"115235",S,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & Mart.,"Baitello, JB","1997","05","13","Sanches, M; Pedroni, F","1996","05","25",Brazil,São Paulo,Ubatuba,Picinguaba.,-45.0699996948242,-23.4300003051758,NA,NA,"Árvore 3575 com 11 m de altura, vegetativo.; Mata de planície. Restinga.",UEC061255,UEC061255,"382",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"129",2020-06-15 15:30:53-03,UNESP-RC,HRCB,"20800",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & Mart.,NA,NA,NA,NA,"Leitão Filho, H.F.","1995","02","10",Brasil,São Paulo,Pariquera Açu,Estação Experimental do IAC,-47.885,-24.608333,47º53'06W,24º36'30S,"Árvore 10m, frutos verdes.",NA,NA,"33354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"158",2019-11-13 11:21:06-03,USP,SPF,"105801",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees,"Baitello, JB","1998","02","28","Leitão Filho, HF","1995","02","10",Brasil,São Paulo,Pariquera-Açu,Estação do IAC.,-47.885,-24.608333,"-47.885","-24.608333",NA,SPF00105801,NA,"33354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.726944,-22.640833,"159",2019-11-13 11:21:06-03,USP,SPF,"200354",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees,"Freitas, HS","2009",NA,NA,"Freitas, HS","2008","10","09",Brasil,São Paulo,Areias,Fazenda São Domingos. Acesso pelo km 137 da rodovia dos Tropeiros (SP 068).,-44.726944,-22.640833,"-44.726944","-22.640833",NA,SPF00200354,NA,"264",NA,NA,NA,NA,NA,NA,"813","813",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"183",2019-11-13 16:04:46-03,UNISANTA,HUSC,"8774",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & C. Mart.,"Martins, S.E.",NA,NA,NA,"Martins, S.E.","2000","05","25",Brasil,São Paulo,Bertioga,Praia de Itaguaré. Fazenda da Família Pinto.,-46.138599395752,-23.8544006347656,NA,NA,"Árvore com 4m alt.; Floresta de restinga alta úmida",NA,NA,"808",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"37616",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"188",2021-03-04 15:44:03-03,IF,SPSF,"19583",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophilla,Nectandra psammophilla,Nees,J.B.Baitello,"1998","02","28",S.E.Martins,"1994","12","01",Brasil,SP,Cubatão,"Parque Estadual da Serra do Mar, vale do rio Pilões",-46.4199981689453,-23.8899993896484,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"130",NA,América do Sul,NA,NA,Magnoliophyta,Laurales,NA,NA,"15123",auto,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
