X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"1",2021-03-15 16:37:00-03,NY,NYBG,"616599",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,M. Kuhlmann,M. Kuhlmann,"2822","1945","11","06",South America,Brazil,São Paulo,Sao Paulo,Ativa no Jardim Botânico,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=329400' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616599,NY00616599_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"21",2020-11-04 11:15:03-03,ESALQ,ESA,"109416",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,NA,NA,"Duarte, A.R.","543.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109416,ESA109416,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:15:03-03,ESALQ,ESA,"52036",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,NA,"Lima, R.A.F.","471.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,em clareira,ESA052036,ESA052036,"400","400",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"27",2020-11-04 11:15:03-03,ESALQ,ESA,"109784",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30199.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,ESA109784,ESA109784,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1500015258789,-21.0799999237061,"28",2020-11-04 11:15:03-03,ESALQ,ESA,"37203",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,(Aubl.) DC.,NA,"Tozzi, A.M.G.A. ; Sciamarelli, A.","94.0","1994","11","10",NA,Brasil,São Paulo,Santo Antônio da Alegria,NA,-47.1500015258789,-21.0799999237061,NA,NA,ESA037203,ESA037203,NA,NA,NA,NA,NA,NA,NA,"15769",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"29",2020-11-04 11:15:03-03,ESALQ,ESA,"104480",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,NA,"Aguiar, O.T.","Aguiar, O.T.","1065.0","2002","03","13",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA104480,ESA104480,NA,NA,"2002","03","20",NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"44",2021-03-01 16:36:51-03,UNICAMP,UEC,"200159",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,"Meireles, LD","Padgurschi, MCG; Belinello, R",M1601,"2009",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 11 metros de altura. Frequência da espécie na parcela: n=2,UEC177744,UEC177744,"990","1045","2016",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"45",2021-03-01 16:36:51-03,UNICAMP,UEC,"172404",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,"Sanchez, M","Sanchez, M; Pedroni, F","716","1997","01","21",NA,Brazil,São Paulo,Ubatuba,"Brasil, São Paulo, Ubatuba, Picinguaba.",-44.8,-23.366667,NA,"Mata Atlântica de Encosta, margens do Rio da Fazenda, árvore 234 com 16m de altura, com botões, flores e frutos imaturos.",UEC016606,UEC016606,"100","100",NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"46",2021-03-01 16:36:51-03,UNICAMP,UEC,"172432",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,"Sanchez, M","Sanchez, M; Pedroni, F","717","1997","01","21",NA,Brazil,São Paulo,Ubatuba,"Picinguaba. Mata atlântica de encosta, margens do rio da Fazenda.",-44.8,-23.366667,NA,"Árvore nº217 com 3m de altura, com botões, flores e frutos imaturos.",UEC084780,UEC084780,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"95",2020-12-11 11:39:33-03,UFMG,BHCB,"97321",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Myrcia,tenuivenosa,Myrcia tenuivenosa,Kiaersk.,NA,"Zipparro, VB","1812","1999","11","09",Southern America,Brasil,São Paulo,Sete Barras,"Parque Intervales, Base Saibadela, Trilha Azul, pra frente do Ponto 5.",-47.9199981689453,-24.3799991607666,NA,"Indivíduo com fita amarela ao lado do 187A, árvore com cerca de 10m de altura, presença de frutos imaturos de coloração verde, redondos.",BHCB013616,BHCB013616,NA,NA,"1999","11",NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
