X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,relationshipType,fieldNumber,individualCount,sex,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"16",2016-09-29 10:40:00-03,NY,NYBG,"454265",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,F. C. Hoehne,NA,"1931","11","11",Brazil,São Paulo,Sao Paulo,Parque do Estado e Jardim Botânico,-46.621883,-23.654505,NA,NA,NA,NA,NY00454265,NY00454265_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302884' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.465739,-23.760325,"17",2016-09-30 18:56:00-03,NY,NYBG,"719863",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,R. J. Almeida-Scabbia,"5030","2007","10","17",Brazil,São Paulo,Santo André,"Suborefeitura de Paranapiacaba e Parque Andreense, Uniflor",-46.465739,-23.760325,NA,NA,NA,NA,NY00719863,NY00719863_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523698' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"20",2016-09-29 10:40:00-03,NY,NYBG,"454264",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,F. C. Hoehne,F. C. Hoehne,NA,"1931","11","11",Brazil,São Paulo,Sao Paulo,Parque do Estado e Jardim Botânico,-46.621883,-23.654505,NA,NA,NA,NA,NY00454264,NY00454264_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302878' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.472247,-23.771644,"27",2016-09-30 18:56:00-03,NY,NYBG,"719866",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,NA,R. J. Almeida-Scabbia,"5081","2007","10","30",Brazil,São Paulo,Santo André,"Suborefeitura de Paranapiacaba e Parque Andreense, Rua Jaraguá do Sul",-46.472247,-23.771644,NA,NA,NA,NA,NY00719866,NY00719866_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523704' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"29",2016-09-29 10:40:00-03,NY,NYBG,"454276",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,NA,F. C. Hoehne,F. C. Hoehne,"28441","1931","11","13",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NY00454276,NY00454276_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302879' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"51",2020-11-04 11:14:07-03,ESALQ,ESA,"24523",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Peixoto, A.L.","Ivanauskas, N.M.","482.0","1995","10","18",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA024523,ESA024523,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"52",2020-11-04 11:14:07-03,ESALQ,ESA,"24515",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Peixoto, A.L.","Ivanauskas, N.M.","467.0","1995","10","18",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA024515,ESA024515,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"53",2020-11-04 11:14:07-03,ESALQ,ESA,"109680",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Lírio, E.J.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29276.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109680,ESA109680,"2016",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"55",2020-11-04 11:14:07-03,ESALQ,ESA,"13688",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tulasme,"Souza, V.C.","Barreto, K.D. et al.",NA,"1993","09","22",Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA013688,ESA013688,"1993","09","17",NA,NA,NA,NA,Magnoliophyta,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"56",2020-11-04 10:56:11-03,ESALQ,ESA,"142243",PreservedSpecimen,Plantae,Monimiaceae,Mollinedia,triflora,Mollinedia triflora,(Spreng.) Tul.,"Almeida-Scabbia, R.J.","Almeida-Scabbia, R.J.","1021.0","2013","10","17",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA142243,NA,"2013","10","24",NA,NA,NA,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
