X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,class,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9900016784668,-23.8700008392334,"9",2020-11-04 11:14:49-03,ESALQ,ESA,"7148",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,Legr.,"Moraes, P.L.R.","638.0","1992","01","18",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA007148,NA,"Moraes, P.L.R.",NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.287222,-23.768333,"11",2015-12-13 18:35:07-02,ASU,ASU-PLANTS,ASU0082720,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"J.E.Q. Faria; M.E.L. Lima","3038","2012","11","21",NA,Brazil,Sao Paulo,Santo André,"Santo Andre: Paranapiacaba, em frente a cachoeira da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba.",-46.287222,-23.768333,NA,"Árvore ca. 5 m de altura, botóes floráis verdes e flores brancas, (coletado material em sílica gel)",NA,NA,NA,"886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.286944,-23.768056,"12",2015-06-02 14:13:53-03,ASU,ASU-PLANTS,ASU0082997,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"J.E.Q. Faria; M.E.L. Lima","2990","2012","10","26",NA,Brazil,Sao Paulo,NA,"Santo André, Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Agua Fria frente a cacheira da Agua Fria",-46.286944,-23.768056,NA,"Arvore ca 6 m de altura, boltoes florais verdes e flores brancas",NA,NA,NA,NA,"886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"18",2021-03-01 16:36:31-03,UNICAMP,UEC,"199303",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Castro, ER","129","2002","06","09",NA,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,"Árvore com cerca de 12 metros. Frutos maturos de cor roxa; Floresta de Planície",UEC160563,UEC160563,"Meireles, LD",NA,NA,NA,"37574",auto,"2014",NA,NA,"04",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015,-23.228056,"23",2020-10-01 14:24:09-03,JBB,HEPH,"32400",S,Plantae,Dicotyledon,Myrtales,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Maruyama, A; Cicco, L","636","2016","11","14",Southern America,Brasil,São Paulo,Cunha,NA,-45.015,-23.228056,NA,NA,NA,NA,"Faria, JEQ; Maruyama, A","1084","1084",NA,NA,NA,"2016","-45.015","-23.228056","11","14",NA,NA,"35",São Paulo,SP,Sudeste
-45.042472,-23.257083,"39",2019-11-13 11:26:55-03,USP,SPF,"122148",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Ferretti, AR","76","1996","12","14",NA,Brasil,São Paulo,Cunha,Estação Experimental da Serra do Mar,-45.042472,-23.257083,NA,NA,SPF00122148,NA,"Mazine, FF",NA,NA,NA,NA,NA,"2011","-45.042472","-23.257083","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"40",2019-11-13 11:26:55-03,USP,SPF,"122156",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Souza, JP","776","1996","12","12",NA,Brasil,São Paulo,Cunha,Estação Experimental da Serra do Mar,-44.9599990844727,-23.0699996948242,NA,NA,SPF00122156,NA,"Mazine, FF",NA,NA,NA,"38855",auto,"2011",NA,NA,"03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"41",2019-11-13 11:26:55-03,USP,SPF,"122145",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Ferretti, AR","29","1996",NA,NA,NA,Brasil,São Paulo,Cunha,Estação Experimental da Serra do Mar,-44.9599990844727,-23.0699996948242,NA,NA,SPF00122145,NA,"Mazine, FF",NA,NA,NA,"38855",auto,"2011",NA,NA,"03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.286944,-23.768056,"44",2019-02-27 14:02:59-03,UFSJ,HUFSJ,"6603",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Faria, JEQ; Lima, MEL","2990","2012","10","26",NA,Brasil,São Paulo,NA,"Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, em frente á cachoeira da Água Fria",-46.286944,-23.768056,NA,"Árvore ca. 6 m de altura, botões florais verdes e flores brancas",HUFSJ006603,NA,NA,NA,NA,NA,NA,NA,NA,"-46.286944","-23.768056",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.287222,-23.768333,"45",2019-02-27 14:02:59-03,UFSJ,HUFSJ,"6625",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Faria, JEQ; Lima, MEL","3038","2012","11","21",NA,Brasil,São Paulo,NA,"Paranapiacaba, em frente a cachoeira da Água Fria, Parque Natural Municipal Nascentes de Paranapiacaba",-46.287222,-23.768333,NA,"Árvore ca. 5 m de altura, botões florais verdes e flores brancas. (coletado material em sílica gel)",HUFSJ006625,NA,NA,NA,NA,NA,NA,NA,NA,"-46.287222","-23.768333",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"46",2020-11-04 17:30:01-03,UEM,HUEM,"7104",S,Plantae,NA,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,D.Legrand,"Moraes, PLR; Lima, HC; Diniz, CC; Farias, DS","955","1994","04","23",NA,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Subosque.",-47.9900016784668,-23.8700008392334,NA,"Árvore; ca. 8m de alt.; frutos verdes.",HUEM000008898,HUEM000008898,"Sobral, M",NA,NA,NA,"27904",auto,"2009",NA,NA,"08","01",NA,NA,"35",São Paulo,SP,Sudeste
-45.060833,-23.276111,"47",2019-11-01 15:05:57-03,UnB,UB,"193172",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Myrceugenia,scutellata,Myrceugenia scutellata,Legrand,"Lucas, EJ; et al.","349","2006","11","16",Southern America,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, estrada municipal, ca. de 5km da sede",-45.060833,-23.276111,NA,"Árvore 12m. Botões alvos; Floresta ombrófila densa, alto-montana",NA,NA,"Meireles, LD","1024","1024",NA,NA,NA,"2017","-45.060833","-23.276111","10",NA,NA,NA,"35",São Paulo,SP,Sudeste
