X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,class,imagecode,coordinatePrecision,geoFlag,typeStatus,yearIdentified,monthIdentified,dayIdentified,individualCount,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49,-24.6499996185303,"6",2020-12-21 16:44:39-03,MBM,MBM,"47482",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Serjania,hatschbachii,Serjania hatschbachii,Ferrucci,"Ferrucci, M.S.","Hatschbach, G.","2957",NA,NA,NA,Southern America,Brazil,São Paulo,Ribeira,Ribeira,-49,-24.6499996185303,NA,NA,MBM047482,NA,MBM047482,"17907",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-24.6499996185303,"10",2021-02-11 17:21:42-03,UFPR,UPCB,"20242",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Serjania,hatschbachii,Serjania hatschbachii,M.S.Ferrucci,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ribeira,NA,-49,-24.6499996185303,NA,Escandente. Paredões calcáreos..,UPCB0001650,NA,UPCB0001650,"17907",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
