X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,coordinatePrecision,geoFlag,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9267,-25.0147,"58",2019-01-25 15:34:28-02,IAC,IAC,"27727",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,Grady. L. Webster,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1986","10","15",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"59",2019-01-25 15:34:28-02,IAC,IAC,"27728",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,A.C. Maruffa et al.,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1982","08","16",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"60",2019-01-25 15:34:28-02,IAC,IAC,"27729",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,D.A. De Grande & E.A. Lopes,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1979","10","05",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"05",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"61",2019-01-25 15:34:28-02,IAC,IAC,"27730",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,S.A.C. Chiea,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1987","10","22",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"22",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"62",2019-01-25 15:34:28-02,IAC,IAC,"27743",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,F. Barros,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1988","04","06",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"06",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"63",2019-01-25 15:34:28-02,IAC,IAC,"27861",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,D.A. De Grande & E.A. Lopes,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1979","11","16",NA,NA,NA,"-47.9267","-25.0147","1998","03",NA,NA,NA,"16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"64",2019-01-25 15:34:28-02,IAC,IAC,"27862",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,E. Forero & E.A. Lopes et al.,s/nº,NA,Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9267,-25.0147,NA,doado pelo ib,NA,NA,"1980","09","08",NA,NA,NA,"-47.9267","-25.0147","1998","05",NA,NA,NA,"08",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"74",2019-11-13 16:04:37-03,UNISANTA,HUSC,"2322",PreservedSpecimen,Plantae,Magnoliophyta,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Martins, S.E.","Martins, S.E.; Sampaio, P.S.P.","618",NA,Brasil,São Paulo,Bertioga,"Guaratuba, Fazenda Três Marias, Estrada da captação",-46.138599395752,-23.8544006347656,NA,"Arvoreta, 4m de alt., frutos negros maduros; Sub-bosque, Floresta de Restinga Seca Alta",NA,NA,"2000","01","20",NA,NA,NA,NA,NA,"2000","05",NA,"37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"75",2019-11-13 16:04:37-03,UNISANTA,HUSC,"2270",PreservedSpecimen,Plantae,Magnoliophyta,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Martins, S.E.","Sampaio, P.S.P.; Martins, S.E.","387",NA,Brasil,São Paulo,Bertioga,"Guaratuba, Fazenda Três Marias, Estrada da captação",-46.138599395752,-23.8544006347656,NA,"Arvoreta, 3m de alt., flores com cálice vináceo e corola rosa, estames roxo-claros; Floresta de Restinga seca degradada",NA,NA,"1999","11","18",NA,NA,NA,NA,NA,"1999","11",NA,"37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"79",2020-11-26 09:59:46-03,IBt,SP,"366555",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,NA,"Martins, SE","618",NA,Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,"2000","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"80",2020-10-22 10:12:34-03,IBt,SP,"344997",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,NA,"Sampaio, PSP","387",NA,Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,"1999","10","18",NA,NA,NA,NA,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"81",2019-11-21 10:03:12-03,IBt,SP,"198624",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Prance, GT","Forero, E; Lopes, EA; Wanderley, MGL; Yano, O","8620",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Alrededores del laboratorio",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"1980","10","08",NA,NA,NA,NA,NA,"2003",NA,NA,"37574",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"82",2019-11-21 10:03:12-03,IBt,SP,"11932",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Prance, GT","Loefgren, A; Edwall, G",CGG1595,NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,SP023442,SP023442,"1891","10","27",NA,NA,NA,NA,NA,"1969","03",NA,"21922",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"83",2019-11-21 10:03:12-03,IBt,SP,"28606",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Prance, GT","Loefgren, A; Edwall, G",CGG1595,NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,SP023441,SP023441,"1891","10","27",NA,NA,NA,NA,NA,"1969","03",NA,"21922",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
