X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,coordinatePrecision,geoFlag,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.71323,-23.771129,"2",2021-03-15 16:37:00-03,NY,NYBG,"378160",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G. T. Prance,P. E. Gibbs,"3522",South America,Brazil,São Paulo,NA,Sao Sebastiao - Bertioga,-45.71323,-23.771129,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601952' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378160,NY00378160_01,"1976","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.71323,-23.771129,"5",2021-03-15 16:37:00-03,NY,NYBG,"378158",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G. T. Prance,P. E. Gibbs,"3522",South America,Brazil,São Paulo,NA,Sao Sebastiao-Bertioga,-45.71323,-23.771129,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601951' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378158,NY00378158_01,"1976","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"10",2021-03-15 16:37:00-03,NY,NYBG,"685304",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G. T. Prance,H. de F. Leitão Filho,"1396",South America,Brazil,São Paulo,Sao Paulo,Rod. Parique-açu - Iguape.,-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888472' target='other'> <mi>dwc_moreinfo</mi></a>,NY00685304,NY00685304_01,"1972","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"21",2020-12-20 21:16:38-03,UFV,VIC,"7462",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Prance, G.T.","Gibbs, P.E.; et al.",s.n.,NA,Brasil,São Paulo,Bertioga,São Sebastião,-46.138599395752,-23.8544006347656,NA,"Arvoreta, c.a. de 4,0 metros de altura; flores lilás-azuladas.",VIC007462,VIC007462,"1976","11","10",NA,NA,NA,NA,NA,"2007","07",NA,"37616",auto,"24",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"26",2020-12-21 16:20:43-03,MBM,MBM,"127992",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Sprengel,"Mello-Silva, R.","Hatschbach, G.; et al.; et al.","2022",Southern America,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,MBM127992,MBM127992,"1987","12","04",NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"46",2019-11-13 11:17:49-03,USP,SPF,"166653",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"El Ottra, JHL","Sandrini, MP",s.n.,NA,Brasil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,SPF00166653,NA,"2004","11","12",NA,NA,NA,NA,NA,"2007",NA,NA,"37574",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4000015258789,-24,"47",2019-11-13 11:17:49-03,USP,SPF,"20172",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,"Prance, GT","Joly, AB",s.n.,NA,Brasil,São Paulo,Praia Grande,NA,-46.4000015258789,-24,NA,NA,SPF00020172,NA,"1948","09","22",NA,NA,NA,NA,NA,"1993","08",NA,"22363",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"55",2019-06-11 13:04:27-03,F,FMNH-SEEDPLANTS,V0356722F,PreservedSpecimen,Plantae,Spermatophyta,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,NA,RRC ID Flag,J. R. Pirani,"2022",South America,Brazil,São Paulo,NA,NA,-49,-22,NA,NA,V0356722F,V0356722F_01 V0356722F_02,"1987","12","4",NA,NA,NA,NA,NA,NA,NA,Dicotyledoneae,NA,NA,NA,"2022",NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"56",2019-01-25 15:34:28-02,IAC,IAC,"19633",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,H.F. Leitão Filho,"220",NA,Brasil,São Paulo,Campinas,"estrada Campinas-Moji-Mirim, km 14, Chacácara Santa Maria",-47.0608,-22.9056,NA,NA,NA,NA,"1967","09","20",NA,NA,NA,"-47.0608","-22.9056","1998","05",NA,NA,NA,"20",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8811,-24.715,"57",2019-01-25 15:34:28-02,IAC,IAC,"23061",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,angustifolia,Hirtella angustifolia,Schott ex Spreng.,G.T. Prance,H.F. Leitão Filho,"1396",NA,Brasil,São Paulo,Pariquera-Açu,estrada Pariquera-Açu a Iguape,-47.8811,-24.715,NA,Nativa e comum,NA,NA,"1972","11","09",NA,NA,NA,"-47.8811","-24.7150","1998","03",NA,NA,NA,"09",NA,NA,NA,"35",São Paulo,SP,Sudeste
