X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"38",2020-12-21 16:16:30-03,MBM,MBM,"359843",PreservedSpecimen,Plantae,Asteraceae,Lulia,nervosa,Lulia nervosa,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","3478","2010","03","06",Southern America,Brazil,NA,NA,"Ereta, capítulo amarelo.",MBM359843,NA,NA,(Less.) Zardini,"Barboza, E.",São Paulo,São José do Barreiro,Serra da Bocaina,-44.5699996948242,-22.6399993896484,NA,"1640","1640","2014","30784",auto,NA,NA,NA,"08","22",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"39",2019-11-01 15:28:02-03,PUC-RIO,FCAB,"1033",PreservedSpecimen,Plantae,Asteraceae,Trichocline,nervosa,Trichocline nervosa,P.E. Leite S.J.,s.n.,"1946","02",NA,NA,Brasil,NA,NA,Sinónimo relevante: Lulia nervosa (Less.) Zardini,"001033",NA,Angiospermae,Less.,G.M. Barroso,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"71",2019-11-21 10:00:55-03,IBt,SP,"32431",S,Plantae,Asteraceae,Lulia,nervosa,Lulia nervosa,"Kuhlmann, M",s.n.,"1935","01","29",NA,Brasil,NA,NA,NA,NA,NA,NA,(Less.) Zardini,"Monge, M",São Paulo,Campos do Jordão,Entre Abernessia e Umuarama,-45.5900001525879,-22.7299995422363,NA,NA,NA,"2010","21048",auto,NA,NA,NA,"12",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
