X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,fieldNumber,typeStatus,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"17",2020-11-04 11:02:27-03,ESALQ,ESA,"50176",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,"Scaramuzza, C.A.M. et al.","870.0","1993","06","28",NA,Brasil,São Paulo,NA,NA,NA,ESA050176,ESA050176,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,"Dematteis, M.",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"28",2021-03-01 16:25:38-03,UNICAMP,UEC,"67248",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,"Leitão Filho, HF","764","1969","01","30",NA,Brazil,São Paulo,Nativa em beira de estrada para Capão Bonito.,NA,"Herbáceo, flores vermelhas, floresce em jan-fev.; Beira de estrada.",UEC129959,UEC129959,Itapetininga,-48.0499992370605,-23.5900001525879,NA,NA,"Leitão Filho, HF",NA,NA,"40712",auto,"1969","02","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"29",2021-03-01 16:25:38-03,UNICAMP,UEC,"3213",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,"Gibbs, PE; Leitão Filho, HF; Semir, J","1674","1976","02","10",NA,Brazil,São Paulo,8 Km SW de Iatararé. No rodovia para Horto Florestal.,NA,"Herbaceo com xilopódio, flores purpuras.",UEC129956,UEC129956,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"41",2020-12-21 16:16:21-03,MBM,MBM,"62077",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lessingianthus,argenteus,Lessingianthus argenteus,(Less.) H. Rob.,"Gibbs, P.; et al.; et al.","1674","1976","02","10",Southern America,Brazil,São Paulo,8km SW de Itararé,NA,NA,MBM062077,MBM062077,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"57",2020-12-21 16:16:21-03,MBM,MBM,"205623",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lessingianthus,argenteus,Lessingianthus argenteus,(Less.) H. Rob.,"Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1786","1997","02","12",Southern America,Brazil,São Paulo,"Rod. SP-258, entre Itararé e Itaberá",NA,NA,MBM205623,MBM205623,Itaberá,-49.1300010681152,-23.8600006103516,NA,NA,"Robinson, H.",NA,NA,"29370",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0531,-23.5917,"95",2019-01-25 15:38:49-02,IAC,IAC,"20408",S,Plantae,NA,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,H.F. Leitão Filho,"764","1969","01","30",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Itapetininga,-48.0531,-23.5917,NA,NA,H.F. Leitão Filho,"-48.0531","-23.5917",NA,NA,"1969","02","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2992,-23.2642,"96",2019-01-25 15:38:49-02,IAC,IAC,"20409",S,Plantae,NA,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,H.F. Leitão Filho,"765","1969","02","10",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Itu,-47.2992,-23.2642,NA,NA,H.F. Leitão Filho,"-47.2992","-23.2642",NA,NA,"1969","02","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0531,-23.5917,"97",2019-01-25 15:38:49-02,IAC,IAC,"20419",S,Plantae,NA,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,H.F. Leitão Filho,"750","1969","02","06",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Itapetininga,-48.0531,-23.5917,NA,NA,H.F. Leitão Filho,"-48.0531","-23.5917",NA,NA,"1969","02","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3494,-24.0058,"98",2019-01-25 15:38:49-02,IAC,IAC,"20627",S,Plantae,NA,NA,Asteraceae,Vernonia,argentea,Vernonia argentea,Less.,H.F. Leitão Filho,"788","1969","03","27",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Capão Bonito,-48.3494,-24.0058,NA,NA,H.F. Leitão Filho,"-48.3494","-24.0058",NA,NA,"1969","04","08",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"107",2020-08-20 14:55:11-03,UFSC,FLOR,"28778",PreservedSpecimen,Plantae,NA,Asterales,Asteraceae,Lessingianthus,argenteus,Lessingianthus argenteus,(Less.) H.Rob.,"Ribas, O.S.; Pereira, L.B.S.","1786","1997","02","12",NA,Brasil,São Paulo,"Rod. SP-258, entre Itararé e Itaberá.",NA,"xilopodífera, ereta, flor capítulo lilás, 1m altura",FLOR0028778,NA,Itaberá,-49.1300010681152,-23.8600006103516,NA,NA,"Marques, D.",NA,NA,"29370",auto,"2015","05","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
