X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,dayIdentified,typeStatus,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,verbatimLongitude,verbatimLatitude,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"15",2021-03-30 12:54:03-03,EAO,IAN,"63031",PreservedSpecimen,Plantae,Monocotiledônea,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,NA,"Porto, C","3302","1937","02","15",Southern America,Brasil,São Paulo,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,IAN063031,NA,Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"16",2021-03-30 12:54:03-03,EAO,IAN,"65963",PreservedSpecimen,Plantae,Monocotiledônea,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,"Oliveira, RC","Brade, AC","8148","1915","04",NA,Southern America,Brasil,São Paulo,"Jundiaí, Morro do Murça.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,IAN065963,NA,Jundiaí,"17840",auto,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"17",2021-03-30 12:54:03-03,EAO,IAN,"66035",PreservedSpecimen,Plantae,Monocotiledônea,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,"Chase, A","Brade, AC","12247","1932","12",NA,Southern America,Brasil,São Paulo,Vila Emma.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IAN066035,NA,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"38",2019-11-01 15:28:35-03,PUC-RIO,FCAB,"1453",PreservedSpecimen,Plantae,NA,Angiospermae,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,NA,P.E. Leite S.J.,s.n.,"1946","02",NA,NA,Brasil,São Paulo,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"001453",NA,Campos do Jordão,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"80",2020-09-02 16:37:16-03,Cenargen,CEN,"25985",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,L. R. Parodi,Aylthon Brandão Joly,NA,"1948","12","20",NA,Brasil,SP,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,Exsicatas,Doação da Universidade de São Paulo - SPF (84209).,CEN00025985,CEN00025985,SAO PAULO,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"81",2020-09-02 16:37:16-03,Cenargen,CEN,"25984",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,W. Hoehne,Wilson Hoehne,"949","1942","01","14",NA,Brasil,SP,Próximo a São Miguel.,-46.6300010681152,-23.5400009155273,NA,NA,Exsicatas,Doação da Universidade de São Paulo. Herbário SPF. 11.006,CEN00025984,CEN00025984,SAO PAULO,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"86",2019-11-13 11:28:58-03,USP,SPF,"84209",PreservedSpecimen,Plantae,NA,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,"Parodi, LR","Joly, AB","670","1948","12","20",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00084209,SPF00084209,São Paulo,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.425556,-23.391111,"111",2021-03-04 15:42:13-03,IF,SPSF,"52871",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,NA,R.T.Shirasuna,"3284","2014","03","10",América do Sul,Brasil,SP,NA,-46.425556,-23.391111,"773","773",NA,"COLETA: Herbácea com aprox. 60cm de altura. Inflorescência passada castanha.; GEOGRAFIA: Em brejo. Rodoanel norte, lote 6, OAE 604.;",NA,NA,Guarulhos,NA,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"143",2019-11-21 10:16:25-03,IBt,SP,"370174",S,Plantae,NA,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,"Pimenta, KM","Sasaki, D; et al.","284","2003","04","16",NA,Brasil,São Paulo,"Parque Estadual Furnas do Bom Jesus, Próximo à sede, abaixo da estrada de terra.",-47.460278,-20.247778,"1000","1000",NA,NA,SP036517,SP036517,Pedregulho,NA,NA,"2013","02",NA,"28",NA,NA,NA,NA,NA,"-47.460278","-20.247778","35",São Paulo,SP,Sudeste
-44.639444,-22.7475,"144",2019-11-21 10:16:25-03,IBt,SP,"412501",S,Plantae,NA,NA,Poaceae,Paspalum,falcatum,Paspalum falcatum,Nees ex Steud.,"Shirasuna, RT","Shirasuna, RT","2257","2009","03","24",NA,Brasil,São Paulo,"Serra da Bocaina, Morro da Boa Vista.",-44.639444,-22.7475,"1791","1791",NA,NA,SP036521,SP036521,São José do Barreiro,NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,"-44.639444","-22.7475","35",São Paulo,SP,Sudeste
