X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4097,-23.6203,"2",2021-03-15 16:37:00-03,NY,NYBG,"777739",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,M. L. Kawasaki,L. Rossi,"2124","2000","09","18",South America,Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá",-45.4097,-23.6203,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200284' target='other'> <mi>dwc_moreinfo</mi></a>,NY00777739,NY00777739_01,"60","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"14",2020-11-04 11:11:31-03,ESALQ,ESA,"22456",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, R.B. & Ramos, E.","Miyagi, P.H. et al.","145.0","1994","09","07",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA022456,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"15",2020-11-04 11:11:31-03,ESALQ,ESA,"3701",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, R.B. & Ramos, E.","Pickel, B.","3459.0","1949","09","29",NA,Brasil,São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,ESA003701,NA,NA,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"16",2020-11-04 11:11:31-03,ESALQ,ESA,"18282",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"R.B. Torres & Ramos, E.","Assis, M.A. et al.","305.0","1994","08","27",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA018282,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-20.7199993133545,"17",2020-11-04 11:11:31-03,ESALQ,ESA,"79461",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,NA,NA,"Farah, F.T.","1614.0","2000","01","01",NA,Brasil,São Paulo,Orlândia,Faz. Vale do Rosário,-47.8800010681152,-20.7199993133545,NA,NA,ESA079461,ESA079461,NA,NA,"16147",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"20",2020-11-04 11:11:31-03,ESALQ,ESA,"29315",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, R.B. & Ramos, E.","Ivanauskas, N.M. ; Gomes, A.","870.0","1996","07","02",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029315,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"21",2020-11-04 11:11:31-03,ESALQ,ESA,"22385",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, R.B. & Ramos, E.","Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R.",NA,"1994","09","06",NA,Brasil,São Paulo,Cananéia,"Estrada Cananéia - Pariquera-açú (via ponte), ca. 19 Km de cananéia. Extensa área de transição mata de restinga - mata atlântica. 24°54'02,9S, 47°50'30,3W.",-47.9199981689453,-25.0100002288818,NA,"Arvoreta, ca. 2,5 m alt., inflorescência verde.",ESA022385,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.866667,-23.35,"27",2021-03-01 16:32:00-03,UNICAMP,UEC,"073520",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, RB; Ramos, E","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","305","1994","08","27",NA,Brazil,São Paulo,Ubatuba,Trilha e estrada da Almada.,-44.866667,-23.35,NA,"Árvore 7m, inflorescencia creme. Na mata Atlântica.",UEC018219,UEC018219,NA,NA,NA,NA,"2004","02","-44.866667","-23.35",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"28",2021-03-01 16:32:00-03,UNICAMP,UEC,"115231",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, RB; Ramos, E","Pedroni, F; Sanches, M","390","1995","12","11",NA,Brazil,São Paulo,Ubatuba,Picinguaba.,-44.8,-23.366667,NA,"Árvore 1549 com 17m alt., com frutos. Em mata de planície - restinga.",UEC018214,UEC018214,NA,NA,NA,NA,"2004","02","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.524444,-23.627222,"29",2021-03-01 16:32:00-03,UNICAMP,UEC,"161036",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","176","2010","06","02",NA,Brazil,São Paulo,Caraguatatuba,Pq. Est. da Serra do Mar.,-45.524444,-23.627222,NA,Árvore com 7m - mata atlântica.,UEC018235,UEC018235,"50","90",NA,NA,"2010","12","-45.524444","-23.627222",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
