X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,locality,minimumElevationInMeters,maximumElevationInMeters,imagecode,recordNumber,infraspecificEpithet,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,previousCatalogNumber,typeStatus,relatedCatalogItem,relationshipType,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.22,-23.65,"26",2021-03-15 16:37:00-03,NY,NYBG,"669687",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,T. Yano,"1996","10","20",Brazil,São Paulo,Ibiúna,-47.22,-23.65,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239521' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669687,"Bairro Morro Grande, sítio SKY, km 63 da SP 250, ca. 8km a esquerda.",NA,NA,NY00669687_01,s.n.,NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.992538,-25.197304,"38",2021-03-15 16:37:00-03,NY,NYBG,"00712561",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,C. R. Ferreira Guedes,"1982","04","06",Brazil,São Paulo,NA,-47.992538,-25.197304,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=850035' target='other'> <mi>dwc_moreinfo</mi></a>,NY00712561,"Cananéia, Ilha do Cardoso",NA,NA,NY00712561_01,"10",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0697,-23.4303,"42",2021-03-15 16:37:00-03,NY,NYBG,"669699",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,S. D. Knapp,NA,NA,NA,P. E. Gibbs,"1976","11","09",Brazil,São Paulo,Ubatuba,-45.0697,-23.4303,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239532' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669699,Ao redor do Hotel das Flores.,NA,NA,NY00669699_01,"3484",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.833923,-23.380728,"44",2021-03-15 16:37:00-03,NY,NYBG,"669701",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,F. de Barros,"1993","11","09",Brazil,São Paulo,Ubatuba,-44.833923,-23.380728,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239522' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669701,Núcleo Picinguaba.,NA,NA,NY00669701_01,"2836",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0697,-23.4303,"60",2021-03-15 16:37:00-03,NY,NYBG,"669698",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,S. D. Knapp,NA,NA,NA,P. E. Gibbs,"1976","11","09",Brazil,São Paulo,Ubatuba,-45.0697,-23.4303,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239531' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669698,Ao redor do Hotel das Flores.,NA,NA,NY00669698_01,"3484",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.966514,-25.140513,"62",2021-03-15 16:37:00-03,NY,NYBG,"669688",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,M. Kirizawa,"1988","11","24",Brazil,São Paulo,Cananéia,-47.966514,-25.140513,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239556' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669688,"Parque Estadual da Ilha do Cardoso, morro de captaçao (represa).",NA,NA,NY00669688_01,"2116",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.912273,-25.064431,"65",2021-03-15 16:37:00-03,NY,NYBG,"669700",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,F. de Barros,"1990","12","02",Brazil,São Paulo,Cananéia,-47.912273,-25.064431,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239557' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669700,"Ilha do Cardoso, restinga do Pereirinha.",NA,NA,NY00669700_01,"1972",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9197,-25.0103,"66",2021-03-15 16:37:00-03,NY,NYBG,"669683",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,M. R. F. Melo,"1985","12","03",Brazil,São Paulo,Cananéia,-47.9197,-25.0103,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239558' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669683,"Ilha do Cardoso, Praia de Ipanema, encosta do Morro Ipanema.",NA,NA,NY00669683_01,"570",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.29971,-23.777841,"73",2021-03-15 16:37:00-03,NY,NYBG,"669691",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,J. R. Stehmann,NA,NA,NA,S. A. C. Chiea,"1991","04","04",Brazil,São Paulo,Cubatao,-46.29971,-23.777841,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239525' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669691,Paranapiacaba.,NA,NA,NY00669691_01,"613",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.903368,-25.112762,"83",2021-03-15 16:37:00-03,NY,NYBG,"669702",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,L. A. Mentz,NA,NA,NA,F. de Barros,"1985","12","03",Brazil,São Paulo,Cananéia,-47.903368,-25.112762,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239553' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669702,"Ilha do Cardoso, Praia de Ipanema.",NA,NA,NY00669702_01,"1213",NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
