X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,fieldNumber,class,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"4",2020-11-04 11:05:58-03,ESALQ,ESA,"114833",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,NA,NA,"Campos, M.C.R.","859.0","2006","07","17",NA,Brasil,São Paulo,NA,NA,NA,ESA114833,ESA114833,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"6",2021-03-01 16:28:51-03,UNICAMP,UEC,"200670",S,Plantae,Magnoliopsida,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Pereira, LS; Belinello, R; Padgurschi, MCG",N217,"2009","10","27",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=6; Mata Atlântica",UEC158021,UEC158021,São Luiz do Paraitinga,-45.183333,-23.4,NA,NA,"Tamashiro, JY; Pereira, LS","-45.183333","-23.4","990","1045",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.835,-23.336667,"8",2021-03-01 16:28:51-03,UNICAMP,UEC,"175016",S,Plantae,Magnoliopsida,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Pedroni, F; Sanchez, M; Laps, RR; Bellinelo, R","1423","1996","09","15",NA,Brazil,São Paulo,Picinguaba. Próximo a trilha do Corisco.,NA,"Árvore 292com 19m de altura, com botões.; Mata Atlântica de Encosta.",UEC029628,UEC029628,Ubatuba,-44.835,-23.336667,NA,NA,"Sanchez, M","-44.835","-23.336667","120","120",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.812222,-23.311111,"9",2021-03-01 16:28:51-03,UNICAMP,UEC,"175046",S,Plantae,Magnoliopsida,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1477","1997","02","04",NA,Brazil,São Paulo,Bairro Picinguaba.,NA,"Árvore 57 com 7m de altura, vegetativo.; Mata Atlântica de Encosta, Mroro do Corisco.",UEC029655,UEC029655,Ubatuba,-44.812222,-23.311111,NA,NA,"Sanchez, M","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"10",2021-03-01 16:28:51-03,UNICAMP,UEC,"200121",S,Plantae,Magnoliopsida,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Padgurschi, MCG; Belinello, R",M1880,"2009",NA,NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=10,UEC177669,UEC177669,São Luiz do Paraitinga,-45.183333,-23.4,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.848611,-23.335833,"18",2020-06-15 15:30:13-03,UNESP-RC,HRCB,"60349",PreservedSpecimen,Plantae,NA,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Bail.,NA,"Prata, E.M.B.",s.n.,"2007","05","02",NA,Brasil,São Paulo,"Núcleo Picinguaba, localizada ao longo da trilha do Corisco, sertão da Casa da Farinha",NA,"Parcela D Biota Gradiente Funcional, indivíduo nº 791",NA,NA,Ubatuba,-44.848611,-23.335833,NA,NA,"Prata, E.M.B.",44º 50'55W,23º20'09S,"43","43",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.812222,-23.311111,"24",2019-11-25 11:58:00-03,USP,SPF,"230638",PreservedSpecimen,Plantae,NA,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Pedroni, F","1477","1997","02","04",NA,Brasil,São Paulo,NA,NA,NA,SPF00230638,NA,Ubatuba,-44.812222,-23.311111,NA,NA,Anônimo,"-44.812222","-23.311111","300","300",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"26",2019-11-13 11:18:56-03,USP,SPF,"199836",PreservedSpecimen,Plantae,NA,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Kirizawa, M","1899","1987","08","21",NA,Brasil,São Paulo,NA,NA,NA,SPF00199836,NA,Bananal,-44.3199996948242,-22.6800003051758,"26795",auto,"Fiaschi, P",NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"33",2020-08-27 12:19:40-03,IBt,SP,"32527",S,Plantae,NA,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Kuhlmann, M",s.n.,"1935","01","28",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"34",2020-08-27 12:19:40-03,IBt,SP,"302875",S,Plantae,NA,NA,Dichapetalaceae,Stephanopodium,estrellense,NA,Stephanopodium estrellense,Baill.,NA,"Kuhlmann, M",s.n.,"1935","01","28",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
