X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,phylum,order,continentOcean,preparationType,occurrenceRemarks,infraspecificEpithet,typeStatus,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.700581,-22.588987,"8",2021-03-15 16:37:00-03,NY,NYBG,"593226",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,J. Külkamp,W. Hoehne,"1944","04","23",Brazil,São Paulo,Serra Negra,Serra Negra,-46.700581,-22.588987,NA,NA,NY00593226,NY00593226_01,s.n.,NA,NA,Magnoliophyta,Malpighiales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50612' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7,-22.61,"19",2015-07-02 14:01:42-03,JBP,HPL,"13841",S,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(M6ull. Arg.) Pax & K. Hoffm.,I. Cordeiro,W. Hoehne,"1944","04","23",Brasil,SP,Serra Negra,NA,-46.7,-22.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","01","01","12188",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"27",2019-08-20 10:11:12-03,UNICAMP,UEC,"111029",S,Plantae,Euphorbiaceae,Argythamnia,gymnadenia,Argythamnia gymnadenia,Müll.Arg.,NA,"Hoehne, W","1944","04","23",Brazil,São Paulo,Serra Negra,mata sombria,-46.7000007629395,-22.6100006103516,NA,NA,UEC142349,UEC142349,s/n°,NA,NA,Magnoliopsida,NA,NA,NA,ori,NA,NA,NA,NA,NA,NA,NA,"12188",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"28",2019-08-20 10:11:12-03,UNICAMP,UEC,"53317",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,"Cordeiro, I","Egler, SG","1989","10","25",Brazil,São Paulo,Jundiaí,"Serra do Japi, Beira de trilha",-46.8800010681152,-23.1800003051758,NA,NA,UEC142430,UEC142430,"22154",NA,NA,Magnoliopsida,NA,NA,NA,"flor, Mata primária, sub-arbusto 0,6 m, esverdeada. Fruto imaturo, solo arenoso",NA,NA,NA,NA,"1999","08",NA,"17840",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6399993896484,-21.5200004577637,"126",2021-03-15 18:26:52-03,USP,SPF,"114571",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,"Külkamp, J","Kinoshita-Gouveia, LS","1994","11","08",Brasil,São Paulo,Caconde,NA,-46.6399993896484,-21.5200004577637,NA,NA,SPF00114571,SPF00114571,"9472",NA,NA,NA,NA,NA,NA,"Flor verde, estame branco, fruto imaturo verde.",NA,NA,NA,NA,"2016","07",NA,"19274",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6800003051758,-23.3500003814697,"127",2021-03-15 18:26:52-03,USP,SPF,"98202",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,"Külkamp, J","Mamede, MCH","1994","08","06",Brasil,São Paulo,Iperó,NA,-47.6800003051758,-23.3500003814697,NA,NA,SPF00098202,SPF00098202,"575",NA,NA,NA,NA,NA,NA,"Fazenda Ipanema, FLONA Ipanema, Mata Mesófila.; Subarbusto. Planta toda verde.",NA,NA,NA,NA,"2016","07",NA,"17831",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"128",2019-11-13 11:19:49-03,USP,SPF,"11307",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,"Cordeiro, I","Hoehne, W","1944","04","23",Brasil,São Paulo,Serra Negra,NA,-46.7000007629395,-22.6100006103516,NA,NA,SPF00011307,SPF00011307,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","01",NA,"12188",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5200004577637,-22.5900001525879,"129",2021-03-15 18:26:52-03,USP,SPF,"166353",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,"Cordeiro, I","Groppo, M","2001","02","26",Brasil,São Paulo,Socorro,NA,-46.5200004577637,-22.5900001525879,NA,NA,SPF00166353,SPF00166353,"600",NA,NA,NA,NA,NA,NA,"Bairro dos Domingues, estrada de terra após a bifurcação para Águas de Lindóia. Área de pasto com capoeiras esparsas.; Erva com ramos decumbentes. Frutos verdes, flores esverdeadas. Beira da estrada, em barranco, local sombreado.",NA,NA,NA,NA,"2005","01",NA,"17674",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"156",2019-11-13 16:04:40-03,UNISANTA,HUSC,"11895",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) pax & K.Hoffm.,I. Cordeiro,W. Hoehne,"1944","04","23",Brasil,São Paulo,Serra Negra,NA,-46.7000007629395,-22.6100006103516,NA,NA,NA,NA,s.n.,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"2005","01",NA,"12188",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"172",2019-11-21 10:03:54-03,IBt,SP,"31443",S,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,NA,"Campos Novaes, J","1894",NA,NA,Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,SP023992,SP023992,CGG2859,NA,NA,NA,NA,NA,NA,nº 218 do coletor,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"173",2019-11-21 10:03:56-03,IBt,SP,"49746",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,"Kuhlmann, M","Kuhlmann, M","1943","03","31",Brasil,São Paulo,Amparo,Monte Alegre. Pasto. Lugar alto.,-46.7599983215332,-22.7000007629395,NA,NA,NA,NA,"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943","03","31","18036",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"174",2019-11-21 10:03:56-03,IBt,SP,"258957",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,"Cordeiro, I","Gottsberger, G; et al.","1972","08","10",Brasil,São Paulo,Botucatu,"a mais ou menos 7 Km da cidade, encosta da serra próxima à Usina Indiana, mata com árvores de porte elevado, subbosque pouco denso, relativamente úmido. Solo rico em matéria orgânica, de vegetais em decomposição.",-48.439998626709,-22.8799991607666,NA,NA,NA,NA,"925","620","620",NA,NA,NA,NA,"Arbusto, com flores brancas, estames brancos, 1-1,5m de altura, umbrófila.",NA,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"175",2019-11-21 10:03:56-03,IBt,SP,"11331",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,NA,"Toledo, JF","1924","11","18",Brasil,São Paulo,Piracicaba,Porto João Alfredo (Barranca do Rio Piracicaba).,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,Planta de capoeira. Flores vivescentes.,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7000007629395,-22.6100006103516,"176",2019-11-21 10:03:56-03,IBt,SP,"51916",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,"Toledo, JF","Hoehne, W","1944","04","23",Brasil,São Paulo,Serra Negra,Mata sombria.,-46.7000007629395,-22.6100006103516,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12188",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
