X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,individualCount,occurrenceRemarks,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,dayIdentified,continentOcean,barcode,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,imagecode,infraspecificEpithet,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.9422,-22.3722,"3",2015-07-02 14:00:35-03,JBP,HPL,"11414",S,Plantae,NA,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,NA,H. Lorenzi & K. Soares,"6762","2009","10","30",Brasil,SP,Mogi Guaçu,"Área marginal da Reserva do Inst. Botânica; vegetação de cerrado em solo arenoso. Acaule ou caule subterrâneo longo, profundo e espesso (25-32 cm circunf.). Bainha em geral enterrada (espinhos marrons).",-46.9422,-22.3722,"39309",auto,H. Lorenzi,"2009","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"4",2019-02-15 11:33:21-02,IPA,IPA,"21020",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Indivíduos acaules (caule subterrâneo).; Cerrado desprotegido.",Medeiros-Costa,"150","1972","08","14",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021020,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"5",2019-02-15 11:33:21-02,IPA,IPA,"21037",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Indivíduos acaules (caule subterrâneo).; Cerrado desprotegido.",Medeiros-Costa,"149","1972","08","14",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021037,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"6",2019-02-15 11:33:21-02,IPA,IPA,"21032",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Nesta época, a maior parte dos indivíduos em frutificação.; Cerrado desprotegido.",Medeiros-Costa,"166","1972","10","30",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021032,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"7",2019-02-15 11:33:21-02,IPA,IPA,"21031",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Nesta época, a maior parte dos indivíduos em frutificação.; Cerrado desprotegido.",Medeiros-Costa,"165","1972","10","30",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021031,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"8",2019-02-15 11:33:21-02,IPA,IPA,"21029",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Nesta época, a maior parte dos indivíduos em frutificação.; Cerrado desprotegido.",Medeiros-Costa,"164","1972","10","30",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021029,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"9",2019-02-15 11:33:21-02,IPA,IPA,"21023",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Indivíduos acaules (caule subterrâneos); Cerrado desprotegido.",Medeiros-Costa,"152","1972","08","14",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021023,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"10",2019-02-15 11:33:21-02,IPA,IPA,"21021",S,Plantae,Plantae,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Indivíduos acaules (caule subterrâneo); Cerrado desprotegido.",Medeiros-Costa,"151","1972","08","14",Brasil,São Paulo,Pirassununga,Emas,-47.4199981689453,-21.9899997711182,"24621",auto,Medeiros-Costa,"2011","07","13",Southern America,IPA0021021,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"13",2021-03-15 18:25:06-03,USP,SPF,"171148",PreservedSpecimen,Plantae,NA,NA,NA,Arecaceae,Acanthococos,emensis,Acanthococos emensis,Toledo,NA,Palmeira nº 5 ou Indaya nova?,"Rachid, M",s.n.,"1946","05","31",Brasil,São Paulo,Pirassununga,Pirassununga - Carvalho,-47.4199981689453,-21.9899997711182,"24621",auto,NA,NA,NA,NA,NA,SPF00171148,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9422,-22.3722,"14",2020-01-27 18:24:28-03,IAC,IAC,"56733",S,Plantae,NA,NA,NA,Arecaceae,Acrocomia,emensis,Acrocomia emensis,(Toledo) Lorenzi,NA,"Espinhos castanhos, ca. 2.5 cm de comp. disperso por toda a raque foliar. Espata marrom, tomentosa e espinescente na face externa com 28 cm comp.; nome popular: macaubinha",S.A. Vianna & C.F. Nardin,"95","2018","05","24",Brasil,São Paulo,Mogi Guaçu,Reserva do Instituto de Botânica,-46.9422,-22.3722,NA,NA,s/det.,"2018","05","24",NA,NA,"-46.9422","-22.3722",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
