X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,class,typeStatus,yearIdentified,monthIdentified,dayIdentified,relationshipType,relatedCatalogItem,coordinatePrecision,geoFlag,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"25",2020-12-21 16:47:49-03,MBM,MBM,"245671",PreservedSpecimen,Plantae,NA,NA,Xyridaceae,Xyris,lucida,Xyris lucida,Malme,"Wanderley, M.G.L.","Prata, A.P.; et al.; et al.","818","2000","02","09",Southern America,Brazil,São Paulo,Itararé,Fazenda Santa Isabel,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,MBM245671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"63",2020-10-15 10:09:39-03,IBt,SP,"343253",S,Plantae,NA,NA,Xyridaceae,Xyris,lucida,Xyris lucida,Malme,NA,"Prata, AP","818","2000","02","09",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,"35",São Paulo,SP,Sudeste
