X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,identifiedBy,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,relatedCatalogItem,dayIdentified,fieldNumber,previousCatalogNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"497065",PreservedSpecimen,Plantae,Magnoliophyta,Aquifoliales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima longipetiolata,Hoehne,NA,F. C. Hoehne,"28382",South America,Brazil,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767520' target='other'> <mi>dwc_moreinfo</mi></a>,NY00497065,NY00497065_01,longipetiolata,F. C. Hoehne,"1931","10","19",São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"16",2021-03-15 16:37:00-03,NY,NYBG,"497064",PreservedSpecimen,Plantae,Magnoliophyta,Aquifoliales,Aquifoliaceae,Ilex,integerrima,Ilex integerrima ebenacea,(Reissek) Loes.,NA,F. C. Hoehne,"30928",South America,Brazil,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203261' target='other'> <mi>dwc_moreinfo</mi></a>,NY00497064,NY00497064_01,ebenacea,F. C. Hoehne,"1933","09","25",São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"39",2020-11-04 11:00:13-03,ESALQ,ESA,"71934",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reiss.,NA,"Franco, G.A.D.C. et al.","2922.0",NA,Brasil,NA,NA,ESA071934,ESA071934,NA,NA,"2000","04","19",São Paulo,São Sebastião,NA,-45.4099998474121,-23.7600002288818,NA,NA,"41977",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"40",2020-11-04 11:00:13-03,ESALQ,ESA,"30904",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reiss.,NA,"Leitão Filho, H.F. et al.","34825.0",NA,Brasil,NA,NA,ESA030904,ESA030904,NA,"Rodrigues, R.R.","1996","02","05",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"41",2020-11-04 11:00:13-03,ESALQ,ESA,"75327",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reiss.,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","165.0",NA,Brasil,NA,"Árvore, ca. 18m alt. Frutos imaturos verdes.",ESA075327,ESA075327,NA,NA,"2001","04","16",São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"42",2020-11-04 11:00:13-03,ESALQ,ESA,"94762",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) reiss.,NA,"Oriani, A. et al.","611.0",NA,Brasil,NA,NA,ESA094762,ESA094762,NA,NA,NA,NA,NA,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"46",2020-11-04 11:00:13-03,ESALQ,ESA,"51958",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reissek,NA,"Lima, R.A.F.","367.0",NA,Brasil,NA,no sub-bosque,ESA051958,ESA051958,NA,NA,NA,NA,NA,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"68",2019-11-21 14:30:45-03,UFJF,CESJ,"352",PreservedSpecimen,Plantae,Angiosperma,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Loes.,NA,L. Krieger,CESJ352,América do Sul,Brasil,NA,"Árvore pequena, flores esbranquiçadas, ramos muito frágeis. Na mata.",CESJ000352,CESJ000352,NA,NA,"1942","10",NA,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"70",2019-11-14 11:29:50-03,UNICAMP,UEC,"113829",S,Plantae,Magnoliopsida,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reissek,NA,"Pedroni, F; Sánchez, MS","241",NA,Brazil,NA,"vegetativo, Mata de planície, restinga. Árvore 3681 com 6m de altura, veg, casca interna cor laranja com exsudato.",UEC182835,UEC182835,NA,"Sánchez, MS","1995","12","18",São Paulo,Ubatuba,Picinguaba,-44.8,-23.366667,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.533333,-23.733333,"71",2019-08-20 10:04:08-03,UNICAMP,UEC,"116339",S,Plantae,Magnoliopsida,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reissek,NA,"Franco, G; Rodrigues, RR; Ferreira, L; Batista, VR; Zidko, A; Mendonça, CG; Cielo-Filho, R","2922",NA,Brazil,NA,"frutos imaturo, Árvore ca. 5m altura, frutos imaturos verdes. Borda de mata. Floresta ombrófila densa de Encosta com perturbação.",UEC160209,UEC160209,NA,NA,"2000","04","19",São Paulo,São Sebastião,Parque Estadual da Serra do Mar,-45.533333,-23.733333,NA,NA,NA,NA,"-45.533333","-23.733333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"76",2019-11-14 11:29:50-03,UNICAMP,UEC,"77849",S,Plantae,Magnoliopsida,NA,Aquifoliaceae,Ilex,integerrima,Ilex integerrima,(Vell.) Reissek,NA,"Durigan, G","30599",NA,Brazil,NA,"frutos, Árvore pequena, em terreno encharcado, 9m de altura.",UEC182832,UEC182832,NA,"Coelho, GC","1992","04","27",São Paulo,Assis,Estação Ecológica de Assis,-50.4099998474121,-22.6599998474121,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
