X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,day,county,verbatimLongitude,verbatimLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4099998474121,-23.6200008392334,"22",2021-03-04 15:45:23-03,IF,SPSF,"28841",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,macahensis,Eugenia macahensis,NA,R.S.Bianchini,"1466","2000","09",América do Sul,Brasil,SP,"P.E.Serra do Mar, Núcleo Caraguatatuba",-45.4099998474121,-23.6200008392334,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore ca. 4 m de altura; frutos imaturos verdes.; GEOGRAFIA: mata ombrofila&nf;trilha da lagoa;",NA,NA,"10",Caraguatatuba,NA,NA,M.L. Kawasaki,NA,NA,"30093",auto,Magnoliopsida,NA,NA,"2001","06","15",NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"24",2019-11-21 10:11:32-03,IBt,SP,"350683",S,Plantae,NA,NA,Myrtaceae,Eugenia,macahensis,Eugenia macahensis,O.Berg,"Simão Bianchini, R; Bianchini, S; Rosário, RPG","1466","2000","09",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Lagoa",-45.4099998474121,-23.6200008392334,NA,NA,SP028125,SP028125,"10",Caraguatatuba,NA,NA,"Kawasaki, ML",NA,NA,"30093",auto,NA,NA,NA,"2001",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
