X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.205591,-22.671759,"436",2020-11-04 11:14:33-03,ESALQ,ESA,"121344",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Sobral, M.",NA,NA,NA,"Garcia, L.C.","288.0","2008","10","01",Brasil,São Paulo,Cosmópolis,Usina Ester.,-47.205591,-22.671759,"-47.205591","-22.671759","652","652",NA,ESA121344,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.34,-23.44,"440",2020-11-04 11:14:33-03,ESALQ,ESA,"68267",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3607.0","2000","04","19",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. Floresta Ombrófila Densa de Planalto, com perturbação. Interior de floresta",-45.34,-23.44,"-45.34","-23.44","600","600","Árvore, 9 m alt.; flores brancas; frutos verde imaturos.",ESA068267,ESA068267,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0699996948242,-21.6800003051758,"472",2020-11-04 11:14:33-03,ESALQ,ESA,"67770",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Nave, A.G.",NA,NA,NA,"Farah, F.T. ; Nave, A.G.","1222.0","2000","03","24",Brasil,São Paulo,Adamantina,NA,-51.0699996948242,-21.6800003051758,NA,NA,NA,NA,NA,ESA067770,ESA067770,NA,NA,NA,NA,Magnoliophyta,NA,NA,"31214",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"473",2020-11-04 11:14:33-03,ESALQ,ESA,"102109",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Kawasaki, M.L.",NA,NA,NA,"Bertoncini, A.P.","929.0","1998","10","07",Brasil,São Paulo,Avaí,NA,-49.3300018310547,-22.1399993896484,NA,NA,NA,NA,NA,ESA102109,ESA102109,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23140",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"474",2020-11-04 11:14:33-03,ESALQ,ESA,"96427",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Bertoncini, A.P. ; Bertoncini, M.P.","929.0","1998","10","07",Brasil,São Paulo,Avaí,NA,-49.3300018310547,-22.1399993896484,NA,NA,NA,NA,NA,ESA096427,ESA096427,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23140",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"475",2020-11-04 11:14:33-03,ESALQ,ESA,"100018",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Capelo, F.F.M.","2006","02","23","Carboni, M.","316.0","2006","02","09",Brasil,São Paulo,Bauru,NA,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,NA,ESA100018,ESA100018,NA,NA,NA,NA,Magnoliophyta,NA,NA,"29186",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"476",2020-11-04 11:14:33-03,ESALQ,ESA,"10216",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Salis, S.M.","100.0","1989","10","06",Brasil,São Paulo,Brotas,NA,-48.1199989318848,-22.2800006866455,NA,NA,NA,NA,NA,ESA010216,ESA010216,NA,NA,NA,NA,Magnoliophyta,NA,NA,"26585",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"477",2020-11-04 11:14:33-03,ESALQ,ESA,"35108",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Bernacci, L.C.",NA,"1993","08","01",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,ESA035108,ESA035108,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23900",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.4799995422363,-20.8700008392334,"478",2020-11-04 11:14:33-03,ESALQ,ESA,"92167",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kuntz, J.","2011",NA,NA,"Melo, E. França, F.","2487.0","1998","09","20",Brasil,São Paulo,Castilho,NA,-51.4799995422363,-20.8700008392334,NA,NA,NA,NA,NA,ESA092167,ESA092167,NA,NA,NA,NA,Magnoliophyta,NA,NA,"37464",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"479",2020-11-04 11:14:33-03,ESALQ,ESA,"110038",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4603.0",NA,NA,NA,Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,ESA110038,ESA110038,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23314",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"480",2020-11-04 11:14:33-03,ESALQ,ESA,"110057",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4622.0",NA,NA,NA,Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,ESA110057,ESA110057,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23314",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"481",2020-11-04 11:14:33-03,ESALQ,ESA,"103572",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Durigan, G. et al.",NA,NA,NA,"Gorenstein, M.R.","14626.0","2005","06","15",Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,ESA103572,ESA103572,NA,NA,NA,NA,Magnoliophyta,NA,NA,"23314",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"482",2020-11-04 11:14:33-03,ESALQ,ESA,"6501",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kuntz, J.","2011",NA,NA,"Rodrigues, R.R. ; Zandoval, J.A.","551.0","1988","05","12",Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,ESA006501,ESA006501,NA,NA,NA,NA,Magnoliophyta,NA,NA,"12906",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"483",2020-11-04 11:14:33-03,ESALQ,ESA,"3544",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Aguiar, O.T.",NA,NA,NA,"Mantovani, W.",NA,"1985","11","14",Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,ESA003544,ESA003544,NA,NA,NA,NA,Magnoliophyta,NA,NA,"12906",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"484",2020-11-04 11:14:33-03,ESALQ,ESA,"3622",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kuntz, J.","2011",NA,NA,"Rodrigues, R.R.",NA,NA,NA,NA,Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,ESA003622,ESA003622,NA,NA,NA,NA,Magnoliophyta,NA,NA,"12906",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"485",2020-11-04 11:14:33-03,ESALQ,ESA,"3611",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Aguiar, O.T.",NA,NA,NA,"Catharino, E.L.M.",NA,NA,NA,NA,Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,ESA003611,ESA003611,NA,NA,NA,NA,Magnoliophyta,NA,NA,"12906",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"486",2020-11-04 11:14:33-03,ESALQ,ESA,"9087",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,NA,NA,NA,NA,"Scaramuzza, C.A.M. ; Godon, M.","398.0",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009087,ESA009087,NA,NA,NA,NA,Magnoliophyta,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"487",2020-11-04 11:14:33-03,ESALQ,ESA,"108268",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Souza, V.C. et al.",NA,NA,NA,"Cotrim, M.M.",NA,"2007","10","06",Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,NA,NA,ESA108268,ESA108268,NA,NA,NA,NA,Magnoliophyta,NA,NA,"22843",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-21.5499992370605,"488",2020-11-04 11:14:33-03,ESALQ,ESA,"86453",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Bopp, L.T.",NA,NA,NA,"Bopp, L.T.",NA,"2002","06","01",Brasil,São Paulo,Luís Antônio,NA,-47.7000007629395,-21.5499992370605,NA,NA,NA,NA,NA,ESA086453,ESA086453,NA,NA,NA,NA,Magnoliophyta,NA,NA,"26872",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"489",2020-11-04 11:14:33-03,ESALQ,ESA,"6966",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,Patrícia,NA,"1987","10","08",Brasil,São Paulo,Marília,NA,-49.939998626709,-22.2099990844727,NA,NA,NA,NA,NA,ESA006966,ESA006966,NA,NA,NA,NA,Magnoliophyta,NA,NA,"38865",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"490",2020-11-04 11:14:33-03,ESALQ,ESA,"26657",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Aguiar, O.T.","83.0","1995","08","10",Brasil,São Paulo,Matão,NA,-48.3600006103516,-21.6000003814697,NA,NA,NA,NA,NA,ESA026657,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"26922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5699996948242,-22.4099998474121,"491",2020-11-04 11:14:33-03,ESALQ,ESA,"34117",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Baitello, J.B.","713.0","1994","10","26",Brasil,São Paulo,Paraguaçu Paulista,NA,-50.5699996948242,-22.4099998474121,NA,NA,NA,NA,NA,ESA034117,ESA034117,NA,NA,NA,NA,Magnoliophyta,NA,NA,"36102",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"492",2020-11-04 11:14:33-03,ESALQ,ESA,"76181",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Sztutman, M. et al.","131.0","1999","01","07",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA076181,ESA076181,NA,NA,NA,NA,Magnoliophyta,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"493",2020-11-04 11:14:33-03,ESALQ,ESA,"76180",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Gorenstein, M.R. et al.","7.0","1999","01","05",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA076180,ESA076180,NA,NA,NA,NA,Magnoliophyta,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"494",2020-11-04 11:14:33-03,ESALQ,ESA,"104093",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Aguiar, O.T.",NA,NA,NA,"Guerim, N.","59.0","2006","08","17",Brasil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,ESA104093,ESA104093,NA,NA,NA,NA,Magnoliophyta,NA,NA,"27552",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"495",2020-11-04 11:14:33-03,ESALQ,ESA,"23205",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1940.0","1994","02","01",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA023205,ESA023205,NA,NA,NA,NA,Magnoliophyta,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"496",2020-11-04 11:14:33-03,ESALQ,ESA,"10336",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Souza, V.C.",NA,NA,NA,"Barreto, K.D. et al.","313.0","1993","04","20",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA010336,ESA010336,NA,NA,NA,NA,Magnoliophyta,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"497",2020-11-04 11:14:33-03,ESALQ,ESA,"14857",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Barreto, K.D. et al.","816.0","1993","07","02",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA014857,ESA014857,NA,NA,NA,NA,Magnoliophyta,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.2200012207031,-21,"498",2020-11-04 11:14:33-03,ESALQ,ESA,"88943",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,NA,NA,NA,NA,"Viani, R.A.G. et al.","325.0","2002","07","20",Brasil,São Paulo,Pitangueiras,NA,-48.2200012207031,-21,NA,NA,NA,NA,NA,ESA088943,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"21470",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5200004577637,-23.2099990844727,"499",2020-11-04 11:14:33-03,ESALQ,ESA,"63971",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,NA,NA,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","109.0",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,NA,ESA063971,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"19715",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"500",2020-11-04 11:14:33-03,ESALQ,ESA,"82380",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Mazine, F.F.",NA,NA,NA,"Assis, M.A. et al.","1346.0","2000","08","24",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,ESA082380,ESA082380,NA,NA,NA,NA,Magnoliophyta,NA,NA,"21773",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"501",2020-11-04 11:14:33-03,ESALQ,ESA,"92273",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC,"Assis, M.A.",NA,NA,NA,"Assis, M.A. ; Monteiro, R.","1656.0","2002","12","01",Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,ESA092273,ESA092273,NA,NA,NA,NA,Magnoliophyta,NA,NA,"39297",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"502",2020-11-04 11:14:33-03,ESALQ,ESA,"105477",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.",NA,"2002","03","13",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,ESA105477,ESA105477,NA,NA,NA,NA,Magnoliophyta,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"503",2020-11-04 11:14:33-03,ESALQ,ESA,"31947",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,"Kawasaki, M.L.",NA,NA,NA,"Rodrigues, R.R. et al.",NA,"1995","02","13",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA031947,ESA031947,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-23.0300006866455,"504",2020-11-04 11:14:33-03,ESALQ,ESA,"108661",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Aguiar, O.T.",NA,NA,NA,"Guillaumon, J.R.",NA,"2002","10","27",Brasil,São Paulo,Vinhedo,NA,-46.9700012207031,-23.0300006866455,NA,NA,NA,NA,NA,ESA108661,ESA108661,NA,NA,NA,NA,Magnoliophyta,NA,NA,"9595",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"506",2020-11-04 11:14:33-03,ESALQ,ESA,"129834",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,florida,Eugenia florida,NA,"Souza, V.C.","2014","05","26","Souza, V.C.","38385.0","2014","05","25",Brasil,São Paulo,Itaberá,7 km de Itaberá em direção a Taquarituba. Floresta Estacional Semidecidual.,-49.1300010681152,-23.8600006103516,NA,NA,"770","770","Arvoreta, ca. 3 m alt. Vegetativo.",ESA129834,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"29370",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
