X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"3",2020-11-04 11:18:25-03,ESALQ,ESA,"114779",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,NA,NA,"Campos, M.C.R.","934.0","2006","07","19",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,ESA114779,ESA114779,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"4",2021-03-01 16:39:25-03,UNICAMP,UEC,"67820",S,Plantae,Magnoliopsida,NA,Rubiaceae,Faramea,paratiensis,Faramea paratiensis,M.Gómez,paratypus,"Koschnitzke, C; et al.","29805","1993","11","12",NA,Brazil,São Paulo,Ubatuba,"Estação Experimental do I.A.C., Mata de encosta",-45.0699996948242,-23.4300003051758,NA,NA,NA,"Arbusto ca. 1,2 m de altura, flores lilás - azuladas, fauce branca",UEC055371,UEC055371,"Gomes, M","34265",auto,"1998","12","16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"6",2021-03-01 16:39:25-03,UNICAMP,UEC,"170081",S,Plantae,Magnoliopsida,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gómez,NA,"Rochelle, ALC",J233,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",-45.084167,-23.366667,"450","450",NA,Indivíduo J233 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041721,UEC041721,"Gomes, M",NA,NA,"2008","03",NA,"-45.084167","-23.366667",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.938889,-23.336944,"7",2021-03-01 16:39:25-03,UNICAMP,UEC,"186150",S,Plantae,Magnoliopsida,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gómez,NA,"Assis, MA",s.n.,"2007","10","05",NA,Brazil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar , Núcleo Picinguaba, localizada ao longo da trilha do Corisco, no Sertão da Casa da Farinha.",-44.938889,-23.336944,"33","57",NA,"indivíduo n°B37; Floresta ombrófila Densa de Terras Baixas.",UEC110362,UEC110362,"Assis, MA",NA,NA,NA,NA,NA,"-44.938889","-23.336944",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"8",2019-08-20 10:24:26-03,UNICAMP,UEC,"148861",S,Plantae,Magnoliopsida,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gómez,NA,"Aranha, BA","341","2007","01","09",NA,Brazil,São Paulo,Ubatuba,Fazenda Capriórnio.,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,UEC103397,UEC103397,"Jung-Mendaçolli, SL","34265",auto,"2008","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2021-03-01 16:39:25-03,UNICAMP,UEC,"147716",S,Plantae,Magnoliopsida,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gómez,NA,"Campos, MCR; Guilherme, FAG; Assis, MA; Mania, L","170","2006","03","28",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba/PESM; trilha da casa da Farinha; parcela E, subparcela 20.",-45.0699996948242,-23.4300003051758,NA,NA,NA,"Indivíduo E0249, altura 7m.",UEC103396,UEC103396,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"13",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"32851",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M. Gomes,NA,"Gajardo, I. S. M.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,Mario Gomes,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"14",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"32876",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M. Gomes,NA,"Gajardo, I. S. M.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,Mario Gomes,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"15",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"32877",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M. Gomes,NA,"Gajardo, I. S. M.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,Mario Gomes,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"16",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"32878",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M. Gomes,NA,"Gajardo, I. S. M.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,Mario Gomes,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
