X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,county,imagecode,maximumElevationInMeters,typeStatus,class,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,relatedCatalogItem,dayIdentified,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"60",2019-08-27 13:36:18-03,IAP,PACA-AGP,"77788",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,Eugenio Leite,"3876","1936","01",NA,NA,Brasil,NA,NA,Habitat: nos rochedos,PACA077788,Pteridophyta,Polypodiales,(Fée) Christ,SP,Morro do Itapeva,-45.5900001525879,-22.7299995422363,NA,Campos do Jordão,NA,NA,NA,Filicopsida,J. Cislinski-Yesilyurt,"21048",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.120556,-22.503056,"75",2019-11-21 14:54:20-03,UFJF,CESJ,"72027",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"L.N. Gonçalves; P. Duffles","406","2017","07","29",América do Sul,Brasil,NA,NA,"Ind. 670, P.141, L.5;",CESJ072027,Polypodiopsida,NA,(Fée) Christ,São Paulo,"Pico dos Marins, Cume do maciço principal",-45.120556,-22.503056,"2421",Piquete,NA,"2421",NA,NA,NA,NA,NA,NA,NA,"-45.120556","-22.503056",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.946389,-23.252972,"101",2021-03-01 16:43:57-03,UNICAMP,UEC,"155881",S,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Prado, J; Hirai, RY; Vasconcellos-Neto, J","2082","2009","12","19",NA,Brazil,NA,NA,Árvore ca. 6m altura e 35 cm DAP. Folhas cartáceas discolores. Frutos imaturos cor verde. Comum.,UEC076726,Pteridophyta,NA,(Fée) H.Christ,São Paulo,"Serra do Japi, Subindo para o mirante (observatório). Terrestre.",-46.946389,-23.252972,"996",Jundiaí,UEC076726,"996",NA,NA,"Prado, J",NA,NA,NA,NA,"-46.946389","-23.252972",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"106",2021-03-01 16:43:57-03,UNICAMP,UEC,"56979",S,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A","539","1988","10","01",NA,Brazil,NA,NA,"Terrestre.; No campo.",UEC076378,Pteridophyta,NA,(Fée) H.Christ,São Paulo,Parque Estadual,-45.5900001525879,-22.7299995422363,"1900",Campos do Jordão,UEC076378,"1900",NA,NA,"Salino, A","21048",auto,"1988",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"107",2021-03-01 16:43:57-03,UNICAMP,UEC,"17930",S,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3077","1976","09","29",NA,Brazil,NA,NA,Em barrancos.,UEC076380,Pteridophyta,NA,(Fée) H.Christ,São Paulo,"Reserva do Insituto Florestal., Estrada do Moreira para São José dos Alpes, perto da colônia.",-45.5900001525879,-22.7299995422363,"1700",Campos do Jordão,UEC076380,"1700",NA,NA,"Salino, A","21048",auto,"1989","02",NA,NA,NA,"13",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.566056,-22.714139,"141",2020-12-21 16:42:23-03,MBM,MBM,"429311",PreservedSpecimen,Plantae,Pteridaceae,Lytoneuron,crenulans,Lytoneuron crenulans,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4330","2019","01","24",Southern America,Brazil,NA,NA,"Herbácea, caule reptante, 30 cm, campo limpo, logo abaixo do teleférico. Prensada com álcool.; Campo de Altitude.",MBM429311,NA,NA,(Fée) Yesilyurt,São Paulo,Morro do Elefante,-45.566056,-22.714139,NA,Campos do Jordão,NA,NA,NA,NA,"Smith-Braga, N.",NA,NA,"2019",NA,"-45.566056","-22.714139",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"156",2019-11-01 15:28:48-03,PUC-RIO,FCAB,"0190",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,P.E. Leite S.J.,s.n.,"1946","02",NA,NA,Brasil,NA,NA,NA,"000190",NA,Pteridophyta,(Fée) H. Christ.,São Paulo,NA,-45.5900001525879,-22.7299995422363,NA,Campos do Jordão,NA,NA,NA,NA,P.E. Leite S.J.,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5919444,-22.7033333,"225",2011-08-17 13:55:00-03,MO,MOBOT,"3628421",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych,Schuettpelz 1465,"2010","1","24",South America,Brazil,NA,NA,NA,NA,NA,NA,(Fée) Christ,São Paulo,"São Bento do Sapucaí. Serra da Mantiqueira: NW of Campos do Jordão, off of a mud road to Pico do Imbiri.",-45.5919444,-22.7033333,"1825.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.5380555,-22.7680556,"226",2011-08-17 13:55:00-03,MO,MOBOT,"3628457",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych,Schuettpelz 1460,"2010","1","23",South America,Brazil,NA,NA,NA,NA,NA,NA,(Fée) Christ,São Paulo,"Pindamonhangaba. Serra da Mantiqueira: SE of Campos do Jordão, off of unnamed road between Gustavo Biagione and Pico do Itapeva, near turnoff to microwave tower.",-45.5380555,-22.7680556,"1880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-44.376194,-22.800722,"285",2019-11-07 11:19:42-03,UFMG,BHCB-SL,"82084",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A","8802","2003","06","17",América,Brasil,NA,NA,Terrestre em barranco na beira de estrada.,NA,NA,NA,(Fée) Christ,São Paulo,"Estação Ecológica de Bananal, Trilha das Sete quedas do Rio das Cobras",-44.376194,-22.800722,NA,Bananal,NA,NA,NA,NA,"Salino, A",NA,NA,"2003","06","-44.376194","-22.800722",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.45,-22.716667,"290",2019-11-07 11:19:42-03,UFMG,BHCB-SL,"74301",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Dittrich, VAO","1110","2002","04","02",América,Brasil,NA,NA,Terrícola em campo em área de domíno da Floresta Ombrófila Altomontana,NA,NA,NA,(Fée) Christ,São Paulo,São José dos Alpes,-45.45,-22.716667,"1850",Pindamonhangaba,NA,"1850",NA,NA,"Dittrich, VAO",NA,NA,"2002","04","-45.45","-22.716667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.376194,-22.807222,"303",2019-11-07 11:19:42-03,UFMG,BHCB-SL,"82084",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A; Carvalho, FA; Almeida, TE; Mota, NFO","8802","2003","06","17",América,Brasil,NA,NA,Terrestre em barranco a beira de estrada.,NA,NA,NA,(Fée) Christ,São Paulo,Estação Ecológica de Bananal,-44.376194,-22.807222,"2007",Bananal,NA,"2007",NA,NA,"Salino, A",NA,NA,"2003","06","-44.376194","-22.807222",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.993333,-23.245833,"307",2021-01-12 15:24:46-03,UFMG,BHCB-SL,"33274",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A","2915","1996","12","16",América,Brasil,NA,NA,Terrestre na borda da floresta.,NA,NA,NA,(Fée) Christ,São Paulo,"Parque Estadual da Serra do Mar, Núcleo de Cunha. Trila da casa de Pedra ao Indaiá.",-44.993333,-23.245833,"1070",NA,NA,"1070",NA,NA,NA,NA,NA,NA,NA,"-44.993333","-23.245833",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.155278,-23.343306,"308",2021-01-12 15:24:46-03,UFMG,BHCB-SL,"57612",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO","6213","2001","03","06",América,Brasil,NA,NA,Terrestre a margem de trilha e borda de floresta,NA,NA,NA,(Fée) Christ,São Paulo,"Parque Estadual da Serra do Mar; Núcleo Santa Virg",-45.155278,-23.343306,"900",São Luiz do Paraitinga,NA,"900",NA,NA,"Salino, A",NA,NA,"2001","03","-45.155278","-23.343306",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.055864,-22.016167,"312",2019-11-07 11:19:42-03,UFMG,BHCB-SL,"111573",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A","12695","2007","07","16",América,Brasil,NA,NA,Terrestre em barranco de estrada.,NA,NA,NA,(Fée) Christ,Minas Gerais,"Pico do Gavião, Pico do Gavião, na divisa com o estado de São Paulo",-47.055864,-22.016167,"1570",Andradas,NA,"1650",NA,NA,"Salino, A",NA,NA,"2007","08","-47.055864","-22.016167",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"325",2019-11-07 11:19:42-03,UFMG,BHCB-SL,"50205",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,"Salino, A","1398","1992","06","08",América,Brasil,NA,NA,Terrestre no campo montano.,NA,NA,NA,(Fée) Christ,São Paulo,"São José dos Alpes, Parque Estadual de Campos do Jordão",-45.5900001525879,-22.7299995422363,"1900",Campos do Jordão,NA,"1900",NA,NA,"Salino, A","21048",auto,"2000","02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.65,-23.666667,"336",2021-03-04 15:47:04-03,IF,SPSF,"42024",PreservedSpecimen,Plantae,Pteridaceae,Doryopteris,crenulans,Doryopteris crenulans,J.M.C.Maarten & S.Lehtonen & J.Prado & H.Tuomisto,"4957","2008","03","08",América do Sul,Brasil,NA,NA,"GEOGRAFIA: Núcleo Caraguatatuba, estrada intermediária, rio Pardo.;",NA,Pteridophyta,Polypodiales,Christ in Schwacke,SP,"P.E.Serra do Mar, Núcleo Caraguatatuba",-45.65,-23.666667,"715",Caraguatatuba,NA,"715",NA,Polypodiopsida,J.Prado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
