X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,coordinatePrecision,occurrenceRemarks,geoFlag,phylum,class,order,individualCount,continentOcean,preparationType,infraspecificEpithet,relationshipType,relatedCatalogItem,fieldNumber,previousCatalogNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.724373,-23.565521,"10",2021-03-15 16:37:00-03,NY,NYBG,"482498",PreservedSpecimen,Plantae,Orchidaceae,Gomesa,longipes,Gomesa longipes,(Lindl.) M.W.Chase & N.H.Williams,NA,NA,NA,NA,F. C. Hoehne,"1917","10","16",Brazil,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NA,NA,NA,NA,NY00482498,NY00482498_01,"518",NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760435' target='other'> <mi>dwc_moreinfo</mi></a>,NA,Magnoliophyta,NA,Asparagales,NA,South America,sheet,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"41",2020-11-04 12:17:39-03,ESALQ,ESA,"50486",PreservedSpecimen,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,NA,NA,NA,NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","2005","03","27",Brasil,São Paulo,Eldorado,BLOQUEADO,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA050486,NA,"82.0","38804",epífita.1 a 2 flores por inflorescência. Flor amarela com manchas marrons. A 2m na árvore.,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"43",2020-11-04 12:17:39-03,ESALQ,ESA,"12243",PreservedSpecimen,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,"Barros, F.",NA,NA,NA,"Souza, V.C. et al.","1993","10","30",Brasil,São Paulo,Bom Sucesso de Itararé,NA,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,ESA012243,NA,"4549.0","14955",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"45",2020-11-04 12:17:39-03,ESALQ,ESA,"107969",PreservedSpecimen,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,NA,NA,NA,NA,NA,"Santos, M.B.","2005","03","27",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA107969,ESA107969,"82.0","38804",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"46",2020-11-04 12:17:39-03,ESALQ,ESA,"106085",PreservedSpecimen,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,NA,"Souza, V.C.","2007",NA,NA,"Bazarian, S.V.","2006","03","10",Brasil,São Paulo,Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,ESA106085,ESA106085,"151.0","25028",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"83",2019-08-20 10:00:46-03,UNICAMP,UEC,"142572",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Faria, AD; Pansarin, ER","2005","07",NA,Brazil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,UEC034523,UEC034523,s.n.,"21675","Epífita, cultivada em casa de vegetação e prensada com flor em julho de 2005.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"84",2019-08-20 10:00:46-03,UNICAMP,UEC,"118845",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Borba, EL",NA,NA,NA,Brazil,São Paulo,Atibaia,Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,UEC027368,UEC027368,"306","21675","Epífita; labelo amarelo com manchas castanhas no istmo e calosidades, sépalas e pétalas castanhas com manchas amarelas.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"85",2021-03-01 16:20:15-03,UNICAMP,UEC,"63172",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Bernacci, LC",NA,NA,NA,Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,"900","1400",UEC017577,UEC017577,"28437","21675","Epífita ca. 0,1-0,15 m alt. flores amareladas, uma ou 2 por inflorescência.; Mata mesófila de altitude com afloramentos rochosos no interior ou expostos.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"86",2021-03-01 16:20:15-03,UNICAMP,UEC,"131494",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Sousa, VC","1993","10","30",Brazil,São Paulo,Bom Sucesso de Itararé,"Estrada Itararé - Bom Sucesso do Itararé, Ca. 500m da bifurcação parfa a fazenda São Nicolau. Mata latifoliada úmida de encosta.",-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,UEC027369,UEC027369,"4549","14955","Erva, formando touceiras densas. labelo amarelo mancha castanha pouco abaixo das cristas, demais tépalas castanhas com ápice amarelado.",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"87",2019-08-20 10:00:46-03,UNICAMP,UEC,"137629",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,s/ coletor,"2004","10",NA,Brazil,São Paulo,Jundiaí,Orquidário do Vico,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027370,UEC027370,s.n.,"17840",Data: flores em 10/2004. Coletado material para extração de DNA total.,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
