X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,coordinatePrecision,occurrenceRemarks,geoFlag,phylum,class,order,individualCount,continentOcean,preparationType,infraspecificEpithet,relationshipType,relatedCatalogItem,fieldNumber,previousCatalogNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.8800010681152,-23.1800003051758,"88",2019-08-20 10:00:46-03,UNICAMP,UEC,"116192",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2000","10","09",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027364,UEC027364,"725","17840",NA,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"89",2019-08-20 10:00:46-03,UNICAMP,UEC,"132318",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2003","11","19",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC027363,UEC027363,"1103","17840",NA,auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"90",2021-03-12 12:52:36-03,UNICAMP,UEC,"209200",S,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,"Campos-Rocha, A","2012","12","20","Campos-Rocha, A","2012","12","20",Brazil,São Paulo,Nova Odessa,"em cultivo no Jardim Botânico Plantarum, estufa das gesneriáceas",-47.2900009155273,-22.7700004577637,NA,NA,NA,NA,UEC179356,UEC179356_v01,"1049","8440","Herbácea epífita, ca. 10 cm altura (até 20 cm com inflorescência), flores amarelas (com detalhes amarronzados)",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7164,-23.8131,"253",2019-01-25 15:43:44-02,IAC,IAC,"7964",S,Plantae,Orchidaceae,Alatiglossum,longipes,Alatiglossum longipes,(Lindl.) Baptista,C.F. Nardin,"2012","05","23",H.P. Krug & O. Handro,"1945","11","06",Brasil,São Paulo,Pilar do Sul,Fazenda Platzek,-47.7164,-23.8131,"-47.7164","-23.8131",NA,NA,NA,NA,s/nº,NA,nome popular: chita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"290",2021-03-04 15:42:04-03,IF,SPSF,"44293",PreservedSpecimen,Plantae,Orchidaceae,Alatiglossum,croesus,Alatiglossum croesus,(Rchb. f.) Baptista,NA,NA,NA,NA,T.L.P.Laitano,NA,NA,NA,Brasil,SP,São Paulo,Instituto de Botânica,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"67","53584","COLETA: Herbácea epífita, sépalas e pétalas castanho escuras, labelo amarelo com uma mácula vinácea no disco.; GEOGRAFIA: Planta originária de sementeira do Orquidário Colibri.&nf;Florida em 10/11/2006;",auto,Magnoliophyta,Liliopsida,Orchidales,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"291",2021-03-04 15:42:04-03,IF,SPSF,"44291",PreservedSpecimen,Plantae,Orchidaceae,Alatiglossum,longipes,Alatiglossum longipes,(Lindl.) Baptista,T.L.P.Laitano,"2010","01","06",T.L.P.Laitano & L.R.S.Guimarães,NA,NA,NA,Brasil,SP,Ubatuba,Praia Vermelha do Norte,-45.0699996948242,-23.4300003051758,NA,NA,"1","1",NA,NA,"91","34265","COLETA: Erva epífita, inflorescência racemosa, flores amarelas.; GEOGRAFIA: Planta em cultivo na coleção do Orquidário Frederico Carlos Hoehne.;",auto,Magnoliophyta,Liliopsida,Orchidales,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.063611,-24.068333,"294",2021-03-04 15:42:05-03,IF,SPSF,"41491",PreservedSpecimen,Plantae,Orchidaceae,Gomesa,longipes,Gomesa longipes,(Lindl.) M.W.Chase & N.H.Wil.,W.Forster,"2011","12","30",J.B.Baitello & C.R.Lima,"2009","01","28",Brasil,SP,Itapeva,Estação Experimental,-49.063611,-24.068333,NA,NA,"700","700",NA,NA,"2264",NA,"COLETA: Planta epífita, flores amarelas.; GEOGRAFIA: Beira do rio Pirituba;",NA,Magnoliophyta,Liliopsida,Orchidales,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"296",2021-03-04 15:42:06-03,IF,SPSF,"28736",PreservedSpecimen,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,T.Caetano,"2009","05","11",I.Cordeiro,"2000","11","23",Brasil,SP,Caraguatatuba,"P.E.Serra do Mar, Núcleo Caraguatatuba",-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,"2385","30093","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",auto,Magnoliophyta,Liliopsida,Orchidales,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.33,-23.96,"310",2017-09-11 17:12:07-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Oncidium,longipes,Oncidium longipes,Lindl.,NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,Brazil,São Paulo,Santos,prope Santos,-46.33,-23.96,NA,NA,NA,NA,NA,P03P6N0063,"3053","26836",NA,auto,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"392",2019-11-21 10:13:20-03,IBt,SP,"350915",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Mamede, MCH","2012","12",NA,"Cordeiro, I","2000","11","22",Brasil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Captação. UTM 7392150/454742",-45.4099998474121,-23.6200008392334,NA,NA,"325","325",NA,NA,"2385","30093",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"393",2019-11-21 10:13:20-03,IBt,SP,"342625",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,NA,NA,NA,NA,"Barros, F","2000","02","08",Brasil,São Paulo,Itararé,"Rodovia SP 258, Km 5, beira do rio Verde",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,"2996","27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"394",2019-11-21 10:13:20-03,IBt,SP,"163933",S,Plantae,Orchidaceae,Gomesa,uniflora,Gomesa uniflora,(Booth ex Lindl.) M.W.Chase & N.H.Williams,"Handro, O","1971","01",NA,"Handro, O","1971","01","22",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"2159","27258","Epífita na mata úmida, pseudobulbos unidos ou bifoliados",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
