X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,identifiedBy,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,dayIdentified,individualCount,fieldNumber,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"62",2020-11-04 11:02:43-03,ESALQ,ESA,"8795",PreservedSpecimen,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","04","09",NA,Brasil,NA,NA,NA,ESA008795,Magnoliophyta,NA,Gardn.,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,ESA008795,NA,NA,NA,"27729",auto,"Leitão Filho, H.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"63",2020-11-04 11:02:43-03,ESALQ,ESA,"88787",PreservedSpecimen,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Cury, G.","69.0","2005","03","18",NA,Brasil,NA,NA,NA,ESA088787,Magnoliophyta,NA,Gardner,São Paulo,Botucatu,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,"40412",auto,"Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"64",2020-11-04 11:02:43-03,ESALQ,ESA,"50007",PreservedSpecimen,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Scaramuzza, C.A.M. et al.","847.0","1993","06","26",NA,Brasil,NA,NA,NA,ESA050007,Magnoliophyta,NA,Gardner,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,ESA050007,NA,NA,NA,"27729",auto,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"65",2020-11-04 11:02:43-03,ESALQ,ESA,"9710",PreservedSpecimen,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Souza, V.C. et al.","3520.0","1993","02","19",NA,Brasil,NA,NA,NA,ESA009710,Magnoliophyta,NA,NA,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,"27729",auto,"Leitão Filho, H.F.",NA,NA,NA,"1994","08",NA,"10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"66",2020-11-04 11:02:43-03,ESALQ,ESA,"94940",PreservedSpecimen,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Scaramuzza, C.A.M. et al.","722.0","1993","04","22",NA,Brasil,NA,NA,NA,ESA094940,Magnoliophyta,NA,Gardner,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,ESA094940,NA,NA,NA,"27729",auto,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"100",2021-03-01 16:25:48-03,UNICAMP,UEC,"119376",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Leitão Filho, HF","783","1969","03","27",NA,Brazil,NA,NA,"Herbáceo com xilopódio, flores pupúreas.Floresce em março-abril.; Nativa em cerrado.",UEC138095,Magnoliopsida,NA,Gardner,São Paulo,Capão Bonito,-48.3400001525879,-24,UEC138095,NA,NA,NA,"39505",auto,"Leitão Filho, HF",NA,NA,NA,"1969","04",NA,"01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"101",2021-03-01 16:25:48-03,UNICAMP,UEC,"3351",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Gibbs, PE; Leitão Filho, HF; Semir, J","1774","1976","02","10",NA,Brazil,NA,NA,"Subarbusto com xilopódio até 40cm,flores pupúras.",UEC138099,Magnoliopsida,NA,Gardner,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,UEC138099,25 km ao sul de Itararé.,NA,NA,"27729",auto,"Barroso, GM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"102",2021-03-01 16:25:48-03,UNICAMP,UEC,"109775",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Scaramuzza, CAMR; Souza, VC","198","1989","04","09",NA,Brazil,NA,NA,"Subarbusto decumbente com capitulos alvos.; Banhado",UEC138083,Magnoliopsida,NA,Gardner,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,UEC138083,Fazenda Ibiti-RIPASA.,NA,NA,"27729",auto,"Leitão Filho, HF",NA,NA,NA,"1994","08",NA,"10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9599990844727,-23.2999992370605,"103",2021-03-01 16:25:48-03,UNICAMP,UEC,"45490",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Rocha, YV","17783","1986","02","02",NA,Brazil,NA,NA,"Planta com aproximadamente 0,70-0,80m de altura, flores abertas cor maravilhas.",UEC138082,Magnoliopsida,NA,Gardner,São Paulo,Jacareí,-45.9599990844727,-23.2999992370605,UEC138082,A beira da estrada.,NA,NA,"19066",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"104",2021-03-01 16:25:48-03,UNICAMP,UEC,"119377",S,Plantae,Asteraceae,Vernonia,elegans,Vernonia elegans,"Handro, O","477","1955","04","18",NA,Brazil,NA,NA,"Caules de 40-6-cm de altura.; Campo cerrado.",UEC138096,Magnoliopsida,NA,Gardner,São Paulo,Mogi Guaçu,-46.9421997070312,-22.372200012207,UEC138096,"Fazenda Campininha, perto de Padua Sales.",NA,NA,"39309",auto,Graziela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
