X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,typeStatus,relationshipType,relatedCatalogItem,infraspecificEpithet,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"108",2021-04-05 09:59:01-03,UNESP-IBILCE,SJRP-PTERIDOPHYTA,"03621",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Fernandes, I.","Marton C., A.","011","1990","11","25",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Tracheophyta,Polypodiales,América do Sul,NA,"GEOGRAFIA: arborescente, folhas férteis ausentes;","53584",auto,NA,NA,NA,Polypodiopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"144",2020-11-04 11:21:13-03,ESALQ,ESA,"94921",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Presley) Hook.,"Salino, A.","Scaramuzza, C.A.M. et al.","701.0","1993","02","15",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA094921,NA,Pteridophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.583333,-22.75,"213",2019-08-27 13:35:06-03,IAP,PACA-AGP,"39815",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,NA,P.G. Windisch,"2962","1980","11","20",Brasil,SP,Campos do Jordão,"divisa com Pindamonhangaba, São José dos Alpes",-45.583333,-22.75,45°35'W,22°45'S,"1800","1800",PACA039815,NA,Pteridophyta,Polypodiales,NA,NA,"Habitat: campo de altitude com capões de mata nebular; terrestre, arborescente, na matinha",NA,NA,NA,NA,NA,Filicopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"250",2019-08-27 13:35:06-03,IAP,PACA-AGP,"72247",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,A. Sehnem,P. Carauta,"1734","1974","10","24",Brasil,SP,Campos do Jordão,"Parque Estadual de Campos do Jordão, perto do viveiro.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,PACA072247,NA,Pteridophyta,Polypodiales,NA,NA,"frondes com 2 m de comprimento; feto arborescente muito comum nas imediações da sede do Parque&nf;confirmado por I. Fernandes em 1997 Habitat: local sombrio","21048",auto,"1976","04",NA,Filicopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"256",2020-12-20 21:16:50-03,UFV,VIC,"003331",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Presl.) Hooker.,NA,"Campos Porto, P.","3034","1937","02",NA,Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,VIC003331,VIC003331,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414722,-24.965278,"268",2019-11-21 14:52:15-03,UFJF,CESJ,"57167",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Hook.) Maxon,A. Salino,"A. Salino; T.E. Almeida; P.G. Soares","10188","2005","03","24",Brasil,São Paulo,NA,"Parque Estadual do Jacupiranga, Núcleo Cedro, Trilha do Ariete",-48.414722,-24.965278,"-48.414722","-24.965278","700","700",CESJ057167,NA,Polypodiopsida,NA,América do Sul,NA,"Fragmento de Floresta Ombrófila Densa Montana muito degradada. Arborescente com 3,5m de altura. Folhas 245-263cm de comprimento. Beira de trilha, em local próximo à área descampada.",NA,NA,"2005","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.933333,-23.233333,"279",2021-03-01 16:43:39-03,UNICAMP,UEC,"155619",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Prado, J","Prado, J; Hirai, RY; Polli, PR","2073","2009","11","13",Brazil,São Paulo,Jundiaí,"Serra do Japi, Na trilha à esquerda antes de chegar na base da Reserva, indo para a Cachoeira Paraíso.",-46.933333,-23.233333,"-46.933333","-23.233333","996","996",UEC055660,UEC055660,Pteridophyta,NA,NA,NA,Terrestre.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"282",2021-03-01 16:43:39-03,UNICAMP,UEC,"58557",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Salino, A","Salino, A","1163","1991","10","30",Brazil,São Paulo,Capão Bonito,"Fazenda Intervales, Trilha da Cassadinha. Ao lado da estrada.",-48.3400001525879,-24,NA,NA,NA,NA,UEC076479,UEC076479,Pteridophyta,NA,NA,NA,"Terrestre, com caule de 2 metros de altura.","39505",auto,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.616639,-22.733889,"381",2021-03-16 17:56:15-03,UCS,HUCS,"47739",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Gonzatti, F.","Gonzatti, F.","4331","2018","04","29",Brasil,São Paulo,São José do Barreiro,"Serra da Bocaina, Parque Nacional",-44.616639,-22.733889,"-44.616639","-22.733889","1513","1513",HUCS001025,HUCS001025 HUCS001025_01,Pteridophyta,Cyatheales,NA,NA,"Fanerófita em bordo do rio, junto a plantio de Pinus",NA,NA,"2018","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"452",2019-11-01 15:28:45-03,PUC-RIO,FCAB,"0419",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,C.E. Jascone,P.E. Leite S.J.,s.n.,"1946","02",NA,Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"000419",NA,NA,Pteridophyta,NA,NA,NA,"21048",auto,"2008","11","19",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015,-23.228611,"492",2020-10-01 14:14:49-03,JBB,HEPH,"32330",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Maruyama, A","Maruyama, A; Cicco, L","130","2015","10","12",Brasil,São Paulo,Cunha,NA,-45.015,-23.228611,"-45.015","-23.228611","1095","1095",NA,NA,NA,Cyatheales,Southern America,NA,NA,NA,NA,"2015","10","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"501",2020-09-29 14:53:17-03,UFPR,UPCB,"68336",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Santos, J.","Santos, J.","8","2010","03","05",Brasil,São Paulo,São José do Barreiro,Parque Nacional Serra da Bocaina,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,UPCB0003660,UPCB0003660,Polypodiophyta,NA,NA,NA,NA,"30784",auto,"2010","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"503",2020-09-29 14:53:17-03,UFPR,UPCB,"68337",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Santos, J.","Santos, J.","9","2010","03","05",Brasil,São Paulo,São José do Barreiro,Serra da Bocaina,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,UPCB0003661,UPCB0003661 UPCB0003661_1,Polypodiophyta,NA,NA,NA,NA,"30784",auto,"2010","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.395958,-24.094946,"522",2021-02-11 17:18:43-03,UFPR,UPCB,"93922",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook,"Nunes, M.G.","Nunes, M.G.| Westphal, T.","197","2018","04","14",Brasil,Paraná,Jaguariaíva,Parque Estadual do Cerrado,-49.395958,-24.094946,"-49.395958","-24.094946","732","732",UPCB0042314,UPCB0042314 UPCB0042314_1,NA,NA,NA,NA,"Interior de mata com Araucária. Arborescente, 4 m de altura, folhas 2 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.693333,-24.539444,"523",2020-09-29 14:53:17-03,UFPR,UPCB,"88917",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Mazziero, F.F.F.","Mazziero, F.F.F | Soller, A.","684","2011","09","21",Brasil,São Paulo,Iporanga/Apiai,Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana. Floresta ombrófila densa,-48.693333,-24.539444,"-48.693333","-24.539444",NA,NA,UPCB0027727,UPCB0027727 UPCB0027727_1,Polypodiophyta,NA,NA,NA,NA,NA,NA,"2011","12","01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"783",2017-04-12 18:23:51-03,F,FMNH-PTERIDOPHYTES,C0646622F,PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,NA,NA,"3034","1937","2",NA,Brazil,São Paulo,NA,NA,-49,-22,NA,NA,NA,NA,C0646622F,C0646622F_01,Pteridophyta,Cyatheales,South America,NA,NA,NA,NA,NA,NA,NA,Pteridopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.557694,-22.754639,"896",2014-04-04 18:29:17-03,PNFM,IRAI,"2502",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ristow, R.","Gibertoni, R.S.","007","2010","09","09",Brasil,São Paulo,Campos do Jordão,"Próximo à Represa do Fojo, Condomínio Week Inn",-45.557694,-22.754639,"-45.557694","-22.754639",NA,NA,IRAI00002502,NA,Monilophyta,NA,NA,NA,Pteridófita,NA,NA,"2010","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-23.9300003051758,"935",2021-02-12 15:02:01-03,UFSCar,SPSC,"3366",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Pr.) Hook.,"E. F. L. P. Silva; W. A. Ferreira","E. F. L. P. Silva;W. A. Ferreira",NA,"1998","01","14",Brasil,São Paulo,Juquitiba,Sítio quatro heróis.,-47.060001373291,-23.9300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO3. PO3. QO3.;Floresta ombrófila densa","24559",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-23.9300003051758,"936",2021-02-12 15:02:01-03,UFSCar,SPSC,"3366",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Pr.) Hook.,"E. F. L. P. Silva; W. A. Ferreira","E. F. L. P. Silva;W. A. Ferreira",NA,"1998","01","14",Brasil,São Paulo,Juquitiba,Sítio quatro heróis.,-47.060001373291,-23.9300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO3. PO3. QO3.;Floresta ombrófila densa","24559",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-23.9300003051758,"937",2021-02-12 15:02:01-03,UFSCar,SPSC,"3366",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Pr.) Hook.,"E. F. L. P. Silva; W. A. Ferreira","E. F. L. P. Silva;W. A. Ferreira",NA,"1998","01","14",Brasil,São Paulo,Juquitiba,Sítio quatro heróis.,-47.060001373291,-23.9300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO3. PO3. QO3.;Floresta ombrófila densa","24559",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-23.9300003051758,"938",2021-02-12 15:02:01-03,UFSCar,SPSC,"3366",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,(Pr.) Hook.,"E. F. L. P. Silva; W. A. Ferreira","E. F. L. P. Silva;W. A. Ferreira",NA,"1998","01","14",Brasil,São Paulo,Juquitiba,Sítio quatro heróis.,-47.060001373291,-23.9300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO3. PO3. QO3.;Floresta ombrófila densa","24559",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"943",2019-05-06 11:55:14-03,UFU,HUFU,"1483",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","73","1981","06","20",Brasil,São Paulo,Campos do Jordão,Parque Estadual Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054956,HUFU00054956,NA,NA,NA,NA,Mata de altitude.,"21048",auto,"1981","06","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"944",2019-05-06 11:55:14-03,UFU,HUFU,"2038",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","79","1981","06","20",Brasil,São Paulo,Campos do Jordão,Parque Estadual Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054960,HUFU00054960,NA,NA,NA,NA,Barranco úmido e sombreado.,"21048",auto,"1981","06","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"945",2019-05-06 11:55:14-03,UFU,HUFU,"1482",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","267","1982","06","30",Brasil,São Paulo,Campos do Jordão,"Parque Estadual Campos do Jordão, Região do Rio Sapucaí-Guaçu. Margem da nascente.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054958,HUFU00054958,NA,NA,NA,NA,NA,"21048",auto,"1982","06","30",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"946",2019-05-06 11:55:14-03,UFU,HUFU,"2037",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","267","1982","06","30",Brasil,São Paulo,Campos do Jordão,"Parque Estadual Campos do Jordão, Rio Sapucaí-Guaçu. Margem da nascente.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054955,HUFU00054955,NA,NA,NA,NA,NA,"21048",auto,"1982","06","30",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"947",2019-05-06 11:55:14-03,UFU,HUFU,"1481",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","268","1982","06","29",Brasil,São Paulo,Campos do Jordão,"Parque Estadual Campos do Jordão, São José dos Alpes.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054959,HUFU00054959,NA,NA,NA,NA,Mata Nebular.,"21048",auto,"1982","06","29",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"948",2019-05-06 11:55:14-03,UFU,HUFU,"1484",S,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,"Ranal, M.","Ranal, M.","92","1981","06","20",Brasil,São Paulo,Campos do Jordão,"Parque Estadual Campos do Jordão, São José dos Alpes.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,HUFU00054957,HUFU00054957,NA,NA,NA,NA,Mata nebular.,"21048",auto,"1981","06","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"960",2021-03-04 15:47:00-03,IF,SPSF,"32099",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,NA,NA,A.Salino,"6237","2001","03","08",Brasil,SP,Bananal,Estação Ecológica de Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,Pteridophyta,Polypodiales,América do Sul,NA,"COLETA: XLS: SPSFAntigo;","26795",auto,NA,NA,NA,Polypodiopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.638611,-23.421111,"961",2021-03-04 15:47:00-03,IF,SPSF,"40923",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,F. A. R. D. P. Arzolla,F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho & V.Gregorato,"1312","2008","03","18",Brasil,SP,Mairiporã,"Parque Estadual da Cantareira, Núcleo Águas Claras",-46.638611,-23.421111,NA,NA,"1060","1060",NA,NA,Pteridophyta,Polypodiales,América do Sul,NA,"COLETA: Floresta Ombrófila Densa Montana&nf;Planta arborescente, 1,5m altura;",NA,NA,"2008","04","30",Polypodiopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015,-23.228611,"963",2021-03-04 15:47:00-03,IF,SPSF,"50753",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,A. Maruyama,A. Maruyama & L. Cicco,"130","2015","10","12",Brasil,SP,Cunha,NA,-45.015,-23.228611,NA,NA,"1095","1095",NA,NA,Pteridophyta,Polypodiales,América do Sul,NA,"COLETA: Feto arborescente ca. 3,0 m alt. Soros de coloração alvo-amarelo.; GEOGRAFIA: Floresta ombrófila densa;",NA,NA,"2015","10","12",Polypodiopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015278,-23.227778,"964",2021-03-04 15:47:00-03,IF,SPSF,"51485",PreservedSpecimen,Plantae,Dicksoniaceae,Dicksonia,sellowiana,Dicksonia sellowiana,Hook.,A. Maruyama,A. Maruyama & L. Cicco,"640","2016","11","14",Brasil,SP,Cunha,NA,-45.015278,-23.227778,NA,NA,"1090","1090",NA,NA,Pteridophyta,Polypodiales,América do Sul,NA,"COLETA: Feto arborescente ca. 2,0 m alt. Soros de coloração verde.; GEOGRAFIA: Floresta Aluvial;",NA,NA,"2016","11","14",Polypodiopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
