X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"21",2021-03-15 16:37:00-03,NY,NYBG,"375089",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,M. M. F. Melo,A. Rodrigues,"1941","06",NA,Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00375089,NY00375089_01,Magnoliophyta,Ericales,"7252",South America,"Serra da Cantareira, na Cuca",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21095' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"62",2021-03-30 12:49:16-03,EAO,IAN,"73762",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Ducke, A","Gehrt, A","1935","06","24",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IAN073762,NA,Dicotiledônea,NA,s.n.,Southern America,Morro de São Bento.,NA,"Árvore; flores alvas.",NA,NA,NA,"1952",NA,"26836",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"83",2020-11-04 11:19:37-03,ESALQ,ESA,"4768",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Almeida Jr., E.B.","Catharino, E.L.M.","1986","01","24",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,ESA004768,ESA004768,Magnoliophyta,NA,"644.0",NA,NA,NA,NA,NA,NA,NA,"2008","05","55628",auto,"10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"84",2020-11-04 11:19:37-03,ESALQ,ESA,"93563",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Almeida Jr., E.B.","Ivanauskas, N.M. et al.","2001","07","07",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,ESA093563,ESA093563,Magnoliophyta,NA,"4489.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"92",2020-11-04 11:19:37-03,ESALQ,ESA,"109333",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,NA,NA,"Sampaio, D.",NA,NA,NA,Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,ESA109333,ESA109333,Magnoliophyta,NA,"142.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"93",2020-11-04 11:19:37-03,ESALQ,ESA,"29287",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Almeida Jr., E.B.","Ivanauskas, N.M.","1996","06","29",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,ESA029287,ESA029287,Magnoliophyta,NA,"843.0",NA,NA,NA,NA,NA,NA,NA,"2009","05","17990",auto,"10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"94",2020-11-04 11:19:37-03,ESALQ,ESA,"79405",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Almeida Jr., E.B.","Sztutman, M. ; Valmir","1999","06","30",Brasil,São Paulo,Pariquera-açú,-47.8800010681152,-24.7099990844727,NA,NA,ESA079405,ESA079405,Magnoliophyta,NA,"320.0",NA,NA,NA,NA,NA,NA,NA,"2008","07","17990",auto,"14",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"95",2020-11-04 12:16:09-03,ESALQ,ESA,"139103",PreservedSpecimen,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,NA,"Colletta, G.D","2016","03","30",Brasil,SP,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,ESA139103,NA,NA,NA,"2622.0",NA,Ilha do Cardoso,NA,"Árvore, 7m, látex branco e abundante",NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"128",2019-02-15 11:50:22-02,IPA,IPA,"2314",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Ducke, A.","Gehrt, A.","1935","06","24",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IPA0002314,NA,Plantae,NA,s.n.,Southern America,Morro de São Bento,NA,"Árvore, flores alvas.",NA,NA,NA,"1950","01","26836",auto,"09",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.918056,-24.9025,"161",2021-03-01 16:41:10-03,UNICAMP,UEC,"149335",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Urbanetz, C","Urbanetz, C","2008",NA,NA,Brazil,São Paulo,Cananéia,-47.918056,-24.9025,"-47.918056","-24.9025",UEC184149,UEC184149,Magnoliopsida,NA,"489",NA,"Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.",NA,"Árvore de 10m de altura. Frutos maduros bordô.; Floresta alta de restinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"162",2021-03-01 16:41:10-03,UNICAMP,UEC,"149919",S,Plantae,Sapotaceae,Manilkara,subsericea,Manilkara subsericea,(Mart.) Dubard,"Tamashiro, JY","Urbanetz, C","2003","10","28",Brazil,São Paulo,Cananéia,-47.931944,-24.885278,"-47.931944","-24.885278",UEC074906,UEC074906,Magnoliopsida,NA,"183",NA,"Km 31 da rodovia SP-226, Fazenda Folha Larga.",NA,Árvore de 25m.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
