X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,county,decimalLongitude,decimalLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,relationshipType,individualCount,fieldNumber,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3899993896484,-23.1800003051758,"16",2020-11-04 11:00:29-03,ESALQ,ESA,"28018",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","11208.0","1996","06","01",NA,Brasil,São Paulo,"Estrada em torno da Represa Atibainha. 23*08'33,4S, 46*21'28,4W. 800 m.s.m. Mata mesófila semidecídua.",NA,NA,"Rastejante; flores v erdes com ápice vermelho. Beira de mata.",ESA028018,Magnoliophyta,NA,(Urb.) Malme,Nazaré Paulista,-46.3899993896484,-23.1800003051758,"Silveira, M.F.","800","800",ESA028018,NA,NA,NA,"18850",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"17",2020-11-04 11:00:29-03,ESALQ,ESA,"30992",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Souza, V.C. et al.","10495.0","1996","01","25",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA030992,Magnoliophyta,NA,(Urb.) Malme,Itararé,-49.3400001525879,-24.1100006103516,"Silveira, M.F.",NA,NA,ESA030992,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"43",2021-03-01 16:21:30-03,UNICAMP,UEC,"15241",S,Plantae,Apiaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3084","1976","09","30",NA,Brazil,São Paulo,"Reserva do Instituto Florestal, Estrada para Paiol. Campo limpo. Em barrancos.",NA,NA,Folhas glabras sépalas esverdeadas.,UEC053722,Magnoliopsida,NA,(Urb.) Malme,Campos do Jordão,-45.5900001525879,-22.7299995422363,"Tamashiro, JY","1550","1680",UEC053722,"1982","12",NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"95",2019-11-13 11:15:38-03,USP,SPF,"10678",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Hoehne, W",s.n.,"1940","09",NA,NA,Brasil,São Paulo,Alto da Lapa.,NA,NA,NA,SPF00010678,NA,NA,(Urb.) Malme,São Paulo,-46.6300010681152,-23.5400009155273,"Corrêa, IP",NA,NA,SPF00010678,"1996","08","14","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9597,-23.0744,"97",2019-01-25 15:38:25-02,IAC,IAC,"3647",S,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,A.P. Viégas & J. Kiehl,s/nº,"1939","04","16",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,(Urb.) Malme,Cunha,-44.9597,-23.0744,I.P. Corrêa,NA,NA,NA,"1996","08","30",NA,NA,NA,NA,"-44.9597","-23.0744",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.1800003051758,"98",2019-11-13 16:04:27-03,UNISANTA,HUSC,"2540",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Souza, V.C.; et al.","11208","1996","06","01",NA,Brasil,São Paulo,Estrada em torno da represa Atibainha,NA,NA,"Rastejante, flores verdes com ápice vermelho",NA,Magnoliophyta,NA,(Urb.) Malme,Nazaré Paulista,-46.3899993896484,-23.1800003051758,"Silveira, M.F.",NA,NA,NA,"2005","11",NA,"18850",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"148",2019-12-16 15:38:43-03,IBt,SP,"48794",S,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Viégas, AP",s.n.,"1939","04","16",NA,Brasil,São Paulo,NA,NA,NA,NA,SP116657,NA,NA,(Urb.) Malme,Cunha,-44.9599990844727,-23.0699996948242,"Corrêa, IP",NA,NA,SP116657,"1997","07","21","38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"149",2019-11-21 09:59:21-03,IBt,SP,"296922",S,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10495","1996","01","25",NA,Brasil,São Paulo,"Mata de araucaria, na estrada Itararé - Bom Sucesso de Itararé",NA,NA,NA,NA,NA,NA,(Urb.) Malme,Itararé,-49.3400001525879,-24.1100006103516,"Silveira, MF",NA,NA,NA,"2007","05",NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"150",2019-12-16 15:38:43-03,IBt,SP,"7293",S,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Brade, AC","5586","1912","01","14",NA,Brasil,São Paulo,NA,NA,NA,NA,SP116654,NA,NA,(Urb.) Malme,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,NA,SP116654,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"151",2019-12-16 15:38:43-03,IBt,SP,"19138",S,Plantae,Araliaceae,Hydrocotyle,exigua,Hydrocotyle exigua,"Hoehne, FC",s.n.,"1927","04","20",NA,Brasil,São Paulo,NA,NA,NA,NA,SP116658,NA,NA,(Urb.) Malme,São Bento do Sapucaí,-45.7299995422363,-22.6800003051758,"Corrêa, IP",NA,NA,SP116658,"1998","02","04","18089",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
