X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,year,month,day,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,county,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.540301,-22.687374,"2",2021-03-15 16:37:00-03,NY,NYBG,"617497",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,J. W. C. Harshberger,"3314",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250627' target='other'> <mi>dwc_moreinfo</mi></a>,NY00617497,Magnoliophyta,Apiales,Malme,L. Constance,"1927","07","23",São Paulo,Campos do Jordao,-45.540301,-22.687374,"1585.0","1585.0",NY00617497_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"18",2021-02-08 11:07:03-03,UNESP-IBB,BOTU,"13205",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Amaral Jr., A.","53",NA,Brasil,NA,NA,NA,BOTU013205,NA,NA,Malme,"Lucas, D.B.","1985","05","17",São Paulo,NA,-45.5,-22.75,NA,NA,BOTU013205,Campos do Jordão,45°30'w,22°45's,"2018","04","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.751389,"19",2021-02-08 11:07:03-03,UNESP-IBB,BOTU,"17377",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Carmello, S.M.","33",NA,Brasil,NA,NA,NA,BOTU017377,NA,NA,Malme,"Lucas, D.B.","1987","11","06",São Paulo,NA,-45.5,-22.751389,NA,NA,BOTU017377,Campos do Jordão,45°30'w,22°45'5''s,"2018","04","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"21",2021-02-08 11:07:03-03,UNESP-IBB,BOTU,"15656",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Amaral Jr., A.","8",NA,Brasil,NA,NA,NA,BOTU015656,NA,NA,Malme,"Lucas, D.B.","1982","02","16",São Paulo,NA,-45.5,-22.75,NA,NA,BOTU015656,Campos do Jordão,45°30'w,22°45's,"2018","04","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.404167,-22.966389,"23",2021-02-08 11:07:03-03,UNESP-IBB,BOTU,"28254",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Cota, M.R.C.","63",NA,Brasil,NA,NA,NA,BOTU028254,NA,NA,Malme,"Lucas, D.B.","2010","12","16",São Paulo,NA,-48.404167,-22.966389,NA,NA,BOTU028254,Botucatu,48°24'15w,22°57'59s,"2018","04","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"55",2019-11-01 15:27:55-03,PUC-RIO,FCAB,"2615",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,P. Capell S.J.,s.n.,NA,Brasil,NA,NA,NA,FCAB002615,NA,Angiospermae,Malme,Diober Lucas,"1946","02",NA,São Paulo,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,Campos do Jordão,NA,NA,"2017","10","09","21048",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"56",2019-11-01 15:27:55-03,PUC-RIO,FCAB,"2616",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,P.E. Leite S.J.,s.n.,NA,Brasil,NA,NA,NA,FCAB002616,NA,Angiospermae,Malme,Diober Lucas,"1945","03",NA,São Paulo,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,Campos do Jordão,NA,NA,"2017","10","09","21048",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.685369,-20.0473,"89",2020-12-11 11:31:36-03,UFMG,BHCB,"149022",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Tameirão Neto, E; Mansur, T","4903",Southern America,Brasil,NA,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, herbáceo",BHCB056495,Dicotyledon,NA,Malme,NA,"2011","01","13",Minas Gerais,"Serra Gandarela, Projeto Mina Apolo",-49.685369,-20.0473,"1596","1596",BHCB056495,Santa Bárbara,"-49.685369","-20.0473","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"102",2020-12-17 17:32:05-03,UFMG,BHCB,"61207",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Hoehne, W",s.n.,Southern America,Brasil,NA,NA,"Herbácea; Campo seco",BHCB057742,Dicotyledon,NA,Malme,NA,"1942","01","14",São Paulo,Próximo à São Miguel,-46.6300010681152,-23.5400009155273,NA,NA,BHCB057742,São Paulo,NA,NA,"2020","11",NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.842778,-22.428056,"130",2019-11-13 11:14:43-03,USP,SPF,"122801",PreservedSpecimen,Plantae,Apiaceae,Eryngium,eurycephalum,Eryngium eurycephalum,"Shepherd, GJ","9787",NA,Brasil,NA,NA,NA,SPF00122801,NA,NA,Malme,"Lucas, D","1997","02","19",São Paulo,Pedra da Mina,-44.842778,-22.428056,"2770","2770",SPF00122801,Queluz,"-44.842778","-22.428056","2018","02",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
