X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,typeStatus,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,infraspecificEpithet,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3,-23.75,"24",2021-03-15 16:37:00-03,NY,NYBG,"557951",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,vicozensis,Eugenia vicozensis,O.Berg,M. Sobral,J. Mattos,"12761","1965","10","28",South America,Brazil,São Paulo,Paranapiacaba (Via ferrea Sao Paulo Santos) Estaçao Biologica,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479591' target='other'> <mi>dwc_moreinfo</mi></a>,NY00557951,NY00557951_01,NA,-46.3,-23.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"56",2020-11-04 11:14:41-03,ESALQ,ESA,"32734",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,tinguyensis,Eugenia tinguyensis,Cambess.,"Sobral, M.","Leitão Filho, H.F. et al.","34831.0","1996","02","06",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,ESA032734,ESA032734,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"57",2020-11-04 11:14:41-03,ESALQ,ESA,"13086",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,tinguyensis,Eugenia tinguyensis,Cambess.,"Matsumoto, K.","Moraes, P.L.R.","875.0","1993","12","18",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,ESA013086,ESA013086,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,"2011",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"59",2020-11-04 11:14:41-03,ESALQ,ESA,"123072",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,tinguyensis,Eugenia tinguyensis,NA,NA,"Carvalho, M.H. ; Prata, E.M.B.",NA,"2006","12","16",NA,Brasil,São Paulo,Parque Estadual da Ilha Anchieta (PEIA).,NA,NA,NA,NA,ESA123072,NA,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"60",2020-11-04 11:14:41-03,ESALQ,ESA,"123127",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,tinguyensis,Eugenia tinguyensis,NA,NA,"Zipparro, V.B.",NA,"2007","12","12",NA,Brasil,São Paulo,Parque Estadual da Ilha Anchieta (PEIA).,NA,NA,NA,NA,ESA123127,NA,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.933333,-22.75,"84",2021-03-01 16:36:19-03,UNICAMP,UEC,"169213",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,microcarpa,Eugenia microcarpa,O.Berg,"Santos, K","Santos, K; Belinello, R","4131","2001","09","17",NA,Brazil,São Paulo,"Mata da Fazenda Recreio (Fragmento G2); área total: 63,4 ha.","650","650",NA,"Árvore zoocórica; &nf;altura total : 14 m.&nf;Altura do fuste: 8 m; &nf;PAP: 52cm.&nf;Pilosa, tricomas meio crespinhos.&nf;&nf;; Floresta estacional semidecidual.",UEC007032,UEC007032,Campinas,-46.933333,-22.75,NA,"-46.933333","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-22.8,"85",2021-03-01 16:36:19-03,UNICAMP,UEC,"169282",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,microcarpa,Eugenia microcarpa,O.Berg,"Sobral, M","Santos, K; Belinello, R","2141","2000","06","14",NA,Brazil,São Paulo,"Mata da Fazenda Santana do Atalaia (Fragmento M4); área total: 25,2 ha.","733","733",NA,"Árvore zoocórica;&nf;altura total: 10 m;&nf;altura do fuste: 5 m;&nf;PAP: 46 cm;&nf;01-25% da copa infestada por lianas.&nf;Pilosa, tricomas meio crespinhos.; Floresta estacional semidecidua.",UEC007031,UEC007031,Campinas,-46.883333,-22.8,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.916667,-22.816667,"86",2021-03-01 16:36:19-03,UNICAMP,UEC,"169283",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,microcarpa,Eugenia microcarpa,O.Berg,"Sobral, M","Santos, K; Belinello, R","1265","2000","05","05",NA,Brazil,São Paulo,"Mata Ribeirão Cachoeira (Área C1); área total: 244,9 ha.","653","653",NA,"Árvore zoocórica;&nf;altura total: 7 m;&nf;altura do fuste: 3 m;&nf;PAP: 21 cm;&nf;&nf;Pilosa, tricomas meio crespinhos.; Floresta estacional semidecidua.",UEC007029,UEC007029,Campinas,-46.916667,-22.816667,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.835,-23.37,"87",2021-03-01 16:36:19-03,UNICAMP,UEC,"174994",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,pisiformis,Eugenia pisiformis,Cambess.,"Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1185","1996","09","16",NA,Brazil,São Paulo,"Picinguaba.próximo à trilha do corisco, altitude de 120m.",NA,NA,NA,"Árvore 92 com 9m de altura, vegetativo.",UEC029735,UEC029735,Ubatuba,-44.835,-23.37,NA,"-44.835","-23.37",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"88",2021-03-01 16:36:19-03,UNICAMP,UEC,"200193",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,pisiformis,Eugenia pisiformis,Cambess.,"Meireles, LD","Padgurschi, MCG; Belinello, R",M1618,"2009",NA,NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,"990","1045",NA,Parcela M - Projeto Biota-FAPESP. Árvore com 18 metros de altura. Frequência da espécie na parcela: n=2,UEC177739,NA,São Luiz do Paraitinga,-45.183333,-23.4,NA,"-45.183333","-23.4",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"89",2021-03-01 16:36:19-03,UNICAMP,UEC,"200675",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,pisiformis,Eugenia pisiformis,Cambess.,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO",N534,"2008","12","07",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,"990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=3; Mata Atlântica",UEC158016,UEC158016,São Luiz do Paraitinga,-45.183333,-23.4,NA,"-45.183333","-23.4",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"90",2021-03-01 16:36:19-03,UNICAMP,UEC,"92046",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,pisiformis,Eugenia pisiformis,Cambess.,"Meireles, LD","Sanchez, M; Pedroni, F","31353","1992","11","07",NA,Brazil,São Paulo,Núcleo Picinguaba,NA,NA,NA,"árvore de 12m de altura, botões com pétalas brancas,fruto maduro vináceo.; Margem do Rio da Fazenda",UEC152454,UEC152454,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,"2017","09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"136",2020-06-29 09:31:29-03,UFRRJ,RBR,"36694",S,Plantae,NA,NA,Myrtaceae,Eugenia,pisiformis,Eugenia pisiformis,Cambess.,M.C. Souza,A. Gentry,"49180","1985","01","04",NA,Brasil,São Paulo,"Santa Genebra, SÃO PAULO: Santa Genebra, UNICAMP Forest Reserve near Campinas, Betel, alt. 600m. 22º50#?#S, 47º08#?#W.",NA,NA,NA,NA,RBR00036694,RBR00036694,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,"23900",auto,"2015","03","04",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"158",2020-12-21 16:36:34-03,MBM,MBM,"68531",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,microcarpa,Eugenia microcarpa,O.Berg,"Sobral, M.","Shepherd, G.J.; et al.; et al.","10979","1980","01","30",Southern America,Brazil,São Paulo,Estação Experimental de Ubatuba,NA,NA,NA,NA,MBM068531,MBM068531,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"166",2020-12-21 16:36:44-03,MBM,MBM,"68518",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,tinguyensis,Eugenia tinguyensis,Cambess.,"Sobral, M.","Silva, A.F.","10986","1978","10","23",Southern America,Brazil,São Paulo,Estação Experimental de Ubatuba,NA,NA,NA,NA,MBM068518,MBM068518,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
