X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,individualCount,fieldNumber,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.204722,-24.110555,"13",2020-11-04 11:14:35-03,ESALQ,ESA,"128284",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,"Ivanauskas, N.M.","Virillo, C.B.","150.0","2013","04","01",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado",-47.204722,-24.110555,"-47.204722","-24.110555","269","269",NA,ESA128284,NA,"2013",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"14",2020-11-04 11:14:35-03,ESALQ,ESA,"29419",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,"Ivanauskas, N.M.","Ivanauskas, N.M. et al.","974.0","1995","06","04",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029419,ESA029419,NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"15",2020-11-04 11:14:35-03,ESALQ,ESA,"104508",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,"Aguiar, O.T.","Aguiar, O.T.","1020.0","2002","03","14",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,ESA104508,ESA104508,"2002","03","17","27904",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"16",2020-11-04 11:14:35-03,ESALQ,ESA,"52019",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D. Legrand,NA,"Lima, R.A.F.","450.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",NA,ESA052019,ESA052019,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"17",2020-11-04 11:14:35-03,ESALQ,ESA,"109753",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29327.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109753,ESA109753,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"18",2020-11-04 11:14:35-03,ESALQ,ESA,"1775",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,"Aguiar, O.T.","Ivanauskas, N.M. ; Nascimento, R.C.","81.0","1995","03","24",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA001775,NA,NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"19",2020-11-04 11:14:35-03,ESALQ,ESA,"99561",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,"Ivanauskas, N.M.","Ivanauskas, N.M.","5010.0","2004","01","15",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA099561,ESA099561,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:14:35-03,ESALQ,ESA,"109754",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29328.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109754,ESA109754,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"21",2020-11-04 11:14:35-03,ESALQ,ESA,"109752",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29326.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109752,ESA109752,NA,NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.99,-24.064167,"22",2021-03-01 16:36:19-03,UNICAMP,UEC,"188982",S,Plantae,Myrtaceae,Eugenia,pruinosa,Eugenia pruinosa,D.Legrand,"Mazine, FF","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","244","2015","02","09",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.99,-24.064167,"-47.99","-24.064167","800","800","Árvore, 9 m de altura e 6 cm de DAP; Floresta Ombrófila Densa",UEC119523,UEC119523,"2015",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
