X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,typeStatus,relatedCatalogItem,previousCatalogNumber,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.63,-24.32,"44",2021-03-15 16:37:00-03,NY,NYBG,"687463",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,J. A. Pastore,NA,NA,NA,E. L. M. Catharino,"1988","09","01",Brazil,São Paulo,Juquiá,NA,-47.63,-24.32,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875283' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687463,NY00687463_01,"1309",NA,NA,NA,NA,Magnoliophyta,Sapindales,South America,sheet,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4526,-24.4201,"64",2020-11-24 17:10:51-03,UTFPR,DVPR,"5629",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,"Brotto, ML","2016","12","05","Silva, JM; Brotto, ML; Völtz, RR; Lozano, ED","2016","11","30",Brasil,Paraná,Adrianópolis,"Tatupeba; Estrada para João Surrá.",-48.4526,-24.4201,"-48.4526","-24.4201","Avoreta com 2 m de altura; Flores de cor creme.; Floresta Ombrófila Densa Submontana, vegetação em estágio médio de sucessão.",DVPR005629,NA,"9654","130","130",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.24,-24.16,"87",2020-11-04 11:14:01-03,ESALQ,ESA,"84836",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,DC.,"Souza, V.C.",NA,NA,NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","20",Brasil,São Paulo,Ribeirão Grande,Parque Estadual Intervales. Trilha do Cipó em direção à Gruta do Cipó. Vegetação secundária(capoeirão) de Floresta Ombrófila Densa Montana com intensa exploração agrícola de palmito e madeira.,-48.24,-24.16,"-48.24","-24.16","Arvoreta de 2,5m, botões terminais verdes imaturos",ESA084836,ESA084836,"131.0","830","830",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.24,-24.16,"88",2020-11-04 11:14:01-03,ESALQ,ESA,"84837",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,DC.,"Souza, V.C.",NA,NA,NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","20",Brasil,São Paulo,Ribeirão Grande,Parque Estadual Intervales. Trilha do Cipó em direção à Gruta do Cipó. Vegetação secundária(capoeirão) de Floresta Ombrófila Densa Montana com intensa exploração agrícola de palmito e madeira.,-48.24,-24.16,"-48.24","-24.16",Árvore.,ESA084837,ESA084837,"151.0","830","830",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.24,-24.18,"90",2020-11-04 11:14:01-03,ESALQ,ESA,"84839",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Rodrigues, R.R.",NA,NA,NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","18",Brasil,São Paulo,Iporanga,"Parque Estadual Intervales, Trilha do Carmo Acima, em direção aos Três Córregos, trecho com intensa extração seletiva de palmito e madeira, com poucas espécies finais da sucessão, com melhora no final da trilha (2 km).",-48.24,-24.18,"-48.24","-24.18","Arvoreta, 2m, sementes envoltas por arilo vermelho.",ESA084839,ESA084839,"158.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"94",2020-11-04 11:14:01-03,ESALQ,ESA,"33448",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Gandolfi, S.","1996","03","14","Gandolfi, S.; Colleti Jr., R.; Cruz A.T.","1991","09","24",Brasil,São Paulo,São Pedro,NA,-47.9099998474121,-22.5400009155273,NA,NA,NA,ESA033448,ESA033448,NA,NA,NA,"19379",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"95",2020-11-04 11:14:01-03,ESALQ,ESA,"25642",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,"Pastore, J.A.","2003","01","01","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L. M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","1995","09","04",Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.",-48.0999984741211,-24.5200004577637,NA,NA,"Arbusto, ca. 2 m alt.; botões verdes. Beira de Mata Atlântica.",ESA025642,ESA025642,"9140.0",NA,NA,"38804",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"99",2020-11-04 11:14:01-03,ESALQ,ESA,"95365",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.",NA,NA,NA,"Meireles, J.E. et al.","2005","03","28",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,ESA095365,ESA095365,"295.0",NA,NA,"38804",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"100",2020-11-04 11:14:01-03,ESALQ,ESA,"12695",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.",NA,NA,NA,"Souza, V.C. et al.","1993","11","27",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA012695,ESA012695,NA,NA,NA,"27729",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"101",2020-11-04 11:14:01-03,ESALQ,ESA,"30884",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Souza, V.C.","1997","02","11","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Astorino, A.","1996","01","26",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA030884,ESA030884,"10626.0",NA,NA,"27729",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
