X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,continentOcean,preparationType,previousCatalogNumber,phylum,order,typeStatus,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.26,-20.9,"24",2021-03-15 16:37:00-03,NY,NYBG,"389955",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,"J. A. Pastore; J. B. Baitello",A. Leme,SPSF5932,"1980","08","14",Brazil,São Paulo,Cedral,Cedral,-49.26,-20.9,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415793' target='other'> <mi>dwc_moreinfo</mi></a>,NY00389955,NY00389955_01,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Sapindales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"27",2021-03-15 16:37:00-03,NY,NYBG,"390548",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,B. T. Styles,A. P. Viégas,"2326","1938","10","07",Brazil,São Paulo,Campinas,Campinas. Faz. Santa Elisa,-47.06,-22.9,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415787' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390548,NY00390548_01,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Sapindales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0997,-20.63,"40",2021-03-15 16:37:00-03,NY,NYBG,"1127951",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,Illegible Determiner Name,H. de F. Leitão Filho,"12988","1981","09","12",Brazil,São Paulo,Pereira Barreto,Rod. Alianças-Pereira-Barreto a beira de estrada.,-51.0997,-20.63,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272398' target='other'> <mi>dwc_moreinfo</mi></a>,NY01127951,NY01127951_01,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Sapindales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"81",2021-03-15 16:37:00-03,NY,NYBG,"01023471",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,"C. E. Smith, Jr.",F. C. Hoehne,"28322","1931","11","27",Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193963' target='other'> <mi>dwc_moreinfo</mi></a>,NY01023471,NY01023471_01,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Sapindales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.856667,-21.347222,"93",2021-02-08 11:09:29-03,UNESP-IBB,BOTU,"22086",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,NA,"Bicudo, L.R.H.","97","1998","10","13",Brasil,São Paulo,Panorama,NA,-51.856667,-21.347222,51°51'24w,21°20'50s,NA,NA,"Árvore, 7 m de altura, cálice verde, corola amarelo creme,, tubo estaminal amarelo-creme, gineceu amarelo-creme, odor suave",BOTU022086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.746917,-21.069611,"96",2021-02-08 11:09:29-03,UNESP-IBB,BOTU,"22757",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,NA,"Amaral Jr., A.","283","1999","04","07",Brasil,São Paulo,Castilho,NA,-51.746917,-21.069611,51°44'48.9w,21°04'10.6s,NA,NA,"Arbusto 2m, com botão creme.",BOTU022757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.620833,-20.789722,"97",2021-02-08 11:09:29-03,UNESP-IBB,BOTU,"22084",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,NA,"Bicudo, L.R.H.","58","1998","10","12",Brasil,São Paulo,Castilho,NA,-51.620833,-20.789722,51°37'15w,20°47'23s,NA,NA,"Mata de galeria, 5 m de altura, cálice verde amarelado, corola, androceu e gineceu amarelo creme",BOTU022084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"160",2020-01-20 14:40:39-03,UPM,MACK,"2730",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,E. H. P. Barreto,A. R. Balbin,"107","2016","04","05",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,Bosque da arquitetura,NA,NA,"2016","04","15",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"224",2020-11-04 11:13:54-03,ESALQ,ESA,"102069",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,NA,"Bertoncini, A.P.","Bertoncini, A.P.","830.0","1998","05","07",Brasil,São Paulo,Avaí,NA,-49.3300018310547,-22.1399993896484,NA,NA,NA,NA,NA,ESA102069,ESA102069,"1998","07","17",NA,NA,NA,Magnoliophyta,NA,NA,NA,"23140",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.28548,-22.75644,"227",2020-11-04 10:56:10-03,ESALQ,ESA,"133638",PreservedSpecimen,Plantae,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Vell.,"Correa, L. S. & Scatigna, A. V.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","834.0","2015","06","30",Brasil,São Paulo,Nova Odessa,Instituto de Zootecnia. Interior de fragmento de Floresta Estacional Semidecidual degradada.,-47.28548,-22.75644,"-47.28548","-22.75644","588","588","Árvore, ca. 10m.",ESA133638,NA,"2015","07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
