X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,fieldNumber,minimumElevationInMeters,typeStatus,dayIdentified,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"16",2019-11-21 10:13:37-03,IBt,SP,"8980",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC","Hoehne, FC",s.n.,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"17",2019-11-21 10:13:37-03,IBt,SP,"118747",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Udulutsch, RG","Mattos, J; Mattos, N","14475","1966","12","17",NA,Brasil,São Paulo,Fazenda da Guarda (Horto Florestal),NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,"2001","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"18",2019-11-21 10:13:37-03,IBt,SP,"105477",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Udulutsch, RG","Kuhlmann, M","2113","1949","11","23",NA,Brasil,São Paulo,Umuarama,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,"2001","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"19",2019-11-21 10:13:37-03,IBt,SP,"32525",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Gehrt, A","Kuhlmann, M",s.n.,"1935","01","25",NA,Brasil,São Paulo,Umuarama,NA,NA,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"20",2019-11-21 10:13:37-03,IBt,SP,"25319",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC","Gehrt, A",s.n.,"1930","06","12",NA,Brasil,São Paulo,"Cabeceira do Rio Cotia, segunda barragem",NA,NA,NA,NA,Cotia,-46.9099998474121,-23.6000003814697,"23869",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"21",2019-11-21 10:13:37-03,IBt,SP,"366394",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Buono, F","Catharino, ELM",s.n.,"1990","04","28",NA,Brasil,São Paulo,"Estação Ecológica da Juréia, Morro da Juréia-Trilha da Figueira",NA,NA,NA,NA,Iguape,-47.5499992370605,-24.7000007629395,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"22",2019-11-21 10:13:37-03,IBt,SP,"366393",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Buono, F","Shirasuna, RT; et al.",s.n.,"1994","09","04",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"23",2019-11-21 10:13:37-03,IBt,SP,"21011",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,NA,"Loefgren, A",CGG3681,"1897","01",NA,NA,Brasil,São Paulo,NA,NA,NA,SP009628,SP009628,São José dos Campos,-45.8800010681152,-23.1700000762939,"39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"24",2019-11-21 10:13:37-03,IBt,SP,"3992",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC; Schlechtler, R","Hoehne, FC",s.n.,"1920","05","20",NA,Brasil,São Paulo,Butantã,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"25",2019-11-21 10:13:37-03,IBt,SP,"27856",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC","Zoéga, F",s.n.,"1931","06","08",NA,Brasil,São Paulo,Cidade Jardim,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
