X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,coordinatePrecision,imagecode,geoFlag,class,order,typeStatus,relatedCatalogItem,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,preparationType,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.263056,-24.261667,"1",2021-03-30 12:45:56-03,EAO,IAN,"183291",PreservedSpecimen,Plantae,Dicotiledônea,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Kawasaki, ML","1995","04","Souza, VC; Miyagi, PH; Souza, JP","7361","1994","11","14",Southern America,Brasil,São Paulo,Itararé,Estrada Itararé-Bom Sucesso. Fazenda Sta. Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes. Beira da mata.,-49.263056,-24.261667,"-49.263056","-24.261667","Arbusto, ca. 3m de altura; petalas e estames alvos.",IAN183291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"5",2020-11-04 10:56:24-03,ESALQ,ESA,"135600",PreservedSpecimen,Plantae,NA,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O. Berg) Landrum,"Meireles, L.D.","2020","09",C.P. Caliari,"2160.0","2009","03","19",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,ESA135600,"55628",NA,auto,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"6",2020-11-04 11:14:43-03,ESALQ,ESA,"15764",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Landrum, L.R.",NA,NA,"Souza, V.C.; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.; Rolim, G.S.; Shimabukuro, M.T.","2373.0","1993","02","19",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA015764,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"7",2020-11-04 11:14:43-03,ESALQ,ESA,"35447",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Kawasaki, M.L.",NA,NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M. Y.","7361.0","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA035447,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"8",2020-11-04 11:14:43-03,ESALQ,ESA,"21064",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Kawasaki, M.L.",NA,NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M. Y.","7361.0","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA021064,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"9",2020-11-04 11:14:43-03,ESALQ,ESA,"19254",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Souza, V.C. & Souza, J.P.",NA,NA,"Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","357.0","1995","02","12",NA,Brasil,São Paulo,Itararé,Fazenda Ibiti (Ripasa) . Beira de estrada Itararé - Bonsucesso de Itararé. Campo com mata ciliar perturbada adjacente.,-49.3400001525879,-24.1100006103516,NA,NA,"Arbusto, 2,5 - 3,0 m alt. Frutos verdes. Mata.",ESA019254,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"10",2020-11-04 11:14:43-03,ESALQ,ESA,"12465",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Souza, V.C. & Souza, J.P.",NA,NA,"Souza, V.C. et al.","4729.0","1993","11","27",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA012465,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"11",2020-11-04 11:14:43-03,ESALQ,ESA,"25406",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"Kawasaki, M.L.",NA,NA,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Nakagomi, M. Y.","7361.0","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA025406,"27729",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.820441,-23.789069,"13",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060709,PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,NA,NA,NA,"P.H. Miyagi; J.P. Souza, J.A. Zandoval.","357","1995","2","12",NA,Brazil,Sao Paulo,NA,Itarare. Fazenda Ibiti (Ripasa) beira de estrada Itarare-Bonsucesso de Itarare.,-46.820441,-23.789069,NA,NA,"Arbusto, 2.5m-3.0m alto; frutos verdes.",NA,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.820441,-23.789069,"14",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043307,PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,franciscensis,Myrceugenia franciscensis,(O.Berg) Landrum,"L.R. Landrum, 1995.",NA,NA,"V.C. Souza; C.M. Sakuragui, C. Scaramuzza, B.G. Fina, G.S. Rolim, M. Shimabukuro","2373","1993","2","19",NA,Brazil,Sao Paulo,NA,Itarare. Fazenda Santa Maria do Espinho. Corrego do Peao.,-46.820441,-23.789069,NA,NA,"Arbusto, ca. 2m de altura. Frutos imaturos verdes.",NA,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
