X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,individualCount,fieldNumber,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"6",2020-11-04 11:06:13-03,ESALQ,ESA,"4633",PreservedSpecimen,Plantae,Magnoliophyta,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,NA,NA,"Catharino, E.L.M.","340.0","1985","08","16",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA004633,ESA004633,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2020-11-04 11:06:13-03,ESALQ,ESA,"30898",PreservedSpecimen,Plantae,Magnoliophyta,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,NA,NA,"Leitão Filho, H.F. et al.","34714.0","1996","01","30",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,ESA030898,ESA030898,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"9",2020-11-04 11:06:13-03,ESALQ,ESA,"4634",PreservedSpecimen,Plantae,Magnoliophyta,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,NA,NA,"Catharino, E.L.M.","824.0","1986","06","13",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA004634,ESA004634,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"10",2020-11-04 11:06:13-03,ESALQ,ESA,"29561",PreservedSpecimen,Plantae,Magnoliophyta,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart.,"Ivanauskas, N.M.","Ivanauskas, N.M.","908.0","1995","11","23",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029561,ESA029561,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"11",2020-11-04 11:06:13-03,ESALQ,ESA,"29590",PreservedSpecimen,Plantae,Magnoliophyta,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart.,"Ivanauskas, N.M.","Ivanauskas, N.M.","1102.0","1995","11","22",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029590,ESA029590_1 ESA029590_2,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.97,-20.42,"13",2015-07-02 14:01:39-03,JBP,HPL,"9094",S,Plantae,NA,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart. ex Miq.,H. Lorenzi,H. Lorenzi,"134","1992","09","16",NA,Brasil,SP,Votuporanga,Coletado na estrada entre Votuporanga sentido Cardoso (estrada lateral),-49.97,-20.42,NA,NA,NA,NA,NA,NA,NA,NA,"1992","09","16","20562",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.97,-20.42,"14",2015-07-02 14:01:39-03,JBP,HPL,"9088",S,Plantae,NA,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart. ex Miq.,H. Lorenzi,H. Lorenzi,"140","1992","11","19",NA,Brasil,SP,Votuporanga,Coletado na estrafa para Cardoso.,-49.97,-20.42,NA,NA,NA,NA,NA,NA,NA,NA,"1992","11","19","20562",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.665083,-23.774361,"17",2021-03-01 16:28:56-03,UNICAMP,UEC,"116112",S,Plantae,Magnoliopsida,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart. ex Miq.,"Stella, A","Oliveira, AA; Baptista, VR; Foster, W; Ferreira, L; Cielo-Filho, R; Zidko, A","3672","2000","04","23",NA,Brazil,São Paulo,São Sebastião,"Praia da Baleia. R. Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos.",-45.665083,-23.774361,"10","10",NA,"Árvore ca. 4 m de altura.; Interior da mata. Floresta de Restinga - Caixetal, com perturbação.",UEC077882,UEC077882,"-45.665083","-23.774361","2000","04",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.833333,-23.35,"18",2021-03-01 16:28:56-03,UNICAMP,UEC,"67379",S,Plantae,Magnoliopsida,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart. ex Miq.,"Santos, MF","Leite, EC; et al.","30169","1993","11","13",NA,Brazil,São Paulo,Ubatuba,Núcleo de Pincinguaba (sede).,-44.833333,-23.35,NA,NA,NA,"Árvore de 4 m, flores esverdeadas.",UEC077888,UEC077888,"-44.833333","-23.35","2007",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.852789,-23.352639,"19",2021-03-01 16:28:56-03,UNICAMP,UEC,"82290",S,Plantae,Magnoliopsida,NA,Ebenaceae,Diospyros,brasiliensis,Diospyros brasiliensis,Mart. ex Miq.,"Nave, AG","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF; Seoane, CE","34714","1996","01","30",NA,Brazil,São Paulo,Ubatuba,Trilha da Casa da Farinha.,-44.852789,-23.352639,NA,NA,NA,"Transição entre planície e encosta atlântica. Árvore com 3 m de altura, frutos imaturos.",UEC077884,UEC077884,"-44.852789","-23.352639",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
