X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,fieldNumber,class,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"8",2020-11-04 11:04:12-03,ESALQ,ESA,"32216",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,F.A.C.Weber,"Aona, L.Y.S.",NA,NA,NA,"Leitão Filho, H.F. et al.","34317.0","1996","02","03",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,ESA032216,ESA032216,Magnoliophyta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"9",2020-11-04 11:04:12-03,ESALQ,ESA,"34246",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,F.A.C.Weber,"Aona, L.Y.S.",NA,NA,NA,"Bertoncini, A.P. et al.","734.0","1996","12","12",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,ESA034246,ESA034246,Magnoliophyta,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"10",2020-11-04 11:04:12-03,ESALQ,ESA,"34239",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,F.A.C.Weber,"Aona, L.Y.S.",NA,NA,NA,"Bertoncini, A.P. et al.","708.0","1996","12","11",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,ESA034239,ESA034239,Magnoliophyta,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.120694,-23.389667,"26",2021-03-01 16:27:17-03,UNICAMP,UEC,"85148",S,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,A.A.Weber,"Zappi, DC","2001","08",NA,"Leitão Filho, HF; Rodrigues, RR; Borba, EL; Faivre, CH; Bortolotto, IM; Cardamone, RB","34317","1996","02","03",Brazil,São Paulo,Ubatuba,"Estrada Ubatuba-Taubaté no sopé da serra - 3 Km à frente da Estação do IAC, nos limites do parque Nacional da Serra do Mar.",-45.120694,-23.389667,"-45.120694","-23.389667",NA,NA,"Mata Atlântica, Epífita sobre árvore a 2m. Frutos verdes com ápice vermelho.",UEC091000,UEC091000,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"29",2021-03-01 16:27:17-03,UNICAMP,UEC,"85931",S,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,A.A.Weber,"Gonzaga, DR","2015","09","15","Shirasuna, RT; Catharino, ELM; Esteves, GL; Rodrigues, EA","81","1994","09","29",Brazil,São Paulo,Bananal,"Serra da Bocaina, Alto Vale do Rio Paca (Bracuí).",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,"Epífita, planta robusta, cerca de 2m de comprimento; flores creme.",UEC090904,UEC090904,Magnoliopsida,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"30",2021-03-01 16:27:17-03,UNICAMP,UEC,"75801",S,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,A.A.Weber,"Taylor, NP; Zappi, DC","2004","07",NA,"Sugiyama, M; Proença, SL; Kiyama, CY; Catharino, ELM","1349","1995","05","09",Brazil,São Paulo,Bananal,"Serra da Bocaina, Sede da Fundação Pró-Bocaina.",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,"Epífita ca. 4,0m de altura. Planta robusta com mais de 2,0m de comprimento. Frutos esbranquiçados translúcidos com ápice rosado.",UEC090995,UEC090995,Magnoliopsida,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"31",2021-03-01 16:27:17-03,UNICAMP,UEC,"92571",S,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,A.A.Weber,"Zappi, DC","2004","03",NA,"shir; Bertoncini, AP; Dário, FR; Lopes, RF; Rodrigues, RR; Souza, VC; Tamashiro, JY","708","1996","12","11",Brazil,São Paulo,Cunha,"Parque Estadual da Serra do Mar - Núcleo Cunha (S;W). Borda/ trilha do Rio Bonito.",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,"Frutos crassos esverdeados.; Floresta Ombrófila Densa com ação antrópica.",UEC090998,UEC090998,Magnoliopsida,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"32",2021-03-01 16:27:17-03,UNICAMP,UEC,"92600",S,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,A.A.Weber,"Aona, LYS","2004","06",NA,"Bertoncini, AP; Dário, FR; Lopes, RF; Rodrigues, RR; Souza, VC; Tamashiro, JY","734","1996","12","12",Brazil,São Paulo,Cunha,"Parque Estadual da Serra do Mar- Núcleo Cunha (S;W). Entorno da Estrada.",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,"Frutos verdes crassos.; Floresta Ombrófila Densa com ação antrópica.",UEC090997,UEC090997,Magnoliopsida,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"51",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"27089",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,F.A.C.Weber,"Sena, L.Y.S.","2004","08",NA,"Bertoncini, A.P.","708","1996","12","11",Brasil,São Paulo,Cunha,Parque Estadual da Serra do Mar,-44.9599990844727,-23.0699996948242,W,S,NA,NA,Frutos crassos esverdeados,NA,NA,NA,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"52",2020-06-17 15:24:58-03,UNESP-RC,HRCB,"12832",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,clavata,Rhipsalis clavata,F.A.C. Weber,D. C. Zappi,NA,NA,NA,"Furlan, A.",NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
