X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.7200012207031,-23.3799991607666,"13",2020-12-21 16:31:31-03,MBM,MBM,"400757",PreservedSpecimen,Plantae,NA,NA,Lentibulariaceae,Utricularia,nigrescens,Utricularia nigrescens,Sylvén,NA,"Canestraro, B.K.; Mysczak, L.A.; Mysczak, L.A.","820","2015","05","15",Southern America,Brazil,São Paulo,UHE Jurumirim,-48.7200012207031,-23.3799991607666,NA,"Herbácea, 10 cm, heliófita, flores amarelas calcaradas.; Savana Florestada, campo úmido, margem reservatório.",MBM400757,MBM400757,Paranapanema,NA,NA,NA,NA,NA,NA,NA,"29740",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.78,-20.51,"35",2019-11-13 11:23:35-03,USP,SPF,"132393",PreservedSpecimen,Plantae,NA,NA,Lentibulariaceae,Utricularia,nigrescens,Utricularia nigrescens,Sylvén,"Gonella, PM","Harley, RM","28516","1997","03","28",NA,Brasil,São Paulo,"Bocaina do Sul, Guará, São José.",-47.78,-20.51,NA,NA,SPF00132393,SPF00132393,NA,"600","600","-47.78","-20.51","2007","10",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"61",2020-07-02 08:40:50-03,IBt,SP,"337167",S,Plantae,NA,NA,Lentibulariaceae,Utricularia,nigrescens,Utricularia nigrescens,Sylvén,"Corrêa, MA","Rivadavia, F","169","1993","01","25",NA,Brasil,São Paulo,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,Itararé,NA,NA,NA,NA,"1998","01",NA,"27729",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0999984741211,-20.6299991607666,"62",2020-03-05 09:44:42-03,IBt,SP,"35750",S,Plantae,NA,NA,Lentibulariaceae,Utricularia,nigrescens,Utricularia nigrescens,Sylvén,"Corrêa, MA","Hoehne, FC; Gehrt, A",s.n.,"1936","08","01",NA,Brasil,São Paulo,Ilha Seca. Fazenda Guanabara,-51.0999984741211,-20.6299991607666,NA,NA,NA,NA,Pereira Barreto,NA,NA,NA,NA,"1995","07","25","36734",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
