X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,preparationType,coordinatePrecision,geoFlag,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"3",2021-03-15 16:37:00-03,NY,NYBG,"565837",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,C. C. Berg,NA,NA,NA,M. Kuhlmann,"1950","10","17",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325558' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565837,NY00565837_01,Magnoliophyta,Rosales,"3324",South America,Nativa no Jardim Botânico,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"29",2020-11-04 11:14:08-03,ESALQ,ESA,"29598",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","05","01",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029598,ESA029598,Magnoliophyta,NA,"1110.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"30",2020-11-04 11:14:08-03,ESALQ,ESA,"109770",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109770,ESA109770,Magnoliophyta,NA,"29341.0",NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"31",2020-11-04 11:14:08-03,ESALQ,ESA,"128102",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Virillo, C.B.","2013","04","03",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,NA,NA,NA,ESA128102,NA,Magnoliophyta,NA,"225.0",NA,Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55755,-24.16651,"32",2020-11-04 11:14:08-03,ESALQ,ESA,"128103",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,NA,NA,NA,NA,"Flores, T.B.","2013","03","28",Brasil,São Paulo,Tapirai,-47.55755,-24.16651,"-47.55755","-24.16651",NA,NA,NA,ESA128103,NA,Magnoliophyta,NA,"1838.0",NA,"Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"34",2020-11-04 11:14:08-03,ESALQ,ESA,"29599",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","10","01",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029599,ESA029599,Magnoliophyta,NA,"1111.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"35",2020-11-04 11:14:08-03,ESALQ,ESA,"25785",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.","1996","05","23","Ivanauskas, N.M.","1995","11","08",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA025785,ESA025785,Magnoliophyta,NA,"525.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"36",2020-11-04 11:14:08-03,ESALQ,ESA,"29600",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029600,ESA029600,Magnoliophyta,NA,"1112.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"37",2020-11-04 11:14:08-03,ESALQ,ESA,"29602",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029602,ESA029602,Magnoliophyta,NA,"1114.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"38",2020-11-04 11:14:08-03,ESALQ,ESA,"29601",PreservedSpecimen,Plantae,Moraceae,Brosimum,glaziovii,Brosimum glaziovii,Taub.,"Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029601,ESA029601,Magnoliophyta,NA,"1113.0",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
