X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,phylum,recordNumber,stateProvince,county,identifiedBy,decimalLongitude,decimalLatitude,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,fieldNumber,minimumElevationInMeters,individualCount,verbatimLongitude,verbatimLatitude,maximumElevationInMeters,typeStatus,sex,preparationType,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.238899230957,-22.8805999755859,"5",2021-03-01 16:30:15-03,UNICAMP,UEC,"199653",S,Plantae,NA,NA,Fabaceae,Clitoria,epetiolata,angustissima,Clitoria epetiolata angustissima,Fantz,"Tamashiro, JY; Santos, FAM; Gardolinski, PC; Galvão, JC; Belinello, R","1994","09","27",NA,Brazil,Estação ecológica de águas de Santa Bárbara.,"Herbácea, 30cm. Flores lilás.",UEC157006,UEC157006,Magnoliopsida,"662",São Paulo,Águas de Santa Bárbara,"Queiroz, LP",-49.238899230957,-22.8805999755859,"1998","09","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"6",2021-03-01 16:30:15-03,UNICAMP,UEC,"199653",S,Plantae,NA,NA,Fabaceae,Clitoria,epetiolata,angustissima,Clitoria epetiolata angustissima,Fantz,"Tamashiro, JY; Santos, FAM; Gardolinski, PC; Galvão, JC; Belinello, R","1994","09","27",NA,Brazil,Estação ecológica de águas de Santa Bárbara.,"Herbácea, 30cm. Flores lilás.",UEC157006,UEC157006,Magnoliopsida,"662",São Paulo,Águas de Santa Bárbara,"Queiroz, LP",-49.238899230957,-22.8805999755859,"1998","09","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"44",2019-11-13 11:22:06-03,USP,SPF,"97991",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Clitoria,epetiolata,angustissima,Clitoria epetiolata angustissima,Fantz,"Tamashiro, JY","1994","09","27",NA,Brasil,Estação Ecológica de Santa Bárbara,NA,SPF00097991,NA,NA,"662",São Paulo,Águas de Santa Bárbara,"Queiroz, LP",-49.238899230957,-22.8805999755859,"1996","10","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"45",2019-11-13 11:22:06-03,USP,SPF,"97991",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Clitoria,epetiolata,angustissima,Clitoria epetiolata angustissima,Fantz,"Tamashiro, JY","1994","09","27",NA,Brasil,Estação Ecológica de Santa Bárbara,NA,SPF00097991,NA,NA,"662",São Paulo,Águas de Santa Bárbara,"Queiroz, LP",-49.238899230957,-22.8805999755859,"1996","10","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"46",2020-05-08 11:12:03-03,UEFS,HUEFS,"27188",PreservedSpecimen,Plantae,Rosanae,Fabales,Leguminosae Subfam. Papilionoideae,Clitoria,epetiolata,var. angustissima,Clitoria epetiolata var. angustissima,Fantz,"Tamashiro, J.Y.","1994","09","27",NA,Brasil,Estação Ecológica de Águas de Santa Bárbara.,NA,HUEFS0027188,HUEFS0027188,Angiospermae,"662",São Paulo,Águas de Santa Bárbara,L.P.de Queiroz,-49.238899230957,-22.8805999755859,"2005","01","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.234167,-22.782778,"47",2020-05-08 11:12:03-03,UEFS,HUEFS,"178428",PreservedSpecimen,Plantae,Rosanae,Fabales,Leguminosae Subfam. Papilionoideae,Clitoria,epetiolata,NA,Clitoria epetiolata,Burkart,"Guerin, N.","2008","09","25",NA,Brasil,E. Ec. Águas de Santa Bárbara.,Campo cerrado.,HUEFS0178428,NA,Angiospermae,"272",São Paulo,Águas de Santa Bárbara,NA,-49.234167,-22.782778,NA,NA,NA,NA,NA,NA,NA,NA,49W14'3'',22S46'58'',NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"48",2020-05-08 11:12:03-03,UEFS,HUEFS,"27188",PreservedSpecimen,Plantae,Rosanae,Fabales,Leguminosae Subfam. Papilionoideae,Clitoria,epetiolata,var. angustissima,Clitoria epetiolata var. angustissima,Fantz,"Tamashiro, J.Y.","1994","09","27",NA,Brasil,Estação Ecológica de Águas de Santa Bárbara.,NA,HUEFS0027188,HUEFS0027188,Angiospermae,"662",São Paulo,Águas de Santa Bárbara,L.P.de Queiroz,-49.238899230957,-22.8805999755859,"2005","01","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.234167,-22.782778,"49",2021-03-04 15:43:10-03,IF,SPSF,"43067",PreservedSpecimen,Plantae,Magnoliopsida,Fabales,Fabaceae,Clitoria,epetiolata,NA,Clitoria epetiolata,Burk.,N.Guerin & G.Durigan & E.Furlan,"2008","09","25",América do Sul,Brasil,Estação Ecológica Águas de Sta.Bárbara,"COLETA: Campo Cerrado&nf;Subarbusto 15cm; flores roxas; fruto tipo legume.;",NA,NA,Magnoliophyta,"272",SP,Águas de Santa Bárbara,G.Durigan,-49.234167,-22.782778,"2008","09",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"52",2020-11-19 09:29:11-03,IBt,SP,"309438",S,Plantae,NA,NA,Fabaceae,Clitoria,epetiolata,NA,Clitoria epetiolata,Burkart,"Tamashiro, JY; Santos, FAM; Gardolinski, PCFC; Galvão, JC; Belinello, R","1994","09","27",NA,Brasil,Estação Ecológica de Águas de Santa Bárbara,NA,SP028712,SP028712,NA,"662",São Paulo,Águas de Santa Bárbara,"Queiroz, LP",-49.238899230957,-22.8805999755859,"1997","10","18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"53",2020-11-19 09:29:11-03,IBt,SP,"123369",S,Plantae,NA,NA,Fabaceae,Clitoria,epetiolata,angustissima,Clitoria epetiolata angustissima,Hoehne ex Fantz,"Moura, C","1963","01","18",NA,Brasil,Cultivada na Fazenda Experimental do IBEC,NA,SP026343,SP026343,NA,"66",São Paulo,Matão,"Queiroz, LP",-48.3600006103516,-21.6000003814697,"1997","12","26922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
