X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,individualCount,typeStatus,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4000015258789,-22.5599994659424,"7",2020-11-04 11:17:56-03,ESALQ,ESA,"36895",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rhamnaceae,Gouania,acalyphoides,Gouania acalyphoides,NA,NA,"Hoehne, W.",NA,"1951","05","02",NA,Brasil,São Paulo,Limeira,NA,NA,NA,ESA036895,ESA036895,-47.4000015258789,-22.5599994659424,NA,NA,NA,NA,NA,"20999",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"8",2020-11-04 11:17:56-03,ESALQ,ESA,"100385",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,NA,"Bertoncini, A.P.","Bertoncini, A.P.","823.0","1998","05","07",NA,Brasil,São Paulo,Avaí,NA,NA,NA,ESA100385,ESA100385,-49.3300018310547,-22.1399993896484,NA,NA,NA,NA,NA,"23140",auto,"1998","07","17",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"9",2020-11-04 11:17:56-03,ESALQ,ESA,"101594",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,NA,"Bertoncini, A.P.","Bertoncini, A.P.","823.0","1998","05","07",NA,Brasil,São Paulo,Avaí,NA,NA,NA,ESA101594,ESA101594,-49.3300018310547,-22.1399993896484,NA,NA,NA,NA,NA,"23140",auto,"1998","08","17",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.383333,-22.333333,"11",2021-03-01 16:38:42-03,UNICAMP,UEC,"118153",S,Plantae,Magnoliopsida,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,"Bertoncini, AP","Bertoncini, AP; Bertoncini, MP","823","1998","05","07",NA,Brazil,São Paulo,Avaí,Aldeia Guarani,NA,"Árvore, 4,0m de altura, folhas mambranáceas, frutos imaturos verdes.; Floresta estacional semidecidual submontana perturbada.",UEC171770,UEC171770,-49.383333,-22.333333,NA,NA,"-49.383333","-22.333333",NA,NA,NA,"1998","07","17",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.931944,-22.956667,"12",2019-08-20 10:23:46-03,UNICAMP,UEC,"151528",S,Plantae,Magnoliopsida,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,"Costa, ACM","Costa, ACM","103","2009","02","14",NA,Brazil,São Paulo,Valinhos,"Clube de Campo Valinhos, mata ciliar",NA,"Trepadeira, flores verdes. Borda da trilha.",UEC171773,UEC171773,-46.931944,-22.956667,"955","955","-46.931944","-22.956667",NA,NA,NA,"2010","02",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"14",2021-03-01 16:38:42-03,UNICAMP,UEC,"13322",S,Plantae,Magnoliopsida,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,"Lima, R","Carnielli, V; et al.","4049","1947","05","20",NA,Brazil,São Paulo,Campinas,Mata da Fazenda Santa Genebra,NA,"Trepadeira, flores esverdeadas.",UEC171769,UEC171769,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,"23900",auto,"2003","04",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"15",2021-03-01 16:38:42-03,UNICAMP,UEC,"174419",S,Plantae,Magnoliopsida,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,NA,"Souza, WS; Britez, RM","25196","1987","07","14",NA,Brazil,São Paulo,Itu,Área de proteção ambiental,NA,"Trepadeira com frutos verdes, sobre Roupala; em floresta ciliar, próximo a represa.",UEC171772,UEC171772,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8199996948242,-21.75,"17",2020-12-21 16:42:36-03,MBM,MBM,"161746",PreservedSpecimen,Plantae,NA,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,"Pickel, D.B.","Pickel, D.B.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Ibitinga,Ibitinga,NA,NA,MBM161746,MBM161746,-48.8199996948242,-21.75,NA,NA,NA,NA,NA,"25783",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7700004577637,-22.5100002288818,"23",2017-11-24 14:12:16-02,UFLA,ESAL,"5945",S,Plantae,NA,NA,Rhamnaceae,Gouania,inornata,Gouania inornata,Reissek,J. Y. Tamashiro,Pedro Henrique Dorizzotto,s.n.,NA,NA,NA,NA,Brasil,São Paulo,Charqueada,NA,NA,"arbusto; 1,5; ;; cerrado",NA,NA,-47.7700004577637,-22.5100002288818,NA,NA,NA,NA,NA,"12465",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"29",2019-11-13 11:29:38-03,USP,SPF,"171189",PreservedSpecimen,Plantae,NA,NA,Rhamnaceae,Gouania,acalyphoides,Gouania acalyphoides,Reissek,Anônimo,"Hoehne, W",s.n.,"1933","02","28",NA,Brasil,São Paulo,São Paulo,NA,NA,NA,SPF00171189,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
